RUTA	NOMBRE	EXTENSION	TAMANO_BYTES	FECHA_MODIFICACION	ESTADO_GIT	CLASIFICACION	CONTIENE_DATOS_PERSONALES_POTENCIAL	OBSERVACIONES
estudiantes_extranjeros_2026/resultados/auditorias/RESOLUCION_4_SIN_EVIDENCIA_2025.csv	RESOLUCION_4_SIN_EVIDENCIA_2025.csv	.csv	1717	2026-06-24T13:54:41.243451-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/JERARQUIA_FUENTES_MATRICULA_2025.csv	JERARQUIA_FUENTES_MATRICULA_2025.csv	.csv	1193	2026-06-18T10:52:06.443492-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/MANIFIESTO_ARCHIVOS.csv	MANIFIESTO_ARCHIVOS.csv	.csv	3546	2026-06-18T08:47:39.836014-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/CONTROL_CAMBIOS_CIERRE_PENDIENTES_62.csv	CONTROL_CAMBIOS_CIERRE_PENDIENTES_62.csv	.csv	3494	2026-06-24T13:56:44.549747-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/CRUCE_4_MISMA_PERSONA_DISTINTA_CARRERA.csv	CRUCE_4_MISMA_PERSONA_DISTINTA_CARRERA.csv	.csv	23903	2026-06-18T11:55:40.788881-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/REVISION_CORRECCIONES_EXTRANJEROS_V5.xlsx	REVISION_CORRECCIONES_EXTRANJEROS_V5.xlsx	.xlsx	143068	2026-06-25T12:16:10.117694-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/NORMALIZACION_COMUN_DEPURACION_4_CRUCES.csv	NORMALIZACION_COMUN_DEPURACION_4_CRUCES.csv	.csv	291101	2026-06-18T11:55:40.780192-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/COMPARACION_UNIVERSO_ANTERIOR_VS_CORREGIDO.csv	COMPARACION_UNIVERSO_ANTERIOR_VS_CORREGIDO.csv	.csv	6962	2026-06-18T10:52:06.445093-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/NOMINA_GESTION_MANUAL_DETALLE_FASE2.csv	NOMINA_GESTION_MANUAL_DETALLE_FASE2.csv	.csv	19941	2026-06-18T09:12:09.386883-04:00	TRACKED_OR_UNMODIFIED	fuente normativa	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/RESOLUCION_3_VIGENCIAS_V3.csv	RESOLUCION_3_VIGENCIAS_V3.csv	.csv	1310	2026-06-24T19:57:20.871736-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/CANDIDATOS_MAPEO_63_VS_20_COLUMNAS_OFICIALES.csv	CANDIDATOS_MAPEO_63_VS_20_COLUMNAS_OFICIALES.csv	.csv	11028	2026-06-24T18:13:40.992483-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/VALIDACION_CODIGOS_SIES_V6.csv	VALIDACION_CODIGOS_SIES_V6.csv	.csv	806	2026-06-25T14:12:13.692229-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/CONTROL_CAMBIOS_GOBERNANZA_COLUMNAS.csv	CONTROL_CAMBIOS_GOBERNANZA_COLUMNAS.csv	.csv	13734	2026-06-24T18:02:43.256423-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/RESOLUCION_11_CODIGOS_SIES_DESDE_MATRICULA_UNIFICADA.csv	RESOLUCION_11_CODIGOS_SIES_DESDE_MATRICULA_UNIFICADA.csv	.csv	4100	2026-06-25T12:16:07.042844-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/CONCILIACION_62_CONGELADOS_VS_257.csv	CONCILIACION_62_CONGELADOS_VS_257.csv	.csv	38328	2026-06-24T13:34:16.236387-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/RESOLUCION_DUPLICIDADES_DOCUMENTALES.csv	RESOLUCION_DUPLICIDADES_DOCUMENTALES.csv	.csv	2808	2026-06-18T11:55:40.789296-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/INVENTARIO_FUENTES_EXISTENTES.csv	INVENTARIO_FUENTES_EXISTENTES.csv	.csv	2598834	2026-06-18T08:47:39.820985-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/METADATA_BASE_EXTRANJEROS_CONGELADA.csv	METADATA_BASE_EXTRANJEROS_CONGELADA.csv	.csv	1073	2026-06-24T13:14:07.815963-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/VALIDACION_GOBERNANZA_EXTRANJEROS_2025_V2.csv	VALIDACION_GOBERNANZA_EXTRANJEROS_2025_V2.csv	.csv	929	2026-06-24T18:29:39.761464-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/UNIVERSO_CANDIDATOS_EXTRANJEROS_2025.csv	UNIVERSO_CANDIDATOS_EXTRANJEROS_2025.csv	.csv	10778	2026-06-18T09:12:09.381504-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/CONTROL_CAMBIOS.csv	CONTROL_CAMBIOS.csv	.csv	3546	2026-06-18T08:47:39.833152-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/VALIDACION_BUSQUEDA_FINAL_PENDIENTES_V3.csv	VALIDACION_BUSQUEDA_FINAL_PENDIENTES_V3.csv	.csv	1508	2026-06-24T19:57:21.183333-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/VALIDACION_GOBERNANZA_COLUMNAS_EXTRANJEROS_2025.csv	VALIDACION_GOBERNANZA_COLUMNAS_EXTRANJEROS_2025.csv	.csv	1929	2026-06-24T18:01:32.756654-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/APLICACION_RESIDENCIA_0_PAIS_ORIGEN_VACIO_V4.csv	APLICACION_RESIDENCIA_0_PAIS_ORIGEN_VACIO_V4.csv	.csv	22454	2026-06-25T11:51:40.807231-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/COBERTURA_POST_4_CRUCES.csv	COBERTURA_POST_4_CRUCES.csv	.csv	16314	2026-06-18T11:55:40.938841-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/VALIDACION_CORRECCIONES_V5.csv	VALIDACION_CORRECCIONES_V5.csv	.csv	625	2026-06-25T12:16:09.897288-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/MANIFIESTO_ARCHIVOS_FASE2.csv	MANIFIESTO_ARCHIVOS_FASE2.csv	.csv	3632	2026-06-18T09:12:09.424080-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/CRUCE_3_SOLO_MATRICULA_LOCAL_2025.csv	CRUCE_3_SOLO_MATRICULA_LOCAL_2025.csv	.csv	21358	2026-06-18T11:55:40.787678-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/MATRIZ_FUENTES_20_COLUMNAS_OFICIALES.csv	MATRIZ_FUENTES_20_COLUMNAS_OFICIALES.csv	.csv	35329	2026-06-24T18:29:39.734270-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/AUDITORIA_GENERACION_EXCEL_NACIONALIDAD_257.csv	AUDITORIA_GENERACION_EXCEL_NACIONALIDAD_257.csv	.csv	1482	2026-06-23T14:14:49.395236-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/INSPECCION_COMPLETA_3_CODCLI_EN_ARCHIVOS_SIES.csv	INSPECCION_COMPLETA_3_CODCLI_EN_ARCHIVOS_SIES.csv	.csv	426122	2026-06-25T13:46:45.062710-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/RESOLUCION_1_NACIONALIDAD_V3.csv	RESOLUCION_1_NACIONALIDAD_V3.csv	.csv	431	2026-06-24T19:57:20.873217-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/BRECHAS_DATOS_CRITICOS.csv	BRECHAS_DATOS_CRITICOS.csv	.csv	688	2026-06-18T08:47:39.827665-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/RESOLUCION_CODIGO_UNICO.csv	RESOLUCION_CODIGO_UNICO.csv	.csv	12159	2026-06-18T09:12:09.385571-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/GOBERNANZA_COLUMNAS_EXTRANJEROS_2025.xlsx	GOBERNANZA_COLUMNAS_EXTRANJEROS_2025.xlsx	.xlsx	303797	2026-06-24T18:01:33.411396-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/RESOLUCION_19_COINCIDENCIAS_MULTIPLES.csv	RESOLUCION_19_COINCIDENCIAS_MULTIPLES.csv	.csv	3773	2026-06-24T13:54:41.244090-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/DICCIONARIO_BASE_EXTRANJEROS_CONGELADA.csv	DICCIONARIO_BASE_EXTRANJEROS_CONGELADA.csv	.csv	6202	2026-06-24T13:14:07.815523-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/INSPECCION_PROMEDIOS_ALUMNOS_DATOS_PERSONALES.csv	INSPECCION_PROMEDIOS_ALUMNOS_DATOS_PERSONALES.csv	.csv	4824	2026-06-23T14:14:40.043904-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/COPIAS_ESCRITORIO_REGLAS_INSTITUCIONALES_V4.csv	COPIAS_ESCRITORIO_REGLAS_INSTITUCIONALES_V4.csv	.csv	3030	2026-06-25T11:51:42.547428-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/CONCILIACION_TRAZABLE_BASE_62_VS_UNIVERSO_257.xlsx	CONCILIACION_TRAZABLE_BASE_62_VS_UNIVERSO_257.xlsx	.xlsx	159769	2026-06-24T13:34:16.451731-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/MANIFIESTO_ARCHIVOS_CORRECCION_UNIVERSO.csv	MANIFIESTO_ARCHIVOS_CORRECCION_UNIVERSO.csv	.csv	3710	2026-06-18T10:52:06.539261-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/RESOLUCION_3_CODIGOS_SIES_V6.csv	RESOLUCION_3_CODIGOS_SIES_V6.csv	.csv	1277	2026-06-25T14:12:13.479856-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/RESOLUCION_12_INGRESO_CARRERA_ORIGEN_V3.csv	RESOLUCION_12_INGRESO_CARRERA_ORIGEN_V3.csv	.csv	2135	2026-06-24T19:57:20.870631-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/REGISTROS_195_NO_INCLUIDOS_RESUELTOS.csv	REGISTROS_195_NO_INCLUIDOS_RESUELTOS.csv	.csv	78650	2026-06-24T13:54:41.246510-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/REVISION_CODIGOS_SIES_EXTRANJEROS_V6.xlsx	REVISION_CODIGOS_SIES_EXTRANJEROS_V6.xlsx	.xlsx	203729	2026-06-25T14:12:14.034147-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/AUDITORIA_CRUCES_BASE_MAESTRA.csv	AUDITORIA_CRUCES_BASE_MAESTRA.csv	.csv	1123	2026-06-18T09:12:09.385009-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/RESOLUCION_2_CODIGOS_SIES_V6.csv	RESOLUCION_2_CODIGOS_SIES_V6.csv	.csv	12303	2026-06-25T14:12:13.478812-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/RESOLUCION_RESIDENCIA_PAIS_ORIGEN_V3.csv	RESOLUCION_RESIDENCIA_PAIS_ORIGEN_V3.csv	.csv	22206	2026-06-24T19:57:20.867160-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/REVISION_COMPLETA_63_COLUMNAS_BASE_CONGELADA.csv	REVISION_COMPLETA_63_COLUMNAS_BASE_CONGELADA.csv	.csv	17442	2026-06-24T18:13:40.989841-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/RESOLUCION_124_NO_SELECCIONADOS.csv	RESOLUCION_124_NO_SELECCIONADOS.csv	.csv	44778	2026-06-24T13:54:41.245009-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/CANDIDATOS_19_COINCIDENCIAS_MULTIPLES.csv	CANDIDATOS_19_COINCIDENCIAS_MULTIPLES.csv	.csv	15544	2026-06-24T13:54:41.243914-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/COBERTURA_GOBERNANZA_REGISTROS_62.csv	COBERTURA_GOBERNANZA_REGISTROS_62.csv	.csv	11404	2026-06-24T18:01:31.847730-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/RESOLUCION_NACIONALIDAD_AMBIGUA_62.csv	RESOLUCION_NACIONALIDAD_AMBIGUA_62.csv	.csv	1241	2026-06-24T13:54:41.243302-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/UNIVERSO_PENDIENTES_CIERRE_BASE_62.csv	UNIVERSO_PENDIENTES_CIERRE_BASE_62.csv	.csv	45298	2026-06-24T13:54:41.242699-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/INVENTARIO_DICCIONARIOS_CODIGO_UNICO_EXISTENTES.csv	INVENTARIO_DICCIONARIOS_CODIGO_UNICO_EXISTENTES.csv	.csv	2528318	2026-06-25T13:33:53.673977-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/CIERRE_TRAZABLE_PENDIENTES_BASE_62.xlsx	CIERRE_TRAZABLE_PENDIENTES_BASE_62.xlsx	.xlsx	214757	2026-06-24T13:54:41.497230-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/METADATA_FASE_DEPURACION_4_CRUCES.csv	METADATA_FASE_DEPURACION_4_CRUCES.csv	.csv	5039	2026-06-18T11:55:40.753536-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/METADATA_PRECARGA_PES.csv	METADATA_PRECARGA_PES.csv	.csv	1135	2026-06-18T11:18:24.775558-04:00	TRACKED_OR_UNMODIFIED	precarga oficial o evidencia de precarga	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/COMPARACION_GOBERNANZA_V1_VS_V2.csv	COMPARACION_GOBERNANZA_V1_VS_V2.csv	.csv	1731	2026-06-24T18:29:39.736342-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/REVISION_104_REGISTROS_CONTRA_PRECARGA.csv	REVISION_104_REGISTROS_CONTRA_PRECARGA.csv	.csv	25652	2026-06-18T11:18:24.794070-04:00	TRACKED_OR_UNMODIFIED	precarga oficial o evidencia de precarga	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/INVENTARIO_FUENTES_OFICIALES_2025.csv	INVENTARIO_FUENTES_OFICIALES_2025.csv	.csv	468066	2026-06-18T10:52:06.443295-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/REVISION_REGLAS_INSTITUCIONALES_EXTRANJEROS_V4.xlsx	REVISION_REGLAS_INSTITUCIONALES_EXTRANJEROS_V4.xlsx	.xlsx	197551	2026-06-25T11:51:41.998319-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/AUDITORIA_REUTILIZACION_CAMPOS_CORREGIDA.csv	AUDITORIA_REUTILIZACION_CAMPOS_CORREGIDA.csv	.csv	2284	2026-06-18T10:52:06.452187-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/UNIVERSO_CONCILIADO_PRECARGA_EXTRANJEROS_2025.csv	UNIVERSO_CONCILIADO_PRECARGA_EXTRANJEROS_2025.csv	.csv	91099	2026-06-18T11:18:24.786461-04:00	TRACKED_OR_UNMODIFIED	precarga oficial o evidencia de precarga	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/VALIDACION_BASE_CONGELADA_XLSX_VS_TSV.csv	VALIDACION_BASE_CONGELADA_XLSX_VS_TSV.csv	.csv	891	2026-06-24T13:14:07.803608-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/UNIVERSO_RECONSTRUIDO_EXTRANJEROS_2025.csv	UNIVERSO_RECONSTRUIDO_EXTRANJEROS_2025.csv	.csv	71036	2026-06-18T10:52:06.444810-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/AUDITORIA_NACIONALIDAD_BASE_CONGELADA_62.csv	AUDITORIA_NACIONALIDAD_BASE_CONGELADA_62.csv	.csv	12025	2026-06-24T13:34:16.243722-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/RESOLUCION_17_CODIGOS_UNICOS_V3.csv	RESOLUCION_17_CODIGOS_UNICOS_V3.csv	.csv	4247	2026-06-24T19:57:20.869651-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/RESOLUCION_PAIS_ESTUDIOS_SECUNDARIOS_V4.csv	RESOLUCION_PAIS_ESTUDIOS_SECUNDARIOS_V4.csv	.csv	17014	2026-06-25T11:51:40.810506-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/COBERTURA_VARIABLES_BASE_MAESTRA.csv	COBERTURA_VARIABLES_BASE_MAESTRA.csv	.csv	1665	2026-06-18T09:12:09.387243-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/VALIDACION_BASE_MAESTRA.csv	VALIDACION_BASE_MAESTRA.csv	.csv	22436	2026-06-18T09:12:18.484008-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/CONCILIACION_62_VS_MATRICULA_2025.csv	CONCILIACION_62_VS_MATRICULA_2025.csv	.csv	6951	2026-06-24T13:34:16.239638-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/CATALOGO_PAISES_SIES_2026.csv	CATALOGO_PAISES_SIES_2026.csv	.csv	22162	2026-06-18T09:12:09.388020-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/VALIDACION_REGLAS_INSTITUCIONALES_V4.csv	VALIDACION_REGLAS_INSTITUCIONALES_V4.csv	.csv	1481	2026-06-25T11:51:41.504266-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/AUDITORIA_VIGENCIA_2025_CORREGIDA.csv	AUDITORIA_VIGENCIA_2025_CORREGIDA.csv	.csv	38916	2026-06-18T10:52:06.452035-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/INSPECCION_ESTRUCTURA_OFICIAL_EXTRANJEROS_2025.csv	INSPECCION_ESTRUCTURA_OFICIAL_EXTRANJEROS_2025.csv	.csv	1247	2026-06-24T18:01:26.739702-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/TRAZABILIDAD_EXCLUSION_RUT_<ID_MASKED>csv	TRAZABILIDAD_EXCLUSION_RUT_<ID_MASKED>csv	.csv	927	2026-06-25T12:16:06.874425-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/resultados/auditorias/BUSQUEDA_DIRIGIDA_3_CODCLI_CODIGO_SIES.csv	BUSQUEDA_DIRIGIDA_3_CODCLI_CODIGO_SIES.csv	.csv	932132	2026-06-25T13:38:32.806109-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
