CODCLI,CODCARPR_NORM,JORNADA_FUENTE,ANIO_ING_ACT,NOMBRE_CARRERA_FUENTE,CODIGO_UNICO,NOMBRE_IES,CODIGO_CARRERA_SIES_FINAL,NOMBRE_CARRERA,TIPO_PLAN_CARRERA,DURACION_ESTUDIOS,DURACION_TOTAL,MODALIDAD,JORNADA,NIVEL_CARRERA,CODIGOS_SIES_POTENCIALES,SIES_MATCH_STATUS,SIES_MATCH_DIAG,SIES_RESOLUCION_HEURISTICA,DIAGNOSTICO_MANUAL,RECOMENDACION_MANUAL
20221IECIREOL011,IECIREOL,O,2022,INGENIERIA EN INFORMATICA,I162S2C1J4V2,IP SAN SEBASTIAN,,INGENIERIA EN INFORMATICA,1,8,8,3,4,2,I162S2C1J4V1 | I162S2C1J4V2,AMBIGUO_SIES,MATCH_SIES_AMBIGUO,PENDIENTE_GOBERNANZA,"REDUCIBLE_POR_NOMBRE_IES: candidatos difieren exclusivamente en NOMBRE_IES. Mapa: I162S2C1J4V1->(IES=IP CIISA, TP=1, DUR=8); I162S2C1J4V2->(IES=IP SAN SEBASTIAN, TP=1, DUR=8). Columnas idénticas: NOMBRE_CARRERA=INGENIERIA EN INFORMATICA, TIPO_PLAN_CARRERA=1, DURACION_ESTUDIOS=8, DURACION_TOTAL=8, MODALIDAD=3, JORNADA=4, NIVEL_CARRERA=2.","EVIDENCIA_FUERTE_MANUAL: si IES de matrícula == 'IP SAN SEBASTIAN' => seleccionar CODIGO_UNICO='I162S2C1J4V2'. Si IES desconocida, verificar documentalmente."
20241IINF161,IINF,V,2022,INGENIERIA EN INFORMATICA,I162S2C1J2V1,IP SAN SEBASTIAN,,INGENIERIA EN INFORMATICA,1,8,8,1,2,2,I162S2C1J2V1 | I162S2C1J2V4,AMBIGUO_SIES,MATCH_SIES_AMBIGUO,PENDIENTE_GOBERNANZA,"IRREDUCIBLE_CON_EVIDENCIA_ACTUAL: todos los candidatos idénticos en NOMBRE_IES=IP SAN SEBASTIAN, NOMBRE_CARRERA=INGENIERIA EN INFORMATICA, TIPO_PLAN_CARRERA=1, DURACION_ESTUDIOS=8, DURACION_TOTAL=8, MODALIDAD=1, JORNADA=2, NIVEL_CARRERA=2. Solo difieren en VERSION del CODIGO_UNICO.",No asignar automáticamente. Requiere criterio externo (VERSION/VIGENCIA administrativa) o validación documental.
20241IINF161,IINF,V,2022,INGENIERIA EN INFORMATICA,I162S2C1J2V4,IP SAN SEBASTIAN,,INGENIERIA EN INFORMATICA,1,8,8,1,2,2,I162S2C1J2V1 | I162S2C1J2V4,AMBIGUO_SIES,MATCH_SIES_AMBIGUO,PENDIENTE_GOBERNANZA,"IRREDUCIBLE_CON_EVIDENCIA_ACTUAL: todos los candidatos idénticos en NOMBRE_IES=IP SAN SEBASTIAN, NOMBRE_CARRERA=INGENIERIA EN INFORMATICA, TIPO_PLAN_CARRERA=1, DURACION_ESTUDIOS=8, DURACION_TOTAL=8, MODALIDAD=1, JORNADA=2, NIVEL_CARRERA=2. Solo difieren en VERSION del CODIGO_UNICO.",No asignar automáticamente. Requiere criterio externo (VERSION/VIGENCIA administrativa) o validación documental.
20251IINF075,IINF,V,2025,INGENIERIA EN INFORMATICA,I162S2C1J2V1,IP SAN SEBASTIAN,,INGENIERIA EN INFORMATICA,1,8,8,1,2,2,I162S2C1J2V1 | I162S2C1J2V4,AMBIGUO_SIES,MATCH_SIES_AMBIGUO,PENDIENTE_GOBERNANZA,"IRREDUCIBLE_CON_EVIDENCIA_ACTUAL: todos los candidatos idénticos en NOMBRE_IES=IP SAN SEBASTIAN, NOMBRE_CARRERA=INGENIERIA EN INFORMATICA, TIPO_PLAN_CARRERA=1, DURACION_ESTUDIOS=8, DURACION_TOTAL=8, MODALIDAD=1, JORNADA=2, NIVEL_CARRERA=2. Solo difieren en VERSION del CODIGO_UNICO.",No asignar automáticamente. Requiere criterio externo (VERSION/VIGENCIA administrativa) o validación documental.
20251IINF075,IINF,V,2025,INGENIERIA EN INFORMATICA,I162S2C1J2V4,IP SAN SEBASTIAN,,INGENIERIA EN INFORMATICA,1,8,8,1,2,2,I162S2C1J2V1 | I162S2C1J2V4,AMBIGUO_SIES,MATCH_SIES_AMBIGUO,PENDIENTE_GOBERNANZA,"IRREDUCIBLE_CON_EVIDENCIA_ACTUAL: todos los candidatos idénticos en NOMBRE_IES=IP SAN SEBASTIAN, NOMBRE_CARRERA=INGENIERIA EN INFORMATICA, TIPO_PLAN_CARRERA=1, DURACION_ESTUDIOS=8, DURACION_TOTAL=8, MODALIDAD=1, JORNADA=2, NIVEL_CARRERA=2. Solo difieren en VERSION del CODIGO_UNICO.",No asignar automáticamente. Requiere criterio externo (VERSION/VIGENCIA administrativa) o validación documental.
20232IETMREOL024,IETMREOL,O,2023,INGENIERIA EN CONECTIVIDAD Y REDES,I162S2C3J4V1,IP CIISA,,INGENIERIA EN CONECTIVIDAD Y REDES,1,8,8,3,4,2,I162S2C3J4V1 | I162S2C3J4V2,AMBIGUO_SIES,MATCH_SIES_AMBIGUO,PENDIENTE_GOBERNANZA,"REDUCIBLE_POR_NOMBRE_IES: candidatos difieren exclusivamente en NOMBRE_IES. Mapa: I162S2C3J4V1->(IES=IP CIISA, TP=1, DUR=8); I162S2C3J4V2->(IES=IP SAN SEBASTIAN, TP=1, DUR=8). Columnas idénticas: NOMBRE_CARRERA=INGENIERIA EN CONECTIVIDAD Y REDES, TIPO_PLAN_CARRERA=1, DURACION_ESTUDIOS=8, DURACION_TOTAL=8, MODALIDAD=3, JORNADA=4, NIVEL_CARRERA=2.","EVIDENCIA_FUERTE_MANUAL: si IES de matrícula == 'IP CIISA' => seleccionar CODIGO_UNICO='I162S2C3J4V1'. Si IES desconocida, verificar documentalmente."
20232IETMREOL024,IETMREOL,O,2023,INGENIERIA EN CONECTIVIDAD Y REDES,I162S2C3J4V2,IP SAN SEBASTIAN,,INGENIERIA EN CONECTIVIDAD Y REDES,1,8,8,3,4,2,I162S2C3J4V1 | I162S2C3J4V2,AMBIGUO_SIES,MATCH_SIES_AMBIGUO,PENDIENTE_GOBERNANZA,"REDUCIBLE_POR_NOMBRE_IES: candidatos difieren exclusivamente en NOMBRE_IES. Mapa: I162S2C3J4V1->(IES=IP CIISA, TP=1, DUR=8); I162S2C3J4V2->(IES=IP SAN SEBASTIAN, TP=1, DUR=8). Columnas idénticas: NOMBRE_CARRERA=INGENIERIA EN CONECTIVIDAD Y REDES, TIPO_PLAN_CARRERA=1, DURACION_ESTUDIOS=8, DURACION_TOTAL=8, MODALIDAD=3, JORNADA=4, NIVEL_CARRERA=2.","EVIDENCIA_FUERTE_MANUAL: si IES de matrícula == 'IP SAN SEBASTIAN' => seleccionar CODIGO_UNICO='I162S2C3J4V2'. Si IES desconocida, verificar documentalmente."
20241IINF154,IINF,V,2023,INGENIERIA EN INFORMATICA,I162S2C1J2V1,IP SAN SEBASTIAN,,INGENIERIA EN INFORMATICA,1,8,8,1,2,2,I162S2C1J2V1 | I162S2C1J2V4,AMBIGUO_SIES,MATCH_SIES_AMBIGUO,PENDIENTE_GOBERNANZA,"IRREDUCIBLE_CON_EVIDENCIA_ACTUAL: todos los candidatos idénticos en NOMBRE_IES=IP SAN SEBASTIAN, NOMBRE_CARRERA=INGENIERIA EN INFORMATICA, TIPO_PLAN_CARRERA=1, DURACION_ESTUDIOS=8, DURACION_TOTAL=8, MODALIDAD=1, JORNADA=2, NIVEL_CARRERA=2. Solo difieren en VERSION del CODIGO_UNICO.",No asignar automáticamente. Requiere criterio externo (VERSION/VIGENCIA administrativa) o validación documental.
20241IINF154,IINF,V,2023,INGENIERIA EN INFORMATICA,I162S2C1J2V4,IP SAN SEBASTIAN,,INGENIERIA EN INFORMATICA,1,8,8,1,2,2,I162S2C1J2V1 | I162S2C1J2V4,AMBIGUO_SIES,MATCH_SIES_AMBIGUO,PENDIENTE_GOBERNANZA,"IRREDUCIBLE_CON_EVIDENCIA_ACTUAL: todos los candidatos idénticos en NOMBRE_IES=IP SAN SEBASTIAN, NOMBRE_CARRERA=INGENIERIA EN INFORMATICA, TIPO_PLAN_CARRERA=1, DURACION_ESTUDIOS=8, DURACION_TOTAL=8, MODALIDAD=1, JORNADA=2, NIVEL_CARRERA=2. Solo difieren en VERSION del CODIGO_UNICO.",No asignar automáticamente. Requiere criterio externo (VERSION/VIGENCIA administrativa) o validación documental.
20232IETMREOL014,IETMREOL,O,2023,INGENIERIA EN CONECTIVIDAD Y REDES,I162S2C3J4V1,IP CIISA,,INGENIERIA EN CONECTIVIDAD Y REDES,1,8,8,3,4,2,I162S2C3J4V1 | I162S2C3J4V2,AMBIGUO_SIES,MATCH_SIES_AMBIGUO,PENDIENTE_GOBERNANZA,"REDUCIBLE_POR_NOMBRE_IES: candidatos difieren exclusivamente en NOMBRE_IES. Mapa: I162S2C3J4V1->(IES=IP CIISA, TP=1, DUR=8); I162S2C3J4V2->(IES=IP SAN SEBASTIAN, TP=1, DUR=8). Columnas idénticas: NOMBRE_CARRERA=INGENIERIA EN CONECTIVIDAD Y REDES, TIPO_PLAN_CARRERA=1, DURACION_ESTUDIOS=8, DURACION_TOTAL=8, MODALIDAD=3, JORNADA=4, NIVEL_CARRERA=2.","EVIDENCIA_FUERTE_MANUAL: si IES de matrícula == 'IP CIISA' => seleccionar CODIGO_UNICO='I162S2C3J4V1'. Si IES desconocida, verificar documentalmente."
20232IETMREOL014,IETMREOL,O,2023,INGENIERIA EN CONECTIVIDAD Y REDES,I162S2C3J4V2,IP SAN SEBASTIAN,,INGENIERIA EN CONECTIVIDAD Y REDES,1,8,8,3,4,2,I162S2C3J4V1 | I162S2C3J4V2,AMBIGUO_SIES,MATCH_SIES_AMBIGUO,PENDIENTE_GOBERNANZA,"REDUCIBLE_POR_NOMBRE_IES: candidatos difieren exclusivamente en NOMBRE_IES. Mapa: I162S2C3J4V1->(IES=IP CIISA, TP=1, DUR=8); I162S2C3J4V2->(IES=IP SAN SEBASTIAN, TP=1, DUR=8). Columnas idénticas: NOMBRE_CARRERA=INGENIERIA EN CONECTIVIDAD Y REDES, TIPO_PLAN_CARRERA=1, DURACION_ESTUDIOS=8, DURACION_TOTAL=8, MODALIDAD=3, JORNADA=4, NIVEL_CARRERA=2.","EVIDENCIA_FUERTE_MANUAL: si IES de matrícula == 'IP SAN SEBASTIAN' => seleccionar CODIGO_UNICO='I162S2C3J4V2'. Si IES desconocida, verificar documentalmente."
20251TCRE033,TCRE,V,2025,TECNICO EN CONECTIVIDAD Y REDES,I162S2C6J2V1,IP SAN SEBASTIAN,,TECNICO EN CONECTIVIDAD Y REDES,1,5,5,1,2,1,I162S2C6J2V1 | I162S2C6J2V2,AMBIGUO_SIES,MATCH_SIES_AMBIGUO,PENDIENTE_GOBERNANZA,"IRREDUCIBLE_CON_EVIDENCIA_ACTUAL: todos los candidatos idénticos en NOMBRE_IES=IP SAN SEBASTIAN, NOMBRE_CARRERA=TECNICO EN CONECTIVIDAD Y REDES, TIPO_PLAN_CARRERA=1, DURACION_ESTUDIOS=5, DURACION_TOTAL=5, MODALIDAD=1, JORNADA=2, NIVEL_CARRERA=1. Solo difieren en VERSION del CODIGO_UNICO.",No asignar automáticamente. Requiere criterio externo (VERSION/VIGENCIA administrativa) o validación documental.
20251TCRE033,TCRE,V,2025,TECNICO EN CONECTIVIDAD Y REDES,I162S2C6J2V2,IP SAN SEBASTIAN,,TECNICO EN CONECTIVIDAD Y REDES,1,5,5,1,2,1,I162S2C6J2V1 | I162S2C6J2V2,AMBIGUO_SIES,MATCH_SIES_AMBIGUO,PENDIENTE_GOBERNANZA,"IRREDUCIBLE_CON_EVIDENCIA_ACTUAL: todos los candidatos idénticos en NOMBRE_IES=IP SAN SEBASTIAN, NOMBRE_CARRERA=TECNICO EN CONECTIVIDAD Y REDES, TIPO_PLAN_CARRERA=1, DURACION_ESTUDIOS=5, DURACION_TOTAL=5, MODALIDAD=1, JORNADA=2, NIVEL_CARRERA=1. Solo difieren en VERSION del CODIGO_UNICO.",No asignar automáticamente. Requiere criterio externo (VERSION/VIGENCIA administrativa) o validación documental.
20251ICRE045,ICRE,V,2025,INGENIERIA EN CONECTIVIDAD Y REDES,I162S2C3J2V1,IP SAN SEBASTIAN,,INGENIERIA EN CONECTIVIDAD Y REDES,1,8,8,1,2,2,I162S2C3J2V1 | I162S2C3J2V2 | I162S2C3J2V3 | I162S2C3J2V4,AMBIGUO_SIES,MATCH_SIES_AMBIGUO,PENDIENTE_GOBERNANZA,"REDUCIBLE_POR_COMBINACION (PARCIAL): candidato TP=1 (REGULAR) consistente con NOMBRE_CARRERA_FUENTE='INGENIERIA EN CONECTIVIDAD Y REDES' (sin continuidad). Mapa: I162S2C3J2V1->(IES=IP SAN SEBASTIAN, TP=1, DUR=8); I162S2C3J2V2->(IES=IP CIISA, TP=3, DUR=5); I162S2C3J2V3->(IES=IP SAN SEBASTIAN, TP=3, DUR=4); I162S2C3J2V4->(IES=IP SAN SEBASTIAN, TP=1, DUR=8).","Conservar (TP=1 consistente). Tras descartar TP=3, quedan I162S2C3J2V1, I162S2C3J2V4 — IRREDUCIBLE residual entre ellos (difieren solo en VERSION). Si IES de matrícula == 'IP SAN SEBASTIAN' => seleccionar 'I162S2C3J2V1'."
20251ICRE045,ICRE,V,2025,INGENIERIA EN CONECTIVIDAD Y REDES,I162S2C3J2V2,IP CIISA,,INGENIERIA EN CONECTIVIDAD Y REDES,3,5,5,1,2,2,I162S2C3J2V1 | I162S2C3J2V2 | I162S2C3J2V3 | I162S2C3J2V4,AMBIGUO_SIES,MATCH_SIES_AMBIGUO,PENDIENTE_GOBERNANZA,"REDUCIBLE_POR_COMBINACION (PARCIAL): candidato TP=3 (CONTINUIDAD) pero NOMBRE_CARRERA_FUENTE='INGENIERIA EN CONECTIVIDAD Y REDES' NO sugiere continuidad. Mapa: I162S2C3J2V1->(IES=IP SAN SEBASTIAN, TP=1, DUR=8); I162S2C3J2V2->(IES=IP CIISA, TP=3, DUR=5); I162S2C3J2V3->(IES=IP SAN SEBASTIAN, TP=3, DUR=4); I162S2C3J2V4->(IES=IP SAN SEBASTIAN, TP=1, DUR=8).","EVIDENCIA_FUERTE_MANUAL: DESCARTAR este candidato (TP=3, nombre origen sin continuidad). Tras descartar TP=3 quedan: I162S2C3J2V1, I162S2C3J2V4. Residual aún irreducible => requiere criterio externo (VERSION/VIGENCIA)."
20251ICRE045,ICRE,V,2025,INGENIERIA EN CONECTIVIDAD Y REDES,I162S2C3J2V3,IP SAN SEBASTIAN,,INGENIERIA EN CONECTIVIDAD Y REDES,3,4,4,1,2,2,I162S2C3J2V1 | I162S2C3J2V2 | I162S2C3J2V3 | I162S2C3J2V4,AMBIGUO_SIES,MATCH_SIES_AMBIGUO,PENDIENTE_GOBERNANZA,"REDUCIBLE_POR_COMBINACION (PARCIAL): candidato TP=3 (CONTINUIDAD) pero NOMBRE_CARRERA_FUENTE='INGENIERIA EN CONECTIVIDAD Y REDES' NO sugiere continuidad. Mapa: I162S2C3J2V1->(IES=IP SAN SEBASTIAN, TP=1, DUR=8); I162S2C3J2V2->(IES=IP CIISA, TP=3, DUR=5); I162S2C3J2V3->(IES=IP SAN SEBASTIAN, TP=3, DUR=4); I162S2C3J2V4->(IES=IP SAN SEBASTIAN, TP=1, DUR=8).","EVIDENCIA_FUERTE_MANUAL: DESCARTAR este candidato (TP=3, nombre origen sin continuidad). Tras descartar TP=3 quedan: I162S2C3J2V1, I162S2C3J2V4. Residual aún irreducible => requiere criterio externo (VERSION/VIGENCIA)."
20251ICRE045,ICRE,V,2025,INGENIERIA EN CONECTIVIDAD Y REDES,I162S2C3J2V4,IP SAN SEBASTIAN,,INGENIERIA EN CONECTIVIDAD Y REDES,1,8,8,1,2,2,I162S2C3J2V1 | I162S2C3J2V2 | I162S2C3J2V3 | I162S2C3J2V4,AMBIGUO_SIES,MATCH_SIES_AMBIGUO,PENDIENTE_GOBERNANZA,"REDUCIBLE_POR_COMBINACION (PARCIAL): candidato TP=1 (REGULAR) consistente con NOMBRE_CARRERA_FUENTE='INGENIERIA EN CONECTIVIDAD Y REDES' (sin continuidad). Mapa: I162S2C3J2V1->(IES=IP SAN SEBASTIAN, TP=1, DUR=8); I162S2C3J2V2->(IES=IP CIISA, TP=3, DUR=5); I162S2C3J2V3->(IES=IP SAN SEBASTIAN, TP=3, DUR=4); I162S2C3J2V4->(IES=IP SAN SEBASTIAN, TP=1, DUR=8).","Conservar (TP=1 consistente). Tras descartar TP=3, quedan I162S2C3J2V1, I162S2C3J2V4 — IRREDUCIBLE residual entre ellos (difieren solo en VERSION). Si IES de matrícula == 'IP SAN SEBASTIAN' => seleccionar 'I162S2C3J2V4'."
20232IECIREOL004,IECIREOL,O,2023,INGENIERIA EN INFORMATICA,I162S2C1J4V1,IP CIISA,,INGENIERIA EN INFORMATICA,1,8,8,3,4,2,I162S2C1J4V1 | I162S2C1J4V2,AMBIGUO_SIES,MATCH_SIES_AMBIGUO,PENDIENTE_GOBERNANZA,"REDUCIBLE_POR_NOMBRE_IES: candidatos difieren exclusivamente en NOMBRE_IES. Mapa: I162S2C1J4V1->(IES=IP CIISA, TP=1, DUR=8); I162S2C1J4V2->(IES=IP SAN SEBASTIAN, TP=1, DUR=8). Columnas idénticas: NOMBRE_CARRERA=INGENIERIA EN INFORMATICA, TIPO_PLAN_CARRERA=1, DURACION_ESTUDIOS=8, DURACION_TOTAL=8, MODALIDAD=3, JORNADA=4, NIVEL_CARRERA=2.","EVIDENCIA_FUERTE_MANUAL: si IES de matrícula == 'IP CIISA' => seleccionar CODIGO_UNICO='I162S2C1J4V1'. Si IES desconocida, verificar documentalmente."
20232IECIREOL004,IECIREOL,O,2023,INGENIERIA EN INFORMATICA,I162S2C1J4V2,IP SAN SEBASTIAN,,INGENIERIA EN INFORMATICA,1,8,8,3,4,2,I162S2C1J4V1 | I162S2C1J4V2,AMBIGUO_SIES,MATCH_SIES_AMBIGUO,PENDIENTE_GOBERNANZA,"REDUCIBLE_POR_NOMBRE_IES: candidatos difieren exclusivamente en NOMBRE_IES. Mapa: I162S2C1J4V1->(IES=IP CIISA, TP=1, DUR=8); I162S2C1J4V2->(IES=IP SAN SEBASTIAN, TP=1, DUR=8). Columnas idénticas: NOMBRE_CARRERA=INGENIERIA EN INFORMATICA, TIPO_PLAN_CARRERA=1, DURACION_ESTUDIOS=8, DURACION_TOTAL=8, MODALIDAD=3, JORNADA=4, NIVEL_CARRERA=2.","EVIDENCIA_FUERTE_MANUAL: si IES de matrícula == 'IP SAN SEBASTIAN' => seleccionar CODIGO_UNICO='I162S2C1J4V2'. Si IES desconocida, verificar documentalmente."
20251IINF103,IINF,V,2025,INGENIERIA EN INFORMATICA,I162S2C1J2V1,IP SAN SEBASTIAN,,INGENIERIA EN INFORMATICA,1,8,8,1,2,2,I162S2C1J2V1 | I162S2C1J2V4,AMBIGUO_SIES,MATCH_SIES_AMBIGUO,PENDIENTE_GOBERNANZA,"IRREDUCIBLE_CON_EVIDENCIA_ACTUAL: todos los candidatos idénticos en NOMBRE_IES=IP SAN SEBASTIAN, NOMBRE_CARRERA=INGENIERIA EN INFORMATICA, TIPO_PLAN_CARRERA=1, DURACION_ESTUDIOS=8, DURACION_TOTAL=8, MODALIDAD=1, JORNADA=2, NIVEL_CARRERA=2. Solo difieren en VERSION del CODIGO_UNICO.",No asignar automáticamente. Requiere criterio externo (VERSION/VIGENCIA administrativa) o validación documental.
20251IINF103,IINF,V,2025,INGENIERIA EN INFORMATICA,I162S2C1J2V4,IP SAN SEBASTIAN,,INGENIERIA EN INFORMATICA,1,8,8,1,2,2,I162S2C1J2V1 | I162S2C1J2V4,AMBIGUO_SIES,MATCH_SIES_AMBIGUO,PENDIENTE_GOBERNANZA,"IRREDUCIBLE_CON_EVIDENCIA_ACTUAL: todos los candidatos idénticos en NOMBRE_IES=IP SAN SEBASTIAN, NOMBRE_CARRERA=INGENIERIA EN INFORMATICA, TIPO_PLAN_CARRERA=1, DURACION_ESTUDIOS=8, DURACION_TOTAL=8, MODALIDAD=1, JORNADA=2, NIVEL_CARRERA=2. Solo difieren en VERSION del CODIGO_UNICO.",No asignar automáticamente. Requiere criterio externo (VERSION/VIGENCIA administrativa) o validación documental.
20251TCRE041,TCRE,V,2025,TECNICO EN CONECTIVIDAD Y REDES,I162S2C6J2V1,IP SAN SEBASTIAN,,TECNICO EN CONECTIVIDAD Y REDES,1,5,5,1,2,1,I162S2C6J2V1 | I162S2C6J2V2,AMBIGUO_SIES,MATCH_SIES_AMBIGUO,PENDIENTE_GOBERNANZA,"IRREDUCIBLE_CON_EVIDENCIA_ACTUAL: todos los candidatos idénticos en NOMBRE_IES=IP SAN SEBASTIAN, NOMBRE_CARRERA=TECNICO EN CONECTIVIDAD Y REDES, TIPO_PLAN_CARRERA=1, DURACION_ESTUDIOS=5, DURACION_TOTAL=5, MODALIDAD=1, JORNADA=2, NIVEL_CARRERA=1. Solo difieren en VERSION del CODIGO_UNICO.",No asignar automáticamente. Requiere criterio externo (VERSION/VIGENCIA administrativa) o validación documental.
20251TCRE041,TCRE,V,2025,TECNICO EN CONECTIVIDAD Y REDES,I162S2C6J2V2,IP SAN SEBASTIAN,,TECNICO EN CONECTIVIDAD Y REDES,1,5,5,1,2,1,I162S2C6J2V1 | I162S2C6J2V2,AMBIGUO_SIES,MATCH_SIES_AMBIGUO,PENDIENTE_GOBERNANZA,"IRREDUCIBLE_CON_EVIDENCIA_ACTUAL: todos los candidatos idénticos en NOMBRE_IES=IP SAN SEBASTIAN, NOMBRE_CARRERA=TECNICO EN CONECTIVIDAD Y REDES, TIPO_PLAN_CARRERA=1, DURACION_ESTUDIOS=5, DURACION_TOTAL=5, MODALIDAD=1, JORNADA=2, NIVEL_CARRERA=1. Solo difieren en VERSION del CODIGO_UNICO.",No asignar automáticamente. Requiere criterio externo (VERSION/VIGENCIA administrativa) o validación documental.
20211IECIREOL002,IECIREOL,O,2021,INGENIERIA EN INFORMATICA,I162S2C1J4V1,IP CIISA,,INGENIERIA EN INFORMATICA,1,8,8,3,4,2,I162S2C1J4V1 | I162S2C1J4V2,AMBIGUO_SIES,MATCH_SIES_AMBIGUO,PENDIENTE_GOBERNANZA,"REDUCIBLE_POR_NOMBRE_IES: candidatos difieren exclusivamente en NOMBRE_IES. Mapa: I162S2C1J4V1->(IES=IP CIISA, TP=1, DUR=8); I162S2C1J4V2->(IES=IP SAN SEBASTIAN, TP=1, DUR=8). Columnas idénticas: NOMBRE_CARRERA=INGENIERIA EN INFORMATICA, TIPO_PLAN_CARRERA=1, DURACION_ESTUDIOS=8, DURACION_TOTAL=8, MODALIDAD=3, JORNADA=4, NIVEL_CARRERA=2.","EVIDENCIA_FUERTE_MANUAL: si IES de matrícula == 'IP CIISA' => seleccionar CODIGO_UNICO='I162S2C1J4V1'. Si IES desconocida, verificar documentalmente."
20211IECIREOL002,IECIREOL,O,2021,INGENIERIA EN INFORMATICA,I162S2C1J4V2,IP SAN SEBASTIAN,,INGENIERIA EN INFORMATICA,1,8,8,3,4,2,I162S2C1J4V1 | I162S2C1J4V2,AMBIGUO_SIES,MATCH_SIES_AMBIGUO,PENDIENTE_GOBERNANZA,"REDUCIBLE_POR_NOMBRE_IES: candidatos difieren exclusivamente en NOMBRE_IES. Mapa: I162S2C1J4V1->(IES=IP CIISA, TP=1, DUR=8); I162S2C1J4V2->(IES=IP SAN SEBASTIAN, TP=1, DUR=8). Columnas idénticas: NOMBRE_CARRERA=INGENIERIA EN INFORMATICA, TIPO_PLAN_CARRERA=1, DURACION_ESTUDIOS=8, DURACION_TOTAL=8, MODALIDAD=3, JORNADA=4, NIVEL_CARRERA=2.","EVIDENCIA_FUERTE_MANUAL: si IES de matrícula == 'IP SAN SEBASTIAN' => seleccionar CODIGO_UNICO='I162S2C1J4V2'. Si IES desconocida, verificar documentalmente."
20241IINF019,IINF,V,2024,INGENIERIA EN INFORMATICA,I162S2C1J2V1,IP SAN SEBASTIAN,,INGENIERIA EN INFORMATICA,1,8,8,1,2,2,I162S2C1J2V1 | I162S2C1J2V4,AMBIGUO_SIES,MATCH_SIES_AMBIGUO,PENDIENTE_GOBERNANZA,"IRREDUCIBLE_CON_EVIDENCIA_ACTUAL: todos los candidatos idénticos en NOMBRE_IES=IP SAN SEBASTIAN, NOMBRE_CARRERA=INGENIERIA EN INFORMATICA, TIPO_PLAN_CARRERA=1, DURACION_ESTUDIOS=8, DURACION_TOTAL=8, MODALIDAD=1, JORNADA=2, NIVEL_CARRERA=2. Solo difieren en VERSION del CODIGO_UNICO.",No asignar automáticamente. Requiere criterio externo (VERSION/VIGENCIA administrativa) o validación documental.
20241IINF019,IINF,V,2024,INGENIERIA EN INFORMATICA,I162S2C1J2V4,IP SAN SEBASTIAN,,INGENIERIA EN INFORMATICA,1,8,8,1,2,2,I162S2C1J2V1 | I162S2C1J2V4,AMBIGUO_SIES,MATCH_SIES_AMBIGUO,PENDIENTE_GOBERNANZA,"IRREDUCIBLE_CON_EVIDENCIA_ACTUAL: todos los candidatos idénticos en NOMBRE_IES=IP SAN SEBASTIAN, NOMBRE_CARRERA=INGENIERIA EN INFORMATICA, TIPO_PLAN_CARRERA=1, DURACION_ESTUDIOS=8, DURACION_TOTAL=8, MODALIDAD=1, JORNADA=2, NIVEL_CARRERA=2. Solo difieren en VERSION del CODIGO_UNICO.",No asignar automáticamente. Requiere criterio externo (VERSION/VIGENCIA administrativa) o validación documental.
20251ICRE032,ICRE,V,2025,INGENIERIA EN CONECTIVIDAD Y REDES,I162S2C3J2V1,IP SAN SEBASTIAN,,INGENIERIA EN CONECTIVIDAD Y REDES,1,8,8,1,2,2,I162S2C3J2V1 | I162S2C3J2V2 | I162S2C3J2V3 | I162S2C3J2V4,AMBIGUO_SIES,MATCH_SIES_AMBIGUO,PENDIENTE_GOBERNANZA,"REDUCIBLE_POR_COMBINACION (PARCIAL): candidato TP=1 (REGULAR) consistente con NOMBRE_CARRERA_FUENTE='INGENIERIA EN CONECTIVIDAD Y REDES' (sin continuidad). Mapa: I162S2C3J2V1->(IES=IP SAN SEBASTIAN, TP=1, DUR=8); I162S2C3J2V2->(IES=IP CIISA, TP=3, DUR=5); I162S2C3J2V3->(IES=IP SAN SEBASTIAN, TP=3, DUR=4); I162S2C3J2V4->(IES=IP SAN SEBASTIAN, TP=1, DUR=8).","Conservar (TP=1 consistente). Tras descartar TP=3, quedan I162S2C3J2V1, I162S2C3J2V4 — IRREDUCIBLE residual entre ellos (difieren solo en VERSION). Si IES de matrícula == 'IP SAN SEBASTIAN' => seleccionar 'I162S2C3J2V1'."
