CODCLI	CODCARPR_NORM	JORNADA_FUENTE	PLAN_DE_ESTUDIO	ANIO_ING_ACT	N_CODES_SIES	CODIGOS_SIES_POTENCIALES	CODIGO_CARRERA_SIES_FINAL	SIES_MATCH_STATUS	SIES_MATCH_DIAG	SIES_RESOLUCION_HEURISTICA	SIES_CONFIANZA_POST	DURACION_ESTUDIOS_REF	FLAG_GOBERNANZA_V2	AMBIGUEDAD_ESTRUCTURAL	EFECTO_PLAN_ESTUDIOS_ALUMNO	JUSTIFICACION_AUDITORIA
20251TCRE027	TCRE	O	TCRE20241	2025	1	I162S2C6J4V2	I162S2C6J4V2	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TCRE20241. Jornada: O.
20251ICDA016	ICDA	O	ICDA20251	2025	2	I162S2C88J4V1 | I162S2C88J4V2	I162S2C88J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI	CON_AMBIGUEDAD	RESOLVERIA_AMBIGUEDAD	N_CODES_SIES=2 → existían múltiples planes SIES potenciales; el pipeline resolvió por heurística (REGLA_TIPO_PLAN); un dato maestro PLAN_ESTUDIOS_ALUMNO eliminaría esta inferencia; ambigüedad por versión curricular (2 versiones); potenciales: I162S2C88J4V1 | I162S2C88J4V2; carrera: ICDA; jornada: O; plan: ICDA20251.
20241TCRE057	TCRE	O	TCRE20241	2024	1	I162S2C6J4V2	I162S2C6J4V2	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TCRE20241. Jornada: O.
20251TCIB055	TCIB	O	TCIB20241	2025	1	I162S2C47J4V1	I162S2C47J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TCIB20241. Jornada: O.
20251CONG002	CONG	O	CONG20251	2025	1	I162S2C85J4V1	I162S2C85J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: CONG20251. Jornada: O.
20252ICIB031	ICIB	O	ICIB20241	2025	3	I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	I162S2C46J4V3	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI	CON_AMBIGUEDAD	RESOLVERIA_AMBIGUEDAD	N_CODES_SIES=3 → existían múltiples planes SIES potenciales; el pipeline resolvió por heurística (REGLA_TIPO_PLAN); un dato maestro PLAN_ESTUDIOS_ALUMNO eliminaría esta inferencia; ambigüedad por versión curricular (3 versiones); potenciales: I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3; carrera: ICIB; jornada: O; plan: ICIB20241.
20251AUDT036	AUDT	O	AUDT20251	2025	2	I162S2C86J4V1 | I162S2C86J4V2	I162S2C86J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI	CON_AMBIGUEDAD	RESOLVERIA_AMBIGUEDAD	N_CODES_SIES=2 → existían múltiples planes SIES potenciales; el pipeline resolvió por heurística (REGLA_TIPO_PLAN); un dato maestro PLAN_ESTUDIOS_ALUMNO eliminaría esta inferencia; ambigüedad por versión curricular (2 versiones); potenciales: I162S2C86J4V1 | I162S2C86J4V2; carrera: AUDT; jornada: O; plan: AUDT20251.
20251TLOG064	TLOG	O	TLOG20241	2025	1	I162S2C79J4V1	I162S2C79J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TLOG20241. Jornada: O.
20253IIND013	IIND	O	IIND20251	2025	2	I162S2C87J4V1 | I162S2C87J4V2	I162S2C87J4V2	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI	CON_AMBIGUEDAD	RESOLVERIA_AMBIGUEDAD	N_CODES_SIES=2 → existían múltiples planes SIES potenciales; el pipeline resolvió por heurística (REGLA_TIPO_PLAN); un dato maestro PLAN_ESTUDIOS_ALUMNO eliminaría esta inferencia; ambigüedad por versión curricular (2 versiones); potenciales: I162S2C87J4V1 | I162S2C87J4V2; carrera: IIND; jornada: O; plan: IIND20251.
20251TCDA006	TCDA	O	TCDA20251	2025	1	I162S2C89J4V1	I162S2C89J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TCDA20251. Jornada: O.
20251TPAS127	TPAS	O	TPAS20241	2025	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TPAS20241. Jornada: O.
20241ICIB142	ICIB	O	ICIB20241	2023	3	I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	I162S2C46J4V3	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI	CON_AMBIGUEDAD	RESOLVERIA_AMBIGUEDAD	N_CODES_SIES=3 → existían múltiples planes SIES potenciales; el pipeline resolvió por heurística (REGLA_TIPO_PLAN); un dato maestro PLAN_ESTUDIOS_ALUMNO eliminaría esta inferencia; ambigüedad por versión curricular (3 versiones); potenciales: I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3; carrera: ICIB; jornada: O; plan: ICIB20241.
20251ADMP043	ADMP	O	ADMP20251	2025	2	I162S2C83J4V1 | I162S2C83J4V2	I162S2C83J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI	CON_AMBIGUEDAD	RESOLVERIA_AMBIGUEDAD	N_CODES_SIES=2 → existían múltiples planes SIES potenciales; el pipeline resolvió por heurística (REGLA_TIPO_PLAN); un dato maestro PLAN_ESTUDIOS_ALUMNO eliminaría esta inferencia; ambigüedad por versión curricular (2 versiones); potenciales: I162S2C83J4V1 | I162S2C83J4V2; carrera: ADMP; jornada: O; plan: ADMP20251.
20241CICRE021	CICRE	O	CICRE20241	2024	1	I162S2C3J4V3	I162S2C3J4V3	MATCH_SIES	MATCH_SIES_UNICO			4	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: CICRE20241. Jornada: O.
20241TCIB082	TCIB	O	TCIB20241	2024	1	I162S2C47J4V1	I162S2C47J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TCIB20241. Jornada: O.
20251TLOG044	TLOG	V	TLOG20241	2025	1	I162S2C79J2V1	I162S2C79J2V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TLOG20241. Jornada: V.
20251TENS088	TENS	D	TENS20251	2025	2	I162S2C91J1V1 | I162S2C91J2V1	I162S2C91J1V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN_JORNADA	95%	5	SI	CON_AMBIGUEDAD	RESOLVERIA_AMBIGUEDAD	N_CODES_SIES=2 → existían múltiples planes SIES potenciales; el pipeline resolvió por heurística (REGLA_TIPO_PLAN_JORNADA); un dato maestro PLAN_ESTUDIOS_ALUMNO eliminaría esta inferencia; ambigüedad por jornada (2 jornadas); potenciales: I162S2C91J1V1 | I162S2C91J2V1; carrera: TENS; jornada: D; plan: TENS20251.
20251IINF005	IINF	O	IINF20241	2025	1	I162S2C1J4V2	I162S2C1J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: IINF20241. Jornada: O.
20251CIINF053	CIINF	O	CIINF20241	2025	1	I162S2C1J4V3	I162S2C1J4V3	MATCH_SIES	MATCH_SIES_UNICO			4	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: CIINF20241. Jornada: O.
20251TPAS035	TPAS	O	TPAS20241	2025	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TPAS20241. Jornada: O.
20251TLOG097	TLOG	O	TLOG20241	2025	1	I162S2C79J4V1	I162S2C79J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TLOG20241. Jornada: O.
20251IINF045	IINF	O	IINF20241	2025	1	I162S2C1J4V2	I162S2C1J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: IINF20241. Jornada: O.
20251AUDT044	AUDT	O	AUDT20251	2025	2	I162S2C86J4V1 | I162S2C86J4V2	I162S2C86J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI	CON_AMBIGUEDAD	RESOLVERIA_AMBIGUEDAD	N_CODES_SIES=2 → existían múltiples planes SIES potenciales; el pipeline resolvió por heurística (REGLA_TIPO_PLAN); un dato maestro PLAN_ESTUDIOS_ALUMNO eliminaría esta inferencia; ambigüedad por versión curricular (2 versiones); potenciales: I162S2C86J4V1 | I162S2C86J4V2; carrera: AUDT; jornada: O; plan: AUDT20251.
20251IINF007	IINF	O	IINF20241	2025	1	I162S2C1J4V2	I162S2C1J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: IINF20241. Jornada: O.
20251CILOG001	CILOG	O	CILOG20241	2025	1	I162S2C77J4V2	I162S2C77J4V2	MATCH_SIES	MATCH_SIES_UNICO			4	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: CILOG20241. Jornada: O.
20242TPAS024	TPAS	O	TPAS20241	2024	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TPAS20241. Jornada: O.
20251TPAS081	TPAS	D	TPAS20241	2025	2	I162S2C57J1V1 | I162S2C57J2V1	I162S2C57J1V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN_JORNADA	95%	5	SI	CON_AMBIGUEDAD	RESOLVERIA_AMBIGUEDAD	N_CODES_SIES=2 → existían múltiples planes SIES potenciales; el pipeline resolvió por heurística (REGLA_TIPO_PLAN_JORNADA); un dato maestro PLAN_ESTUDIOS_ALUMNO eliminaría esta inferencia; ambigüedad por jornada (2 jornadas); potenciales: I162S2C57J1V1 | I162S2C57J2V1; carrera: TPAS; jornada: D; plan: TPAS20241.
20251TPAS164	TPAS	O	TPAS20241	2025	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TPAS20241. Jornada: O.
20251TPAS153	TPAS	O	TPAS20241	2025	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TPAS20241. Jornada: O.
20251IADM050	IADM	O	IADM20241	2025	2	I162S2C76J4V1 | I162S2C76J4V2	I162S2C76J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI	CON_AMBIGUEDAD	RESOLVERIA_AMBIGUEDAD	N_CODES_SIES=2 → existían múltiples planes SIES potenciales; el pipeline resolvió por heurística (REGLA_TIPO_PLAN); un dato maestro PLAN_ESTUDIOS_ALUMNO eliminaría esta inferencia; ambigüedad por versión curricular (2 versiones); potenciales: I162S2C76J4V1 | I162S2C76J4V2; carrera: IADM; jornada: O; plan: IADM20241.
20251TCDA023	TCDA	O	TCDA20251	2025	1	I162S2C89J4V1	I162S2C89J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TCDA20251. Jornada: O.
20241CICRE030	CICRE	O	CICRE20241	2024	1	I162S2C3J4V3	I162S2C3J4V3	MATCH_SIES	MATCH_SIES_UNICO			4	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: CICRE20241. Jornada: O.
20251TLOG091	TLOG	O	TLOG20241	2025	1	I162S2C79J4V1	I162S2C79J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TLOG20241. Jornada: O.
20251CONG038	CONG	O	CONG20251	2025	1	I162S2C85J4V1	I162S2C85J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: CONG20251. Jornada: O.
20241TLOG026	TLOG	V	TLOG20241	2024	1	I162S2C79J2V1	I162S2C79J2V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TLOG20241. Jornada: V.
20241TCRE020	TCRE	O	TCRE20241	2024	1	I162S2C6J4V2	I162S2C6J4V2	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TCRE20241. Jornada: O.
20241ICIB197	ICIB	D	ICIB20241	2024	3	I162S2C46J1V1 | I162S2C46J2V1 | I162S2C46J2V3	I162S2C46J1V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN_JORNADA	95%	8	SI	CON_AMBIGUEDAD	RESOLVERIA_AMBIGUEDAD	N_CODES_SIES=3 → existían múltiples planes SIES potenciales; el pipeline resolvió por heurística (REGLA_TIPO_PLAN_JORNADA); un dato maestro PLAN_ESTUDIOS_ALUMNO eliminaría esta inferencia; ambigüedad por jornada (2 jornadas) y versión (2 versiones); potenciales: I162S2C46J1V1 | I162S2C46J2V1 | I162S2C46J2V3; carrera: ICIB; jornada: D; plan: ICIB20241.
20241ICIB129	ICIB	O	ICIB20241	2023	3	I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	I162S2C46J4V3	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI	CON_AMBIGUEDAD	RESOLVERIA_AMBIGUEDAD	N_CODES_SIES=3 → existían múltiples planes SIES potenciales; el pipeline resolvió por heurística (REGLA_TIPO_PLAN); un dato maestro PLAN_ESTUDIOS_ALUMNO eliminaría esta inferencia; ambigüedad por versión curricular (3 versiones); potenciales: I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3; carrera: ICIB; jornada: O; plan: ICIB20241.
20252IADM038	IADM	O	IADM20241	2025	2	I162S2C76J4V1 | I162S2C76J4V2	I162S2C76J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI	CON_AMBIGUEDAD	RESOLVERIA_AMBIGUEDAD	N_CODES_SIES=2 → existían múltiples planes SIES potenciales; el pipeline resolvió por heurística (REGLA_TIPO_PLAN); un dato maestro PLAN_ESTUDIOS_ALUMNO eliminaría esta inferencia; ambigüedad por versión curricular (2 versiones); potenciales: I162S2C76J4V1 | I162S2C76J4V2; carrera: IADM; jornada: O; plan: IADM20241.
20251IINF009	IINF	O	IINF20241	2025	1	I162S2C1J4V2	I162S2C1J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: IINF20241. Jornada: O.
20251CIIND028	CIIND	O	CIIND20251	2025	2	I162S2C22J2V2 | I162S2C22J4V2	I162S2C22J4V2	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN_JORNADA	95%	4	SI	CON_AMBIGUEDAD	RESOLVERIA_AMBIGUEDAD	N_CODES_SIES=2 → existían múltiples planes SIES potenciales; el pipeline resolvió por heurística (REGLA_TIPO_PLAN_JORNADA); un dato maestro PLAN_ESTUDIOS_ALUMNO eliminaría esta inferencia; ambigüedad por jornada (2 jornadas); potenciales: I162S2C22J2V2 | I162S2C22J4V2; carrera: CIIND; jornada: O; plan: CIIND20251.
20251TPAS170	TPAS	O	TPAS20241	2023	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TPAS20241. Jornada: O.
20251CICRE045	CICRE	O	CICRE20241	2025	1	I162S2C3J4V3	I162S2C3J4V3	MATCH_SIES	MATCH_SIES_UNICO			4	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: CICRE20241. Jornada: O.
20251CICRE037	CICRE	O	CICRE20241	2025	1	I162S2C3J4V3	I162S2C3J4V3	MATCH_SIES	MATCH_SIES_UNICO			4	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: CICRE20241. Jornada: O.
20251IINF022	IINF	O	IINF20241	2025	1	I162S2C1J4V2	I162S2C1J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: IINF20241. Jornada: O.
20253IIND006	IIND	O	IIND20251	2025	2	I162S2C87J4V1 | I162S2C87J4V2	I162S2C87J4V2	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI	CON_AMBIGUEDAD	RESOLVERIA_AMBIGUEDAD	N_CODES_SIES=2 → existían múltiples planes SIES potenciales; el pipeline resolvió por heurística (REGLA_TIPO_PLAN); un dato maestro PLAN_ESTUDIOS_ALUMNO eliminaría esta inferencia; ambigüedad por versión curricular (2 versiones); potenciales: I162S2C87J4V1 | I162S2C87J4V2; carrera: IIND; jornada: O; plan: IIND20251.
20241IINF064	IINF	O	IINF20241	2024	1	I162S2C1J4V2	I162S2C1J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: IINF20241. Jornada: O.
20243IADM003	IADM	O	IADM20241	2024	2	I162S2C76J4V1 | I162S2C76J4V2	I162S2C76J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI	CON_AMBIGUEDAD	RESOLVERIA_AMBIGUEDAD	N_CODES_SIES=2 → existían múltiples planes SIES potenciales; el pipeline resolvió por heurística (REGLA_TIPO_PLAN); un dato maestro PLAN_ESTUDIOS_ALUMNO eliminaría esta inferencia; ambigüedad por versión curricular (2 versiones); potenciales: I162S2C76J4V1 | I162S2C76J4V2; carrera: IADM; jornada: O; plan: IADM20241.
20252TENS025	TENS	V	TENS20251	2025	1	I162S2C91J2V1	I162S2C91J2V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TENS20251. Jornada: V.
20242TCIB007	TCIB	O	TCIB20241	2020	1	I162S2C47J4V1	I162S2C47J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TCIB20241. Jornada: O.
20241IINF095	IINF	O	IINF20241	2023	1	I162S2C1J4V2	I162S2C1J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: IINF20241. Jornada: O.
20243IADM012	IADM	O	IADM20241	2024	2	I162S2C76J4V1 | I162S2C76J4V2	I162S2C76J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI	CON_AMBIGUEDAD	RESOLVERIA_AMBIGUEDAD	N_CODES_SIES=2 → existían múltiples planes SIES potenciales; el pipeline resolvió por heurística (REGLA_TIPO_PLAN); un dato maestro PLAN_ESTUDIOS_ALUMNO eliminaría esta inferencia; ambigüedad por versión curricular (2 versiones); potenciales: I162S2C76J4V1 | I162S2C76J4V2; carrera: IADM; jornada: O; plan: IADM20241.
20241ICRE080	ICRE	O	ICRE20241	2022	1	I162S2C3J4V2	I162S2C3J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: ICRE20241. Jornada: O.
20252ADMP020	ADMP	O	ADMP20251	2025	2	I162S2C83J4V1 | I162S2C83J4V2	I162S2C83J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI	CON_AMBIGUEDAD	RESOLVERIA_AMBIGUEDAD	N_CODES_SIES=2 → existían múltiples planes SIES potenciales; el pipeline resolvió por heurística (REGLA_TIPO_PLAN); un dato maestro PLAN_ESTUDIOS_ALUMNO eliminaría esta inferencia; ambigüedad por versión curricular (2 versiones); potenciales: I162S2C83J4V1 | I162S2C83J4V2; carrera: ADMP; jornada: O; plan: ADMP20251.
20253ICIB005	ICIB	O	ICIB20241	2025	3	I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	I162S2C46J4V3	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI	CON_AMBIGUEDAD	RESOLVERIA_AMBIGUEDAD	N_CODES_SIES=3 → existían múltiples planes SIES potenciales; el pipeline resolvió por heurística (REGLA_TIPO_PLAN); un dato maestro PLAN_ESTUDIOS_ALUMNO eliminaría esta inferencia; ambigüedad por versión curricular (3 versiones); potenciales: I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3; carrera: ICIB; jornada: O; plan: ICIB20241.
20252AUDT020	AUDT	O	AUDT20251	2025	2	I162S2C86J4V1 | I162S2C86J4V2	I162S2C86J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI	CON_AMBIGUEDAD	RESOLVERIA_AMBIGUEDAD	N_CODES_SIES=2 → existían múltiples planes SIES potenciales; el pipeline resolvió por heurística (REGLA_TIPO_PLAN); un dato maestro PLAN_ESTUDIOS_ALUMNO eliminaría esta inferencia; ambigüedad por versión curricular (2 versiones); potenciales: I162S2C86J4V1 | I162S2C86J4V2; carrera: AUDT; jornada: O; plan: AUDT20251.
20241TPAS153	TPAS	O	TPAS20241	2023	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TPAS20241. Jornada: O.
20251TCIB017	TCIB	O	TCIB20241	2025	1	I162S2C47J4V1	I162S2C47J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TCIB20241. Jornada: O.
20251ILOG067	ILOG	O	ILOG20241	2025	1	I162S2C77J4V1	I162S2C77J4V1	MATCH_SIES	MATCH_SIES_UNICO			8	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: ILOG20241. Jornada: O.
20252ILOG017	ILOG	O	ILOG20241	2025	1	I162S2C77J4V1	I162S2C77J4V1	MATCH_SIES	MATCH_SIES_UNICO			8	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: ILOG20241. Jornada: O.
20251IINF073	IINF	O	IINF20241	2025	1	I162S2C1J4V2	I162S2C1J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: IINF20241. Jornada: O.
20252TENS005	TENS	V	TENS20251	2025	1	I162S2C91J2V1	I162S2C91J2V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TENS20251. Jornada: V.
