CODCLI	PLAN_ESTUDIOS_ALUMNO	CODIGO_CARRERA_SIES_ESPERADO	ORIGEN_MOCK
20253IADM016	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20252ADMP011	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20251ICIB008	SIM_ICIB_V_ICIB20241	I162S2C46J2V1	SIMULACION
20251ICIB083	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251TCIB006	SIM_TCIB_D_TCIB20241	I162S2C47J1V1	SIMULACION
20252ICIB001	SIM_ICIB_O_ICIB20241	I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	SIMULACION
20253ADMP003	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20252ICIB014	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251IADM063	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20231IECSREOL074	SIM_IECSREOL_O_IECSREOL20211	I162S2C46J4V3	SIMULACION
20251ICIB057	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251IINF138	SIM_IINF_D_IINF20241	I162S2C1J1V2	SIMULACION
20241ICIB166	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20252IADM022	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251TENS077	SIM_TENS_D_TENS20251	I162S2C91J1V1	SIMULACION
20251ICDA035	SIM_ICDA_O_ICDA20251	I162S2C88J4V1	SIMULACION
20252ADMP004	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20251AUDT038	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20251ICIB053	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20252IIND016	SIM_IIND_O_IIND20251	I162S2C87J4V2	SIMULACION
20253IIND014	SIM_IIND_O_IIND20251	I162S2C87J4V2	SIMULACION
20252IIND019	SIM_IIND_O_IIND20251	I162S2C87J4V2	SIMULACION
20251ICIB049	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20253IIND007	SIM_IIND_O_IIND20251	I162S2C87J4V2	SIMULACION
20252ADMP015	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20251TCIB094	SIM_TCIB_D_TCIB20241	I162S2C47J1V1 | I162S2C47J2V1	SIMULACION
20251TENS033	SIM_TENS_D_TENS20251	I162S2C91J1V1	SIMULACION
20252IIND028	SIM_IIND_O_IIND20251	I162S2C87J4V2	SIMULACION
20253ICIB020	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20253ADMP011	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20251IADM121	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20252IADM036	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251IADM092	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251TENS029	SIM_TENS_D_TENS20251	I162S2C91J1V1	SIMULACION
20252IIND010	SIM_IIND_O_IIND20251	I162S2C87J4V2	SIMULACION
20242IADM009	SIM_IADM_O_IADM20241	I162S2C76J4V1 | I162S2C76J4V2	SIMULACION
20251IADM016	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251AUDT027	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20251IINF077	SIM_IINF_D_IINF20241	I162S2C1J1V2	SIMULACION
20253ICIB014	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20241IINF178	SIM_IINF_D_IINF20241	I162S2C1J1V2	SIMULACION
20252ICIB005	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20261TENS014	SIM_TENS_D_TENS20251	I162S2C91J1V1	SIMULACION
20251ADMP046	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20231IECSREOL068	SIM_IECSREOL_O_IECSREOL20211	I162S2C46J1V1 | I162S2C46J2V1 | I162S2C46J2V2 | I162S2C46J2V3 | I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	SIMULACION
20251ADMP049	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20252ADMP018	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20251ICIB044	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251AUDT042	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20243IADM015	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251ICDA001	SIM_ICDA_O_ICDA20251	I162S2C88J4V1	SIMULACION
20251TENS009	SIM_TENS_D_TENS20251	I162S2C91J1V1	SIMULACION
20252ADMP009	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20251AUDT040	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20251ICIB106	SIM_ICIB_V_ICIB20241	I162S2C46J2V1	SIMULACION
20252AUDT009	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20251ADMP014	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20231IECSREOL053	SIM_IECSREOL_O_IECSREOL20211	I162S2C46J4V3	SIMULACION
20253ADMP014	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20241ICIB058	SIM_ICIB_D_ICIB20241	I162S2C46J1V1	SIMULACION
20251ICIB097	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251CIIND023	SIM_CIIND_O_CIIND20251	I162S2C22J4V2	SIMULACION
20252IIND005	SIM_IIND_O_IIND20251	I162S2C87J4V2	SIMULACION
20251IADM116	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20252IADM028	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251IADM038	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20252AUDT013	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20251IADM065	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251IADM104	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251ICIB104	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20232IECSREOL008	SIM_IECSREOL_O_IECSREOL20211	I162S2C46J4V3	SIMULACION
20251IADM051	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20253IADM015	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251ADMP059	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20253ICIB002	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20252IIND017	SIM_IIND_O_IIND20251	I162S2C87J4V2	SIMULACION
20251ICIB060	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251IADM052	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251ICIB065	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20231IECSREOL014	SIM_IECSREOL_O_IECSREOL20211	I162S2C46J4V3	SIMULACION
20251ICIB002	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251ICIB079	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251AUDT046	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20252ADMP022	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20251TENS061	SIM_TENS_D_TENS20251	I162S2C91J1V1	SIMULACION
20251ICIB014	SIM_ICIB_V_ICIB20241	I162S2C46J2V1	SIMULACION
20231IECSREOL047	SIM_IECSREOL_O_IECSREOL20211	I162S2C46J4V3	SIMULACION
20251ICIB113	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251ADMP052	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20241ICIB099	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20231IECSREOL096	SIM_IECSREOL_O_IECSREOL20211	I162S2C46J4V3	SIMULACION
20251ADMP060	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20251TPAS133	SIM_TPAS_D_TPAS20241	I162S2C57J1V1	SIMULACION
20241ICIB191	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251IADM086	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251IADM107	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251IADM017	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251TPAS042	SIM_TPAS_D_TPAS20241	I162S2C57J1V1	SIMULACION
20251ICDA037	SIM_ICDA_O_ICDA20251	I162S2C88J4V1	SIMULACION
20252ICIB015	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251AUDT043	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20251ICIB013	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251IADM106	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20253ICIB011	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251ICIB115	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251AUDT021	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20251TENS100	SIM_TENS_D_TENS20251	I162S2C91J1V1	SIMULACION
20251IADM087	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251ICDA026	SIM_ICDA_O_ICDA20251	I162S2C88J4V1	SIMULACION
20251ICIB110	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20253ADMP007	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20253ICIB004	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251IINF006	SIM_IINF_D_IINF20241	I162S2C1J1V2	SIMULACION
20253IIND019	SIM_IIND_O_IIND20251	I162S2C87J4V2	SIMULACION
20253ICIB012	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20241ICIB180	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20252IIND021	SIM_IIND_O_IIND20251	I162S2C87J4V2	SIMULACION
20241IINF071	SIM_IINF_D_IINF20241	I162S2C1J1V2	SIMULACION
20252IIND020	SIM_IIND_O_IIND20251	I162S2C87J4V2	SIMULACION
20251ICIB120	SIM_ICIB_V_ICIB20241	I162S2C46J2V1	SIMULACION
20253IIND020	SIM_IIND_O_IIND20251	I162S2C87J4V2	SIMULACION
20252IIND009	SIM_IIND_O_IIND20251	I162S2C87J4V2	SIMULACION
20253IIND005	SIM_IIND_O_IIND20251	I162S2C87J4V2	SIMULACION
20253IIND015	SIM_IIND_O_IIND20251	I162S2C87J4V2	SIMULACION
20251ICIB093	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20252IADM012	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20252ICIB009	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20242ICIB006	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251IINF044	SIM_IINF_D_IINF20241	I162S2C1J1V2 | I162S2C1J2V1 | I162S2C1J2V2 | I162S2C1J2V3 | I162S2C1J2V4	SIMULACION
20252AUDT007	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20252IADM032	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20241ICIB120	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251ICDA010	SIM_ICDA_O_ICDA20251	I162S2C88J4V1	SIMULACION
20251CIIND016	SIM_CIIND_O_CIIND20251	I162S2C22J4V2	SIMULACION
20251IADM034	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20252IADM024	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251ICDA047	SIM_ICDA_O_ICDA20251	I162S2C88J4V1	SIMULACION
20253ADMP013	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20251ICDA045	SIM_ICDA_O_ICDA20251	I162S2C88J4V1	SIMULACION
20251IADM082	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20253IADM005	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251AUDT017	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20251ICDA018	SIM_ICDA_O_ICDA20251	I162S2C88J4V1	SIMULACION
20241ICIB069	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251IADM061	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20252IADM023	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251IADM032	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251TENS062	SIM_TENS_D_TENS20251	I162S2C91J1V1	SIMULACION
20251TENS093	SIM_TENS_D_TENS20251	I162S2C91J1V1	SIMULACION
20251IADM026	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251IADM014	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251IADM118	SIM_IADM_O_IADM20241	I162S2C76J4V1 | I162S2C76J4V2	SIMULACION
20243ICIB011	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251ICIB009	SIM_ICIB_V_ICIB20241	I162S2C46J2V1	SIMULACION
20252AUDT002	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20252AUDT003	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20252AUDT006	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20253ADMP015	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20253ICIB009	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251IADM109	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20253IIND004	SIM_IIND_O_IIND20251	I162S2C87J4V2	SIMULACION
20251ADMP007	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20253ADMP010	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20251ADMP003	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20253IIND002	SIM_IIND_O_IIND20251	I162S2C87J4V2	SIMULACION
20252IADM010	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251AUDT050	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20252AUDT012	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20251AUDT003	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20251IADM039	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251ICIB076	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251CIIND013	SIM_CIIND_O_CIIND20251	I162S2C22J4V2	SIMULACION
20253IIND018	SIM_IIND_O_IIND20251	I162S2C87J4V2	SIMULACION
20251ADMP067	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20251IADM041	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251ICDA003	SIM_ICDA_O_ICDA20251	I162S2C88J4V1	SIMULACION
20251ICDA031	SIM_ICDA_O_ICDA20251	I162S2C88J4V1	SIMULACION
20251CIIND011	SIM_CIIND_O_CIIND20251	I162S2C22J4V2	SIMULACION
20252IADM007	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20252ICIB004	SIM_ICIB_O_ICIB20241	I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	SIMULACION
20252AUDT004	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20261IMDI003	SIM_IMDI_O_IMDI20261	I162S2C112J4V1	SIMULACION
20261IINF078	SIM_IINF_D_IINF20241	I162S2C1J1V2	SIMULACION
20253IADM020	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251ICIB023	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251ADMP063	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20251IADM031	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20253IIND009	SIM_IIND_O_IIND20251	I162S2C87J4V2	SIMULACION
20251ICIB021	SIM_ICIB_D_ICIB20241	I162S2C46J1V1 | I162S2C46J2V1 | I162S2C46J2V3	SIMULACION
20261ICIB002	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251ICIB050	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251IADM030	SIM_IADM_O_IADM20241	I162S2C76J4V1 | I162S2C76J4V2	SIMULACION
20252ICIB030	SIM_ICIB_O_ICIB20241	I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	SIMULACION
20261IINF086	SIM_IINF_D_IINF20241	I162S2C1J1V2 | I162S2C1J2V1 | I162S2C1J2V2 | I162S2C1J2V3 | I162S2C1J2V4	SIMULACION
20251TENS064	SIM_TENS_D_TENS20251	I162S2C91J1V1	SIMULACION
20221IECSRE010	SIM_IECSRE_V_IECSRE20211	I162S2C46J2V1	SIMULACION
20252ICIB010	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251AUDT032	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20251ICIB018	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251ADMP076	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20253IIND011	SIM_IIND_O_IIND20251	I162S2C87J4V2	SIMULACION
20251ICIB098	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20252ADMP006	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20252ICIB012	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251AUDT039	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20253IIND016	SIM_IIND_O_IIND20251	I162S2C87J4V2	SIMULACION
20252IADM030	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20243ICIB016	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251ICIB054	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251ICIB036	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20253IADM013	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251ICIB045	SIM_ICIB_V_ICIB20241	I162S2C46J2V1	SIMULACION
20251ICIB119	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251ICIB089	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251AUDT016	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20231IECSREOL063	SIM_IECSREOL_O_IECSREOL20211	I162S2C46J1V1 | I162S2C46J2V1 | I162S2C46J2V2 | I162S2C46J2V3 | I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	SIMULACION
20252IADM034	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251ICIB094	SIM_ICIB_V_ICIB20241	I162S2C46J2V1	SIMULACION
20251AUDT024	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20253ICIB006	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20253ICIB007	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251ICDA032	SIM_ICDA_O_ICDA20251	I162S2C88J4V1	SIMULACION
20251ADMP029	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20253IADM007	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20252IIND004	SIM_IIND_O_IIND20251	I162S2C87J4V1 | I162S2C87J4V2	SIMULACION
20252IIND014	SIM_IIND_O_IIND20251	I162S2C87J4V2	SIMULACION
20241IINF143	SIM_IINF_D_IINF20241	I162S2C1J1V2	SIMULACION
20251AUDT026	SIM_AUDT_O_AUDT20251	I162S2C86J4V1	SIMULACION
20251IADM096	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20252ICIB018	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20251ADMP015	SIM_ADMP_O_ADMP20251	I162S2C83J4V1	SIMULACION
20251ICIB041	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20261ICIB032	SIM_ICIB_O_ICIB20241	I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	SIMULACION
20251ICDA020	SIM_ICDA_O_ICDA20251	I162S2C88J4V1 | I162S2C88J4V2	SIMULACION
20251ICIB082	SIM_ICIB_O_ICIB20241	I162S2C46J4V3	SIMULACION
20253IADM001	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251IADM068	SIM_IADM_O_IADM20241	I162S2C76J4V1	SIMULACION
20251IADM056	SIM_IADM_D_IADM20241	I162S2C76J1V1 | I162S2C76J2V1	SIMULACION
