CODCLI	CODCARPR_NORM	JORNADA_FUENTE	ANIO_ING_ACT	PLAN_DE_ESTUDIO	N_CODES_SIES	CODIGOS_SIES_POTENCIALES	CODIGO_CARRERA_SIES_FINAL	SIES_MATCH_STATUS	SIES_MATCH_DIAG	SIES_RESOLUCION_HEURISTICA	SIES_CONFIANZA_POST	DURACION_ESTUDIOS_REF	FLAG_GOBERNANZA_V2	CODIGO_UNICO_ACADEMICO	ESTADO_RESOLUCION_ACADEMICA	JUSTIFICACION_ACADEMICA
20251TCRE014	TCRE	O	2025	TCRE20241	1	I162S2C6J4V2	I162S2C6J4V2	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C6J4V2	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TCRE20241. DurRef=5.
20251CICRE062	CICRE	O	2025	CICRE20241	1	I162S2C3J4V3	I162S2C3J4V3	MATCH_SIES	MATCH_SIES_UNICO			4	SI	I162S2C3J4V3	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=CICRE20241. DurRef=4.
20251AUDT019	AUDT	O	2025	AUDT20251	2	I162S2C86J4V1 | I162S2C86J4V2	I162S2C86J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C86J4V1 | I162S2C86J4V2. Jornada=O. Plan=AUDT20251.
20251CIINF001	CIINF	O	2025	CIINF20241	1	I162S2C1J4V3	I162S2C1J4V3	MATCH_SIES	MATCH_SIES_UNICO			4	SI	I162S2C1J4V3	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=CIINF20241. DurRef=4.
20241IINF136	IINF	D	2024	IINF20241	5	I162S2C1J1V2 | I162S2C1J2V1 | I162S2C1J2V2 | I162S2C1J2V3 | I162S2C1J2V4	I162S2C1J1V2	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN_JORNADA	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=5 ambiguo. Heurística [REGLA_TIPO_PLAN_JORNADA] IGNORADA. Potenciales: I162S2C1J1V2 | I162S2C1J2V1 | I162S2C1J2V2 | I162S2C1J2V3 | I162S2C1J2V4. Jornada=D. Plan=IINF20241.
20251TCDA008	TCDA	O	2025	TCDA20251	1	I162S2C89J4V1	I162S2C89J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C89J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TCDA20251. DurRef=5.
20251CIIND042	CIIND	O	2025	CIIND20251	2	I162S2C22J2V2 | I162S2C22J4V2	I162S2C22J4V2	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN_JORNADA	95%	4	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN_JORNADA] IGNORADA. Potenciales: I162S2C22J2V2 | I162S2C22J4V2. Jornada=O. Plan=CIIND20251.
20251AUDT009	AUDT	O	2025	AUDT20251	2	I162S2C86J4V1 | I162S2C86J4V2	I162S2C86J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C86J4V1 | I162S2C86J4V2. Jornada=O. Plan=AUDT20251.
20251ICIB011	ICIB	O	2025	ICIB20241	3	I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	I162S2C46J4V3	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=3 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3. Jornada=O. Plan=ICIB20241.
20251TCRE042	TCRE	O	2025	TCRE20241	1	I162S2C6J4V2	I162S2C6J4V2	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C6J4V2	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TCRE20241. DurRef=5.
20241TPAS019	TPAS	O	2024	TPAS20241	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C57J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TPAS20241. DurRef=5.
20251IINF037	IINF	O	2025	IINF20241	1	I162S2C1J4V2	I162S2C1J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	I162S2C1J4V2	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=IINF20241. DurRef=8.
20251CIIND015	CIIND	O	2025	CIIND20251	2	I162S2C22J2V2 | I162S2C22J4V2	I162S2C22J4V2	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN_JORNADA	95%	4	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN_JORNADA] IGNORADA. Potenciales: I162S2C22J2V2 | I162S2C22J4V2. Jornada=O. Plan=CIIND20251.
20252ADMP002	ADMP	O	2025	ADMP20251	2	I162S2C83J4V1 | I162S2C83J4V2	I162S2C83J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C83J4V1 | I162S2C83J4V2. Jornada=O. Plan=ADMP20251.
20251IINF015	IINF	O	2025	IINF20241	1	I162S2C1J4V2	I162S2C1J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	I162S2C1J4V2	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=IINF20241. DurRef=8.
20252ADMP010	ADMP	O	2025	ADMP20251	2	I162S2C83J4V1 | I162S2C83J4V2	I162S2C83J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C83J4V1 | I162S2C83J4V2. Jornada=O. Plan=ADMP20251.
20241TPAS023	TPAS	O	2024	TPAS20241	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C57J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TPAS20241. DurRef=5.
20251IADM108	IADM	O	2025	IADM20241	2	I162S2C76J4V1 | I162S2C76J4V2	I162S2C76J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C76J4V1 | I162S2C76J4V2. Jornada=O. Plan=IADM20241.
20241TPAS130	TPAS	O	2023	TPAS20241	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C57J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TPAS20241. DurRef=5.
20252ADMP016	ADMP	O	2025	ADMP20251	2	I162S2C83J4V1 | I162S2C83J4V2	I162S2C83J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C83J4V1 | I162S2C83J4V2. Jornada=O. Plan=ADMP20251.
20251ADMP036	ADMP	O	2025	ADMP20251	2	I162S2C83J4V1 | I162S2C83J4V2	I162S2C83J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C83J4V1 | I162S2C83J4V2. Jornada=O. Plan=ADMP20251.
20241ICRE108	ICRE	O	2024	ICRE20241	1	I162S2C3J4V2	I162S2C3J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	I162S2C3J4V2	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=ICRE20241. DurRef=8.
20241ICIB183	ICIB	O	2023	ICIB20241	3	I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	I162S2C46J4V3	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=3 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3. Jornada=O. Plan=ICIB20241.
20251IINF065	IINF	O	2025	IINF20241	1	I162S2C1J4V2	I162S2C1J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	I162S2C1J4V2	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=IINF20241. DurRef=8.
20251ADMP042	ADMP	O	2025	ADMP20251	2	I162S2C83J4V1 | I162S2C83J4V2	I162S2C83J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C83J4V1 | I162S2C83J4V2. Jornada=O. Plan=ADMP20251.
20251CICIB030	CICIB	O	2025	CICIB20241	1	I162S2C46J4V1	I162S2C46J4V1	MATCH_SIES	MATCH_SIES_UNICO			4	SI	I162S2C46J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=CICIB20241. DurRef=4.
20251TPAS097	TPAS	O	2025	TPAS20241	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C57J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TPAS20241. DurRef=5.
20241ICIB013	ICIB	O	2024	ICIB20241	3	I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	I162S2C46J4V3	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=3 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3. Jornada=O. Plan=ICIB20241.
20251IINF066	IINF	O	2025	IINF20241	1	I162S2C1J4V2	I162S2C1J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	I162S2C1J4V2	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=IINF20241. DurRef=8.
20241TLOG027	TLOG	V	2024	TLOG20241	1	I162S2C79J2V1	I162S2C79J2V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C79J2V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=V. Plan=TLOG20241. DurRef=5.
20251TPAS017	TPAS	O	2025	TPAS20241	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C57J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TPAS20241. DurRef=5.
20251ILOG040	ILOG	V	2025	ILOG20241	1	I162S2C77J2V1	I162S2C77J2V1	MATCH_SIES	MATCH_SIES_UNICO			8	SI	I162S2C77J2V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=V. Plan=ILOG20241. DurRef=8.
20241ICIB149	ICIB	O	2024	ICIB20241	3	I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	I162S2C46J4V3	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=3 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3. Jornada=O. Plan=ICIB20241.
20251TAMD026	TAMD	O	2025	TAMD20241	1	I162S2C78J4V1	I162S2C78J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C78J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TAMD20241. DurRef=5.
20241TAMD004	TAMD	O	2024	TAMD20241	1	I162S2C78J4V1	I162S2C78J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C78J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TAMD20241. DurRef=5.
20251CONG035	CONG	O	2025	CONG20251	1	I162S2C85J4V1	I162S2C85J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C85J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=CONG20251. DurRef=5.
20251ILOG062	ILOG	O	2025	ILOG20241	1	I162S2C77J4V1	I162S2C77J4V1	MATCH_SIES	MATCH_SIES_UNICO			8	SI	I162S2C77J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=ILOG20241. DurRef=8.
20251TLOG042	TLOG	O	2025	TLOG20241	1	I162S2C79J4V1	I162S2C79J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C79J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TLOG20241. DurRef=5.
20251TCDA028	TCDA	O	2025	TCDA20251	1	I162S2C89J4V1	I162S2C89J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C89J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TCDA20251. DurRef=5.
20251ICIB095	ICIB	O	2025	ICIB20241	3	I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	I162S2C46J4V3	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=3 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3. Jornada=O. Plan=ICIB20241.
20252IADM019	IADM	O	2025	IADM20241	2	I162S2C76J4V1 | I162S2C76J4V2	I162S2C76J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C76J4V1 | I162S2C76J4V2. Jornada=O. Plan=IADM20241.
20241ICIB175	ICIB	V	2022	ICIB20241	3	I162S2C46J2V1 | I162S2C46J2V2 | I162S2C46J2V3	I162S2C46J2V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=3 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C46J2V1 | I162S2C46J2V2 | I162S2C46J2V3. Jornada=V. Plan=ICIB20241.
20241TLOG039	TLOG	O	2024	TLOG20241	1	I162S2C79J4V1	I162S2C79J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C79J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TLOG20241. DurRef=5.
20222IECSREOL004	IECSREOL	O	2022	IECSREOL20211	7	I162S2C46J1V1 | I162S2C46J2V1 | I162S2C46J2V2 | I162S2C46J2V3 | I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	I162S2C46J4V3	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN_JORNADA	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=7 ambiguo. Heurística [REGLA_TIPO_PLAN_JORNADA] IGNORADA. Potenciales: I162S2C46J1V1 | I162S2C46J2V1 | I162S2C46J2V2 | I162S2C46J2V3 | I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3. Jornada=O. Plan=IECSREOL20211.
20251TLOG065	TLOG	O	2025	TLOG20241	1	I162S2C79J4V1	I162S2C79J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C79J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TLOG20241. DurRef=5.
20252IINF001	IINF	O	2025	IINF20241	1	I162S2C1J4V2	I162S2C1J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	I162S2C1J4V2	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=IINF20241. DurRef=8.
20251TENS085	TENS	V	2025	TENS20251	1	I162S2C91J2V1	I162S2C91J2V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C91J2V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=V. Plan=TENS20251. DurRef=5.
20251TCIB029	TCIB	O	2025	TCIB20241	1	I162S2C47J4V1	I162S2C47J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C47J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TCIB20241. DurRef=5.
20251TAMD041	TAMD	O	2025	TAMD20241	1	I162S2C78J4V1	I162S2C78J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C78J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TAMD20241. DurRef=5.
20241IINF053	IINF	O	2024	IINF20241	1	I162S2C1J4V2	I162S2C1J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	I162S2C1J4V2	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=IINF20241. DurRef=8.
20251TCIB052	TCIB	V	2025	TCIB20241	1	I162S2C47J2V1	I162S2C47J2V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C47J2V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=V. Plan=TCIB20241. DurRef=5.
20251ADMP064	ADMP	O	2025	ADMP20251	2	I162S2C83J4V1 | I162S2C83J4V2	I162S2C83J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C83J4V1 | I162S2C83J4V2. Jornada=O. Plan=ADMP20251.
20241CICIB034	CICIB	O	2024	CICIB20241	1	I162S2C46J4V1	I162S2C46J4V1	MATCH_SIES	MATCH_SIES_UNICO			4	SI	I162S2C46J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=CICIB20241. DurRef=4.
20241CIINF015	CIINF	O	2024	CIINF20241	1	I162S2C1J4V3	I162S2C1J4V3	MATCH_SIES	MATCH_SIES_UNICO			4	SI	I162S2C1J4V3	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=CIINF20241. DurRef=4.
20241ICIB093	ICIB	O	2023	ICIB20241	3	I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	I162S2C46J4V3	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=3 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3. Jornada=O. Plan=ICIB20241.
20251ICRE037	ICRE	O	2025	ICRE20241	1	I162S2C3J4V2	I162S2C3J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	I162S2C3J4V2	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=ICRE20241. DurRef=8.
20241TPAS014	TPAS	O	2024	TPAS20241	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C57J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TPAS20241. DurRef=5.
20251CIINF047	CIINF	O	2025	CIINF20241	1	I162S2C1J4V3	I162S2C1J4V3	MATCH_SIES	MATCH_SIES_UNICO			4	SI	I162S2C1J4V3	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=CIINF20241. DurRef=4.
20241CICIB002	CICIB	O	2024	CICIB20241	1	I162S2C46J4V1	I162S2C46J4V1	MATCH_SIES	MATCH_SIES_UNICO			4	SI	I162S2C46J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=CICIB20241. DurRef=4.
20251TLOG075	TLOG	O	2025	TLOG20241	1	I162S2C79J4V1	I162S2C79J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C79J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TLOG20241. DurRef=5.
20251ICRE072	ICRE	O	2025	ICRE20241	1	I162S2C3J4V2	I162S2C3J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	I162S2C3J4V2	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=ICRE20241. DurRef=8.
20241TPAS113	TPAS	O	2024	TPAS20241	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C57J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TPAS20241. DurRef=5.
20251CILOG019	CILOG	O	2025	CILOG20241	1	I162S2C77J4V2	I162S2C77J4V2	MATCH_SIES	MATCH_SIES_UNICO			4	SI	I162S2C77J4V2	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=CILOG20241. DurRef=4.
20241ICIB140	ICIB	O	2024	ICIB20241	3	I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	I162S2C46J4V3	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=3 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3. Jornada=O. Plan=ICIB20241.
20252IINF011	IINF	O	2025	IINF20241	1	I162S2C1J4V2	I162S2C1J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	I162S2C1J4V2	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=IINF20241. DurRef=8.
20251ICIB078	ICIB	D	2025	ICIB20241	3	I162S2C46J1V1 | I162S2C46J2V1 | I162S2C46J2V3	I162S2C46J1V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN_JORNADA	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=3 ambiguo. Heurística [REGLA_TIPO_PLAN_JORNADA] IGNORADA. Potenciales: I162S2C46J1V1 | I162S2C46J2V1 | I162S2C46J2V3. Jornada=D. Plan=ICIB20241.
20241ILOG006	ILOG	O	2024	ILOG20241	1	I162S2C77J4V1	I162S2C77J4V1	MATCH_SIES	MATCH_SIES_UNICO			8	SI	I162S2C77J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=ILOG20241. DurRef=8.
20251ICRE048	ICRE	O	2025	ICRE20241	1	I162S2C3J4V2	I162S2C3J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	I162S2C3J4V2	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=ICRE20241. DurRef=8.
20251CICRE007	CICRE	O	2025	CICRE20241	1	I162S2C3J4V3	I162S2C3J4V3	MATCH_SIES	MATCH_SIES_UNICO			4	SI	I162S2C3J4V3	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=CICRE20241. DurRef=4.
20251CONG006	CONG	O	2025	CONG20251	1	I162S2C85J4V1	I162S2C85J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C85J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=CONG20251. DurRef=5.
20251TAMD031	TAMD	O	2025	TAMD20241	1	I162S2C78J4V1	I162S2C78J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C78J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TAMD20241. DurRef=5.
20251CIINF045	CIINF	O	2025	CIINF20241	1	I162S2C1J4V3	I162S2C1J4V3	MATCH_SIES	MATCH_SIES_UNICO			4	SI	I162S2C1J4V3	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=CIINF20241. DurRef=4.
20253ADMP008	ADMP	O	2025	ADMP20251	2	I162S2C83J4V1 | I162S2C83J4V2	I162S2C83J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C83J4V1 | I162S2C83J4V2. Jornada=O. Plan=ADMP20251.
20241ICIB194	ICIB	O	2024	ICIB20241	3	I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	I162S2C46J4V3	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=3 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3. Jornada=O. Plan=ICIB20241.
20251TENS078	TENS	V	2025	TENS20251	1	I162S2C91J2V1	I162S2C91J2V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C91J2V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=V. Plan=TENS20251. DurRef=5.
20241CICRE048	CICRE	O	2024	CICRE20241	1	I162S2C3J4V3	I162S2C3J4V3	MATCH_SIES	MATCH_SIES_UNICO			4	SI	I162S2C3J4V3	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=CICRE20241. DurRef=4.
20252IIND015	IIND	O	2025	IIND20251	2	I162S2C87J4V1 | I162S2C87J4V2	I162S2C87J4V2	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C87J4V1 | I162S2C87J4V2. Jornada=O. Plan=IIND20251.
20241TPAS094	TPAS	D	2024	TPAS20241	2	I162S2C57J1V1 | I162S2C57J2V1	I162S2C57J1V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN_JORNADA	95%	5	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN_JORNADA] IGNORADA. Potenciales: I162S2C57J1V1 | I162S2C57J2V1. Jornada=D. Plan=TPAS20241.
