CODCLI	CODCARR	CARRERA	JORNADA	PLAN_DE_ESTUDIO	ANOINGRESO	ANOINGRESO_FUENTE	N_CODCARPR	CODCARPR_LIST	CODCARPR_VALS	REQUIERE_REVISION
20261TEIQ064	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ065	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ067	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ068	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ069	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ070	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ072	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ073	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ074	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ075	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ076	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ078	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ081	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ082	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ084	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ085	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ086	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ087	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ088	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ089	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ090	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ091	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ092	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ093	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ095	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ097	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ098	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ099	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ101	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ103	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ104	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ105	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ106	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ107	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ108	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ109	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ110	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ111	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ112	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ113	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ115	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ116	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ118	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ119	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ121	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ123	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ124	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ126	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ128	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ129	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ130	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ131	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ133	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ135	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ136	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ137	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ139	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261TEIQ140	TEIQ	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	V	TEIQ20261	2026	DatosAlumnos:ANOINGRESO	2	TEIQ|COTEIQ	TEIQ:137|COTEIQ:45	SI
20261COTFAR001	COTFAR	TECNICO EN FARMACIA	V	COTFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261COTFAR002	COTFAR	TECNICO EN FARMACIA	V	COTFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261COTFAR003	COTFAR	TECNICO EN FARMACIA	V	COTFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261COTFAR005	COTFAR	TECNICO EN FARMACIA	V	COTFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261COTFAR007	COTFAR	TECNICO EN FARMACIA	V	COTFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261COTFAR008	COTFAR	TECNICO EN FARMACIA	V	COTFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261COTFAR009	COTFAR	TECNICO EN FARMACIA	V	COTFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261COTFAR010	COTFAR	TECNICO EN FARMACIA	V	COTFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261COTFAR012	COTFAR	TECNICO EN FARMACIA	V	COTFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261COTFAR014	COTFAR	TECNICO EN FARMACIA	V	COTFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261COTFAR015	COTFAR	TECNICO EN FARMACIA	V	COTFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261COTFAR016	COTFAR	TECNICO EN FARMACIA	V	COTFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261COTFAR017	COTFAR	TECNICO EN FARMACIA	V	COTFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261COTFAR020	COTFAR	TECNICO EN FARMACIA	V	COTFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261COTFAR021	COTFAR	TECNICO EN FARMACIA	V	COTFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261COTFAR022	COTFAR	TECNICO EN FARMACIA	V	COTFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261COTFAR023	COTFAR	TECNICO EN FARMACIA	V	COTFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261COTFAR024	COTFAR	TECNICO EN FARMACIA	V	COTFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261COTFAR025	COTFAR	TECNICO EN FARMACIA	V	COTFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261COTFAR026	COTFAR	TECNICO EN FARMACIA	V	COTFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261COTFAR027	COTFAR	TECNICO EN FARMACIA	V	COTFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261COTFAR028	COTFAR	TECNICO EN FARMACIA	V	COTFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261TFAR002	TFAR	TECNICO EN FARMACIA	V	TFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261TFAR005	TFAR	TECNICO EN FARMACIA	V	TFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261TFAR006	TFAR	TECNICO EN FARMACIA	V	TFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261TFAR007	TFAR	TECNICO EN FARMACIA	V	TFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261TFAR009	TFAR	TECNICO EN FARMACIA	V	TFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261TFAR010	TFAR	TECNICO EN FARMACIA	V	TFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261TFAR011	TFAR	TECNICO EN FARMACIA	V	TFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261TFAR013	TFAR	TECNICO EN FARMACIA	V	TFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261TFAR014	TFAR	TECNICO EN FARMACIA	V	TFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261TFAR015	TFAR	TECNICO EN FARMACIA	V	TFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261TFAR017	TFAR	TECNICO EN FARMACIA	V	TFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261TFAR021	TFAR	TECNICO EN FARMACIA	V	TFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261TFAR023	TFAR	TECNICO EN FARMACIA	V	TFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261TFAR024	TFAR	TECNICO EN FARMACIA	V	TFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261TFAR025	TFAR	TECNICO EN FARMACIA	V	TFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261TFAR027	TFAR	TECNICO EN FARMACIA	V	TFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261TFAR030	TFAR	TECNICO EN FARMACIA	V	TFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261TFAR032	TFAR	TECNICO EN FARMACIA	V	TFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261TFAR033	TFAR	TECNICO EN FARMACIA	V	TFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261TFAR036	TFAR	TECNICO EN FARMACIA	V	TFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261TFAR037	TFAR	TECNICO EN FARMACIA	V	TFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261TFAR038	TFAR	TECNICO EN FARMACIA	V	TFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261TFAR039	TFAR	TECNICO EN FARMACIA	V	TFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261TFAR040	TFAR	TECNICO EN FARMACIA	V	TFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261TFAR042	TFAR	TECNICO EN FARMACIA	V	TFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261TFAR043	TFAR	TECNICO EN FARMACIA	V	TFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261TFAR044	TFAR	TECNICO EN FARMACIA	V	TFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261TFAR045	TFAR	TECNICO EN FARMACIA	V	TFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261TFAR046	TFAR	TECNICO EN FARMACIA	V	TFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261TFAR047	TFAR	TECNICO EN FARMACIA	V	TFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261TFAR048	TFAR	TECNICO EN FARMACIA	V	TFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261TFAR050	TFAR	TECNICO EN FARMACIA	V	TFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261TFAR052	TFAR	TECNICO EN FARMACIA	V	TFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261TFAR053	TFAR	TECNICO EN FARMACIA	V	TFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261TFAR055	TFAR	TECNICO EN FARMACIA	V	TFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261TFAR056	TFAR	TECNICO EN FARMACIA	V	TFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261TFAR057	TFAR	TECNICO EN FARMACIA	V	TFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261TFAR058	TFAR	TECNICO EN FARMACIA	V	TFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20261TFAR059	TFAR	TECNICO EN FARMACIA	V	TFAR20261	2026	DatosAlumnos:ANOINGRESO	2	TFAR|COTFAR	TFAR:53|COTFAR:27	SI
20181TPCRE022	TPCRE	TECNICO EN PROGRAMACION COMPUTACIONAL	O	TPCRE20151	2018	DatosAlumnos:ANOINGRESO	2	TPCREOL|TPCRE	TPCREOL:43|TPCRE:1	SI
20241TPAS132	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2023	DatosAlumnos:ANOINGRESO	2	TPAREOL|TPAS	TPAREOL:168|TPAS:97	SI
20241TPAS144	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2023	DatosAlumnos:ANOINGRESO	2	TPAREOL|TPAS	TPAREOL:168|TPAS:97	SI
20241TPAS150	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2023	DatosAlumnos:ANOINGRESO	2	TPAREOL|TPAS	TPAREOL:168|TPAS:97	SI
20241TPAS212	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2023	DatosAlumnos:ANOINGRESO	2	TPAREOL|TPAS	TPAREOL:168|TPAS:97	SI
20241TPAS217	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2023	DatosAlumnos:ANOINGRESO	2	TPAREOL|TPAS	TPAREOL:168|TPAS:97	SI
20241TPAS245	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2023	DatosAlumnos:ANOINGRESO	2	TPAREOL|TPAS	TPAREOL:168|TPAS:97	SI
20251TPAS061	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2023	DatosAlumnos:ANOINGRESO	2	TPAREOL|TPAS	TPAREOL:168|TPAS:97	SI
20241TPAS002	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS004	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS007	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS013	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS014	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS015	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS016	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
