fila_excel_aproximada,columna,columna_normalizada,valor_completo,patron_detectado,tipo_columna,severidad_preliminar,clasificacion_marca,CODIGO_UNICO
36,Carrera Genérica,CARRERA_GENERICA,REVISAR_CARRERA_GENERICA_SIN_FUENTE_DIRECTA,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C2J2V2
36,Grado Académico que otorga el programa,GRADO_ACADEMICO_QUE_OTORGA_EL_PROGRAMA,REVISAR_GRADO_ACADEMICO_SIN_FUENTE_DIRECTA,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C2J2V2
36,Dependencia,DEPENDENCIA,REVISAR_DEPENDENCIA_SIN_FUENTE_DIRECTA,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C2J2V2
36,Régimen,REGIMEN,REVISAR_REGIMEN_CODIGO_1,REVISAR,OFICIAL_PROBABLE,ALTA,CAMPO_PENDIENTE_REAL,I162S2C2J2V2
36,Ingreso Directo,INGRESO_DIRECTO,REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_1,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C2J2V2
36,Observaciones,OBSERVACIONES,Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; conciliado contra diccionario oferta 2026; no encontrado en listado existente INDICES por CODIGO_UNICO; campos sin fuente directa quedan con revisión específica.,REVISION,DESCONOCIDA,MEDIA,OBSERVACION_INSTITUCIONAL,I162S2C2J2V2
36,FECHA_ADMISION_INICIAL,FECHA_ADMISION_INICIAL,REVISAR_FECHA_ADMISION_INICIAL_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C2J2V2
36,MALLA_CURRICULAR,MALLA_CURRICULAR,REVISAR_MALLA_CURRICULAR_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C2J2V2
36,PERFIL_EGRESO,PERFIL_EGRESO,REVISAR_PERFIL_EGRESO_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C2J2V2
36,TEXTO_REQUISITO_INGRESO,TEXTO_REQUISITO_INGRESO,REVISAR_TEXTO_REQUISITO_INGRESO_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C2J2V2
36,LICENCIA_ENS_MEDIA,LICENCIA_ENS_MEDIA,REVISAR_LICENCIA_ENS_MEDIA_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C2J2V2
36,NOTAS_ENS_MEDIA,NOTAS_ENS_MEDIA,REVISAR_NOTAS_ENS_MEDIA_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C2J2V2
36,PROMEDIO_MIN_ENS_MEDIA,PROMEDIO_MIN_ENS_MEDIA,REVISAR_PROMEDIO_MIN_ENS_MEDIA_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C2J2V2
36,RECONOCIMIENTOS_APREN_PREVIOS,RECONOCIMIENTOS_APREN_PREVIOS,REVISAR_RECONOCIMIENTOS_APREN_PREVIOS_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C2J2V2
36,EXPERIENCIA_LABORAL,EXPERIENCIA_LABORAL,REVISAR_EXPERIENCIA_LABORAL_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C2J2V2
36,OTROS_REQUISITOS,OTROS_REQUISITOS,REVISAR_OTROS_REQUISITOS_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C2J2V2
36,MAIL_DIFUSION_CARRERA,MAIL_DIFUSION_CARRERA,REVISAR_MAIL_DIFUSION_CARRERA_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C2J2V2
36,FORMATO_VALOR,FORMATO_VALOR,REVISAR_FORMATO_VALOR_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C2J2V2
36,VALOR_MATRICULA_ANUAL,VALOR_MATRICULA_ANUAL,REVISAR_VALOR_MATRICULA_ANUAL_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C2J2V2
36,COSTO_TITULACION,COSTO_TITULACION,REVISAR_COSTO_TITULACION_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C2J2V2
36,VALOR_CERTIFICADO_DIPLOMA,VALOR_CERTIFICADO_DIPLOMA,REVISAR_VALOR_CERTIFICADO_DIPLOMA_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C2J2V2
36,ARANCEL_ANUAL,ARANCEL_ANUAL,REVISAR_ARANCEL_ANUAL_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C2J2V2
36,VIGENCIA_CARRERA,VIGENCIA_CARRERA,REVISAR_VIGENCIA_CARRERA_SIN_FUENTE_DIRECTA,REVISAR,OFICIAL_PROBABLE,ALTA,CAMPO_PENDIENTE_REAL,I162S2C2J2V2
36,CNED_ESTADO_AUDITORIA,CNED_ESTADO_AUDITORIA,REQUIERE_REVISION,REVISION,AUXILIAR_TECNICA,BAJA,MARCA_TECNICA_REMOVIBLE,I162S2C2J2V2
36,CNED_ALERTAS,CNED_ALERTAS,CONTIENE_MARCAS_TECNICAS_DE_REVISION,REVISION,AUXILIAR_TECNICA,BAJA,MARCA_TECNICA_REMOVIBLE,I162S2C2J2V2
36,CNED_PUEDE_SUBIR_PRELIMINAR,CNED_PUEDE_SUBIR_PRELIMINAR,REVISAR,REVISAR,AUXILIAR_TECNICA,BAJA,MARCA_TECNICA_REMOVIBLE,I162S2C2J2V2
37,Área del Conocimiento,AREA_DEL_CONOCIMIENTO,REVISAR_AREA_CODIGO_10,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C2J4V2
37,Sub Área,SUB_AREA,REVISAR_SUB_AREA_SIN_FUENTE_DIRECTA,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C2J4V2
37,Carrera Genérica,CARRERA_GENERICA,REVISAR_CARRERA_GENERICA_SIN_FUENTE_DIRECTA,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C2J4V2
37,Grado Académico que otorga el programa,GRADO_ACADEMICO_QUE_OTORGA_EL_PROGRAMA,REVISAR_GRADO_ACADEMICO_SIN_FUENTE_DIRECTA,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C2J4V2
37,Dependencia,DEPENDENCIA,REVISAR_DEPENDENCIA_SIN_FUENTE_DIRECTA,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C2J4V2
37,Régimen,REGIMEN,REVISAR_REGIMEN_CODIGO_1,REVISAR,OFICIAL_PROBABLE,ALTA,CAMPO_PENDIENTE_REAL,I162S2C2J4V2
37,Ingreso Directo,INGRESO_DIRECTO,REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_1,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C2J4V2
37,Observaciones,OBSERVACIONES,Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; conciliado contra diccionario oferta 2026; no encontrado en listado existente INDICES por CODIGO_UNICO; campos sin fuente directa quedan con revisión específica.,REVISION,DESCONOCIDA,MEDIA,OBSERVACION_INSTITUCIONAL,I162S2C2J4V2
37,FECHA_ADMISION_INICIAL,FECHA_ADMISION_INICIAL,REVISAR_FECHA_ADMISION_INICIAL_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C2J4V2
37,MALLA_CURRICULAR,MALLA_CURRICULAR,REVISAR_MALLA_CURRICULAR_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C2J4V2
37,PERFIL_EGRESO,PERFIL_EGRESO,REVISAR_PERFIL_EGRESO_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C2J4V2
37,TEXTO_REQUISITO_INGRESO,TEXTO_REQUISITO_INGRESO,REVISAR_TEXTO_REQUISITO_INGRESO_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C2J4V2
37,LICENCIA_ENS_MEDIA,LICENCIA_ENS_MEDIA,REVISAR_LICENCIA_ENS_MEDIA_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C2J4V2
37,NOTAS_ENS_MEDIA,NOTAS_ENS_MEDIA,REVISAR_NOTAS_ENS_MEDIA_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C2J4V2
37,PROMEDIO_MIN_ENS_MEDIA,PROMEDIO_MIN_ENS_MEDIA,REVISAR_PROMEDIO_MIN_ENS_MEDIA_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C2J4V2
37,RECONOCIMIENTOS_APREN_PREVIOS,RECONOCIMIENTOS_APREN_PREVIOS,REVISAR_RECONOCIMIENTOS_APREN_PREVIOS_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C2J4V2
37,EXPERIENCIA_LABORAL,EXPERIENCIA_LABORAL,REVISAR_EXPERIENCIA_LABORAL_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C2J4V2
37,OTROS_REQUISITOS,OTROS_REQUISITOS,REVISAR_OTROS_REQUISITOS_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C2J4V2
37,MAIL_DIFUSION_CARRERA,MAIL_DIFUSION_CARRERA,REVISAR_MAIL_DIFUSION_CARRERA_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C2J4V2
37,FORMATO_VALOR,FORMATO_VALOR,REVISAR_FORMATO_VALOR_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C2J4V2
37,VALOR_MATRICULA_ANUAL,VALOR_MATRICULA_ANUAL,REVISAR_VALOR_MATRICULA_ANUAL_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C2J4V2
37,COSTO_TITULACION,COSTO_TITULACION,REVISAR_COSTO_TITULACION_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C2J4V2
37,VALOR_CERTIFICADO_DIPLOMA,VALOR_CERTIFICADO_DIPLOMA,REVISAR_VALOR_CERTIFICADO_DIPLOMA_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C2J4V2
37,ARANCEL_ANUAL,ARANCEL_ANUAL,REVISAR_ARANCEL_ANUAL_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C2J4V2
37,VIGENCIA_CARRERA,VIGENCIA_CARRERA,REVISAR_VIGENCIA_CARRERA_SIN_FUENTE_DIRECTA,REVISAR,OFICIAL_PROBABLE,ALTA,CAMPO_PENDIENTE_REAL,I162S2C2J4V2
37,CNED_ESTADO_AUDITORIA,CNED_ESTADO_AUDITORIA,REQUIERE_REVISION,REVISION,AUXILIAR_TECNICA,BAJA,MARCA_TECNICA_REMOVIBLE,I162S2C2J4V2
37,CNED_ALERTAS,CNED_ALERTAS,CONTIENE_MARCAS_TECNICAS_DE_REVISION,REVISION,AUXILIAR_TECNICA,BAJA,MARCA_TECNICA_REMOVIBLE,I162S2C2J4V2
37,CNED_PUEDE_SUBIR_PRELIMINAR,CNED_PUEDE_SUBIR_PRELIMINAR,REVISAR,REVISAR,AUXILIAR_TECNICA,BAJA,MARCA_TECNICA_REMOVIBLE,I162S2C2J4V2
38,Área del Conocimiento,AREA_DEL_CONOCIMIENTO,REVISAR_AREA_CODIGO_10,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J1V2
38,Sub Área,SUB_AREA,REVISAR_SUB_AREA_SIN_FUENTE_DIRECTA,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J1V2
38,Carrera Genérica,CARRERA_GENERICA,REVISAR_CARRERA_GENERICA_SIN_FUENTE_DIRECTA,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J1V2
38,Grado Académico que otorga el programa,GRADO_ACADEMICO_QUE_OTORGA_EL_PROGRAMA,REVISAR_GRADO_ACADEMICO_SIN_FUENTE_DIRECTA,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J1V2
38,Dependencia,DEPENDENCIA,REVISAR_DEPENDENCIA_SIN_FUENTE_DIRECTA,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J1V2
38,Régimen,REGIMEN,REVISAR_REGIMEN_CODIGO_1,REVISAR,OFICIAL_PROBABLE,ALTA,CAMPO_PENDIENTE_REAL,I162S2C35J1V2
38,Ingreso Directo,INGRESO_DIRECTO,REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_1,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J1V2
38,Observaciones,OBSERVACIONES,Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; conciliado contra diccionario oferta 2026; no encontrado en listado existente INDICES por CODIGO_UNICO; campos sin fuente directa quedan con revisión específica.,REVISION,DESCONOCIDA,MEDIA,OBSERVACION_INSTITUCIONAL,I162S2C35J1V2
38,FECHA_ADMISION_INICIAL,FECHA_ADMISION_INICIAL,REVISAR_FECHA_ADMISION_INICIAL_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J1V2
38,MALLA_CURRICULAR,MALLA_CURRICULAR,REVISAR_MALLA_CURRICULAR_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J1V2
38,PERFIL_EGRESO,PERFIL_EGRESO,REVISAR_PERFIL_EGRESO_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J1V2
38,TEXTO_REQUISITO_INGRESO,TEXTO_REQUISITO_INGRESO,REVISAR_TEXTO_REQUISITO_INGRESO_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J1V2
38,LICENCIA_ENS_MEDIA,LICENCIA_ENS_MEDIA,REVISAR_LICENCIA_ENS_MEDIA_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J1V2
38,NOTAS_ENS_MEDIA,NOTAS_ENS_MEDIA,REVISAR_NOTAS_ENS_MEDIA_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J1V2
38,PROMEDIO_MIN_ENS_MEDIA,PROMEDIO_MIN_ENS_MEDIA,REVISAR_PROMEDIO_MIN_ENS_MEDIA_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J1V2
38,RECONOCIMIENTOS_APREN_PREVIOS,RECONOCIMIENTOS_APREN_PREVIOS,REVISAR_RECONOCIMIENTOS_APREN_PREVIOS_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J1V2
38,EXPERIENCIA_LABORAL,EXPERIENCIA_LABORAL,REVISAR_EXPERIENCIA_LABORAL_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J1V2
38,OTROS_REQUISITOS,OTROS_REQUISITOS,REVISAR_OTROS_REQUISITOS_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J1V2
38,MAIL_DIFUSION_CARRERA,MAIL_DIFUSION_CARRERA,REVISAR_MAIL_DIFUSION_CARRERA_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J1V2
38,FORMATO_VALOR,FORMATO_VALOR,REVISAR_FORMATO_VALOR_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J1V2
38,VALOR_MATRICULA_ANUAL,VALOR_MATRICULA_ANUAL,REVISAR_VALOR_MATRICULA_ANUAL_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J1V2
38,COSTO_TITULACION,COSTO_TITULACION,REVISAR_COSTO_TITULACION_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J1V2
38,VALOR_CERTIFICADO_DIPLOMA,VALOR_CERTIFICADO_DIPLOMA,REVISAR_VALOR_CERTIFICADO_DIPLOMA_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J1V2
38,ARANCEL_ANUAL,ARANCEL_ANUAL,REVISAR_ARANCEL_ANUAL_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J1V2
38,VIGENCIA_CARRERA,VIGENCIA_CARRERA,REVISAR_VIGENCIA_CARRERA_SIN_FUENTE_DIRECTA,REVISAR,OFICIAL_PROBABLE,ALTA,CAMPO_PENDIENTE_REAL,I162S2C35J1V2
38,CNED_ESTADO_AUDITORIA,CNED_ESTADO_AUDITORIA,REQUIERE_REVISION,REVISION,AUXILIAR_TECNICA,BAJA,MARCA_TECNICA_REMOVIBLE,I162S2C35J1V2
38,CNED_ALERTAS,CNED_ALERTAS,CONTIENE_MARCAS_TECNICAS_DE_REVISION,REVISION,AUXILIAR_TECNICA,BAJA,MARCA_TECNICA_REMOVIBLE,I162S2C35J1V2
38,CNED_PUEDE_SUBIR_PRELIMINAR,CNED_PUEDE_SUBIR_PRELIMINAR,REVISAR,REVISAR,AUXILIAR_TECNICA,BAJA,MARCA_TECNICA_REMOVIBLE,I162S2C35J1V2
39,Área del Conocimiento,AREA_DEL_CONOCIMIENTO,REVISAR_AREA_CODIGO_10,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J2V2
39,Sub Área,SUB_AREA,REVISAR_SUB_AREA_SIN_FUENTE_DIRECTA,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J2V2
39,Carrera Genérica,CARRERA_GENERICA,REVISAR_CARRERA_GENERICA_SIN_FUENTE_DIRECTA,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J2V2
39,Grado Académico que otorga el programa,GRADO_ACADEMICO_QUE_OTORGA_EL_PROGRAMA,REVISAR_GRADO_ACADEMICO_SIN_FUENTE_DIRECTA,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J2V2
39,Dependencia,DEPENDENCIA,REVISAR_DEPENDENCIA_SIN_FUENTE_DIRECTA,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J2V2
39,Régimen,REGIMEN,REVISAR_REGIMEN_CODIGO_1,REVISAR,OFICIAL_PROBABLE,ALTA,CAMPO_PENDIENTE_REAL,I162S2C35J2V2
39,Ingreso Directo,INGRESO_DIRECTO,REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_1,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J2V2
39,Observaciones,OBSERVACIONES,Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; conciliado contra diccionario oferta 2026; no encontrado en listado existente INDICES por CODIGO_UNICO; campos sin fuente directa quedan con revisión específica.,REVISION,DESCONOCIDA,MEDIA,OBSERVACION_INSTITUCIONAL,I162S2C35J2V2
39,FECHA_ADMISION_INICIAL,FECHA_ADMISION_INICIAL,REVISAR_FECHA_ADMISION_INICIAL_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J2V2
39,MALLA_CURRICULAR,MALLA_CURRICULAR,REVISAR_MALLA_CURRICULAR_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J2V2
39,PERFIL_EGRESO,PERFIL_EGRESO,REVISAR_PERFIL_EGRESO_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J2V2
39,TEXTO_REQUISITO_INGRESO,TEXTO_REQUISITO_INGRESO,REVISAR_TEXTO_REQUISITO_INGRESO_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J2V2
39,LICENCIA_ENS_MEDIA,LICENCIA_ENS_MEDIA,REVISAR_LICENCIA_ENS_MEDIA_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J2V2
39,NOTAS_ENS_MEDIA,NOTAS_ENS_MEDIA,REVISAR_NOTAS_ENS_MEDIA_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J2V2
39,PROMEDIO_MIN_ENS_MEDIA,PROMEDIO_MIN_ENS_MEDIA,REVISAR_PROMEDIO_MIN_ENS_MEDIA_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J2V2
39,RECONOCIMIENTOS_APREN_PREVIOS,RECONOCIMIENTOS_APREN_PREVIOS,REVISAR_RECONOCIMIENTOS_APREN_PREVIOS_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J2V2
39,EXPERIENCIA_LABORAL,EXPERIENCIA_LABORAL,REVISAR_EXPERIENCIA_LABORAL_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J2V2
39,OTROS_REQUISITOS,OTROS_REQUISITOS,REVISAR_OTROS_REQUISITOS_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J2V2
39,MAIL_DIFUSION_CARRERA,MAIL_DIFUSION_CARRERA,REVISAR_MAIL_DIFUSION_CARRERA_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J2V2
39,FORMATO_VALOR,FORMATO_VALOR,REVISAR_FORMATO_VALOR_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J2V2
39,VALOR_MATRICULA_ANUAL,VALOR_MATRICULA_ANUAL,REVISAR_VALOR_MATRICULA_ANUAL_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J2V2
39,COSTO_TITULACION,COSTO_TITULACION,REVISAR_COSTO_TITULACION_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J2V2
39,VALOR_CERTIFICADO_DIPLOMA,VALOR_CERTIFICADO_DIPLOMA,REVISAR_VALOR_CERTIFICADO_DIPLOMA_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J2V2
39,ARANCEL_ANUAL,ARANCEL_ANUAL,REVISAR_ARANCEL_ANUAL_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J2V2
39,VIGENCIA_CARRERA,VIGENCIA_CARRERA,REVISAR_VIGENCIA_CARRERA_SIN_FUENTE_DIRECTA,REVISAR,OFICIAL_PROBABLE,ALTA,CAMPO_PENDIENTE_REAL,I162S2C35J2V2
39,CNED_ESTADO_AUDITORIA,CNED_ESTADO_AUDITORIA,REQUIERE_REVISION,REVISION,AUXILIAR_TECNICA,BAJA,MARCA_TECNICA_REMOVIBLE,I162S2C35J2V2
39,CNED_ALERTAS,CNED_ALERTAS,CONTIENE_MARCAS_TECNICAS_DE_REVISION,REVISION,AUXILIAR_TECNICA,BAJA,MARCA_TECNICA_REMOVIBLE,I162S2C35J2V2
39,CNED_PUEDE_SUBIR_PRELIMINAR,CNED_PUEDE_SUBIR_PRELIMINAR,REVISAR,REVISAR,AUXILIAR_TECNICA,BAJA,MARCA_TECNICA_REMOVIBLE,I162S2C35J2V2
40,Área del Conocimiento,AREA_DEL_CONOCIMIENTO,REVISAR_AREA_CODIGO_10,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J4V2
40,Sub Área,SUB_AREA,REVISAR_SUB_AREA_SIN_FUENTE_DIRECTA,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J4V2
40,Carrera Genérica,CARRERA_GENERICA,REVISAR_CARRERA_GENERICA_SIN_FUENTE_DIRECTA,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J4V2
40,Grado Académico que otorga el programa,GRADO_ACADEMICO_QUE_OTORGA_EL_PROGRAMA,REVISAR_GRADO_ACADEMICO_SIN_FUENTE_DIRECTA,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J4V2
40,Dependencia,DEPENDENCIA,REVISAR_DEPENDENCIA_SIN_FUENTE_DIRECTA,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J4V2
40,Régimen,REGIMEN,REVISAR_REGIMEN_CODIGO_1,REVISAR,OFICIAL_PROBABLE,ALTA,CAMPO_PENDIENTE_REAL,I162S2C35J4V2
40,Ingreso Directo,INGRESO_DIRECTO,REVISAR_INGRESO_DIRECTO_CODIGO_REQUISITO_INGRESO_1,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J4V2
40,Observaciones,OBSERVACIONES,Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; conciliado contra diccionario oferta 2026; no encontrado en listado existente INDICES por CODIGO_UNICO; campos sin fuente directa quedan con revisión específica.,REVISION,DESCONOCIDA,MEDIA,OBSERVACION_INSTITUCIONAL,I162S2C35J4V2
40,FECHA_ADMISION_INICIAL,FECHA_ADMISION_INICIAL,REVISAR_FECHA_ADMISION_INICIAL_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J4V2
40,MALLA_CURRICULAR,MALLA_CURRICULAR,REVISAR_MALLA_CURRICULAR_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J4V2
40,PERFIL_EGRESO,PERFIL_EGRESO,REVISAR_PERFIL_EGRESO_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J4V2
40,TEXTO_REQUISITO_INGRESO,TEXTO_REQUISITO_INGRESO,REVISAR_TEXTO_REQUISITO_INGRESO_SIN_FUENTE,REVISAR,DESCONOCIDA,MEDIA,DUDA_METODOLOGICA,I162S2C35J4V2
