fila_registro,CODIGO_UNICO,NOMBRE_CARRERA,campo,valor_actual,tipo_campo,patron_detectado,severidad,motivo_bloqueo,categoria_resolucion,fuente_sugerida,bloquea_subida,se_puede_excluir,observacion
40,I162S2C35J4V2,,FORMATO_VALOR,REVISAR_FORMATO_VALOR_SIN_FUENTE,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,VALIDAR_CON_FINANZAS_ARANCELES,FINANZAS_ARANCELES_INSTITUCIONAL,DEPENDE,DEPENDE,Requiere fuente monetaria explicita; no usar cero ni inferencias.
40,I162S2C35J4V2,,VALOR_MATRICULA_ANUAL,REVISAR_VALOR_MATRICULA_ANUAL_SIN_FUENTE,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,VALIDAR_CON_FINANZAS_ARANCELES,FINANZAS_ARANCELES_INSTITUCIONAL,DEPENDE,DEPENDE,Requiere fuente monetaria explicita; no usar cero ni inferencias.
40,I162S2C35J4V2,,COSTO_TITULACION,REVISAR_COSTO_TITULACION_SIN_FUENTE,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,VALIDAR_CON_FINANZAS_ARANCELES,FINANZAS_ARANCELES_INSTITUCIONAL,DEPENDE,DEPENDE,Requiere fuente monetaria explicita; no usar cero ni inferencias.
40,I162S2C35J4V2,,VALOR_CERTIFICADO_DIPLOMA,REVISAR_VALOR_CERTIFICADO_DIPLOMA_SIN_FUENTE,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,VALIDAR_CON_FINANZAS_ARANCELES,FINANZAS_ARANCELES_INSTITUCIONAL,DEPENDE,DEPENDE,Requiere fuente monetaria explicita; no usar cero ni inferencias.
40,I162S2C35J4V2,,ARANCEL_ANUAL,REVISAR_ARANCEL_ANUAL_SIN_FUENTE,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,VALIDAR_CON_FINANZAS_ARANCELES,FINANZAS_ARANCELES_INSTITUCIONAL,DEPENDE,DEPENDE,Requiere fuente monetaria explicita; no usar cero ni inferencias.
40,I162S2C35J4V2,,VIGENCIA_CARRERA,REVISAR_VIGENCIA_CARRERA_SIN_FUENTE_DIRECTA,OFICIAL_PROBABLE,REVISAR,ALTA,CAMPO_PENDIENTE_REAL,VALIDAR_CON_REGISTRO_CURRICULAR,REGISTRO_CURRICULAR_OFERTA_OFICIAL,SI,NO,Campo estructural/oficial: no resolver sin fuente institucional.
40,I162S2C35J4V2,,CNED_ESTADO_AUDITORIA,REQUIERE_REVISION,AUXILIAR_TECNICA,REVISION,BAJA,MARCA_TECNICA_REMOVIBLE,EXCLUIR_DE_ARCHIVO_CARGA_SI_ES_AUXILIAR,TRAZABILIDAD_INTERNA_CNED,NO,SI,No debe ir en archivo de carga; conservar en trazabilidad.
40,I162S2C35J4V2,,CNED_ALERTAS,CONTIENE_MARCAS_TECNICAS_DE_REVISION,AUXILIAR_TECNICA,REVISION,BAJA,MARCA_TECNICA_REMOVIBLE,EXCLUIR_DE_ARCHIVO_CARGA_SI_ES_AUXILIAR,TRAZABILIDAD_INTERNA_CNED,NO,SI,No debe ir en archivo de carga; conservar en trazabilidad.
40,I162S2C35J4V2,,CNED_PUEDE_SUBIR_PRELIMINAR,REVISAR,AUXILIAR_TECNICA,REVISAR,BAJA,MARCA_TECNICA_REMOVIBLE,EXCLUIR_DE_ARCHIVO_CARGA_SI_ES_AUXILIAR,TRAZABILIDAD_INTERNA_CNED,NO,SI,No debe ir en archivo de carga; conservar en trazabilidad.
41,I162S2C3J2V2,,Año de inicio de Actividades,DECISION_MANUAL_ANIO_INICIO,FORMULARIO_CNED_DESCONOCIDO,MANUAL,MEDIA,DUDA_METODOLOGICA,NO_RESOLVER_AUTOMATICAMENTE,INSTRUCTIVO_CNED_Y_DECISION_INSTITUCIONAL,DEPENDE,DEPENDE,Campo de formulario o carga potencial: validar contra instructivo CNED antes de excluir o completar.
41,I162S2C3J2V2,,Detalle del Tipo de Programa (especiales),REVISAR_DETALLE_PROGRAMA_ESPECIAL,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,NO_RESOLVER_AUTOMATICAMENTE,INSTRUCTIVO_CNED_Y_DECISION_INSTITUCIONAL,DEPENDE,DEPENDE,Campo de formulario o carga potencial: validar contra instructivo CNED antes de excluir o completar.
41,I162S2C3J2V2,,Área del Conocimiento,REVISAR_AREA_CONOCIMIENTO_10,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,REQUIERE_DECISION_INSTITUCIONAL,AREA_ACADEMICA_O_DUENO_DEL_PROGRAMA,DEPENDE,DEPENDE,Campo de formulario o carga potencial: validar contra instructivo CNED antes de excluir o completar.
41,I162S2C3J2V2,,Sub Área,REVISAR_SUB_AREA_SIN_FUENTE_DIRECTA,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,REQUIERE_DECISION_INSTITUCIONAL,AREA_ACADEMICA_O_DUENO_DEL_PROGRAMA,DEPENDE,DEPENDE,Campo de formulario o carga potencial: validar contra instructivo CNED antes de excluir o completar.
41,I162S2C3J2V2,,Carrera Genérica,REVISAR_CARRERA_GENERICA_SIN_FUENTE_DIRECTA,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,REQUIERE_DECISION_INSTITUCIONAL,AREA_ACADEMICA_O_DUENO_DEL_PROGRAMA,DEPENDE,DEPENDE,Campo de formulario o carga potencial: validar contra instructivo CNED antes de excluir o completar.
41,I162S2C3J2V2,,Título que otorga el programa,REVISAR_TITULO_MATCH_AMBIGUO,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,NO_RESOLVER_AUTOMATICAMENTE,INSTRUCTIVO_CNED_Y_DECISION_INSTITUCIONAL,DEPENDE,DEPENDE,Campo de formulario o carga potencial: validar contra instructivo CNED antes de excluir o completar.
41,I162S2C3J2V2,,Grado Académico que otorga el programa,REVISAR_GRADO_ACADEMICO_SIN_FUENTE_DIRECTA,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,NO_RESOLVER_AUTOMATICAMENTE,INSTRUCTIVO_CNED_Y_DECISION_INSTITUCIONAL,DEPENDE,DEPENDE,Campo de formulario o carga potencial: validar contra instructivo CNED antes de excluir o completar.
41,I162S2C3J2V2,,Dependencia,REVISAR_DEPENDENCIA_SIN_FUENTE_DIRECTA,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,REQUIERE_DECISION_INSTITUCIONAL,AREA_ACADEMICA_O_DUENO_DEL_PROGRAMA,DEPENDE,DEPENDE,Campo de formulario o carga potencial: validar contra instructivo CNED antes de excluir o completar.
41,I162S2C3J2V2,,Régimen,REVISAR_REGIMEN_MATCH_AMBIGUO,OFICIAL_PROBABLE,REVISAR,ALTA,CAMPO_PENDIENTE_REAL,VALIDAR_CON_REGISTRO_CURRICULAR,REGISTRO_CURRICULAR_OFERTA_OFICIAL,SI,NO,Campo estructural/oficial: no resolver sin fuente institucional.
41,I162S2C3J2V2,,Ingreso Directo,REVISAR_INGRESO_DIRECTO_MATCH_AMBIGUO,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,VALIDAR_CON_AREA_ACADEMICA,AREA_ACADEMICA_O_DUENO_DEL_PROGRAMA,DEPENDE,DEPENDE,Campo de formulario o carga potencial: validar contra instructivo CNED antes de excluir o completar.
41,I162S2C3J2V2,,Otro Tipo de Ingreso,REVISAR_OTRO_TIPO_INGRESO_MATCH_AMBIGUO,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,VALIDAR_CON_AREA_ACADEMICA,AREA_ACADEMICA_O_DUENO_DEL_PROGRAMA,DEPENDE,DEPENDE,Campo de formulario o carga potencial: validar contra instructivo CNED antes de excluir o completar.
41,I162S2C3J2V2,,Ingreso otro,REVISAR_DESCRIPCION_OTRO_INGRESO_MATCH_AMBIGUO,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,VALIDAR_CON_AREA_ACADEMICA,AREA_ACADEMICA_O_DUENO_DEL_PROGRAMA,DEPENDE,DEPENDE,Campo de formulario o carga potencial: validar contra instructivo CNED antes de excluir o completar.
41,I162S2C3J2V2,,Observaciones,Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; conciliado contra diccionario oferta 2026; no encontrado en listado existente INDICES por CODIGO_UNICO; campos sin fuente directa quedan con revisión específica; Requiere revisión por match no directo/ambiguo; no completar campos críticos por inferencia.,FORMULARIO_CNED_DESCONOCIDO,REVISION,MEDIA,OBSERVACION_INSTITUCIONAL,MANTENER_SOLO_COMO_TRAZABILIDAD,INSTRUCTIVO_CNED_Y_DECISION_INSTITUCIONAL,DEPENDE,DEPENDE,Campo de formulario o carga potencial: validar contra instructivo CNED antes de excluir o completar.
41,I162S2C3J2V2,,ANIO_INICIO,CONFLICTO_REVISAR_ANIO_INICIO_MATCH_AMBIGUO,OFICIAL_PROBABLE,REVISAR,ALTA,BLOQUEO_CRITICO,VALIDAR_CON_REGISTRO_CURRICULAR,REGISTRO_CURRICULAR_OFERTA_OFICIAL,SI,NO,Campo estructural/oficial: no resolver sin fuente institucional.
41,I162S2C3J2V2,,REGIMEN,CONFLICTO_REVISAR_REGIMEN_MATCH_AMBIGUO,OFICIAL_PROBABLE,REVISAR,ALTA,BLOQUEO_CRITICO,VALIDAR_CON_REGISTRO_CURRICULAR,REGISTRO_CURRICULAR_OFERTA_OFICIAL,SI,NO,Campo estructural/oficial: no resolver sin fuente institucional.
41,I162S2C3J2V2,,DURACION_REGIMEN,CONFLICTO_REVISAR_DURACION_REGIMEN_MATCH_AMBIGUO,OFICIAL_PROBABLE,REVISAR,ALTA,BLOQUEO_CRITICO,VALIDAR_CON_REGISTRO_CURRICULAR,REGISTRO_CURRICULAR_OFERTA_OFICIAL,SI,NO,Campo estructural/oficial: no resolver sin fuente institucional.
41,I162S2C3J2V2,,NOMBRE_TITULO,CONFLICTO_REVISAR_NOMBRE_TITULO_MATCH_NO_UNICO,OFICIAL_PROBABLE,REVISAR,ALTA,BLOQUEO_CRITICO,VALIDAR_CON_OFERTA_ACADEMICA,OFERTA_ACADEMICA_INSTITUCIONAL,SI,NO,Campo estructural/oficial: no resolver sin fuente institucional.
41,I162S2C3J2V2,,ACREDITACION,CONFLICTO_REVISAR_ACREDITACION_MATCH_NO_UNICO,OFICIAL_PROBABLE,REVISAR,ALTA,BLOQUEO_CRITICO,VALIDAR_CON_OFERTA_ACADEMICA,OFERTA_ACADEMICA_INSTITUCIONAL,SI,NO,Campo estructural/oficial: no resolver sin fuente institucional.
41,I162S2C3J2V2,,REQUISITO_INGRESO,CONFLICTO_REVISAR_REQUISITO_INGRESO_MATCH_NO_UNICO,OFICIAL_PROBABLE,REVISAR,ALTA,BLOQUEO_CRITICO,VALIDAR_CON_OFERTA_ACADEMICA,OFERTA_ACADEMICA_INSTITUCIONAL,SI,NO,Campo estructural/oficial: no resolver sin fuente institucional.
41,I162S2C3J2V2,,SEMESTRES_RECONOCIDOS,CONFLICTO_REVISAR_SEMESTRES_RECONOCIDOS_MATCH_NO_UNICO,OFICIAL_PROBABLE,REVISAR,ALTA,BLOQUEO_CRITICO,VALIDAR_CON_OFERTA_ACADEMICA,OFERTA_ACADEMICA_INSTITUCIONAL,SI,NO,Campo estructural/oficial: no resolver sin fuente institucional.
41,I162S2C3J2V2,,AREA_ACTUAL,CONFLICTO_REVISAR_AREA_ACTUAL_MATCH_NO_UNICO,OFICIAL_PROBABLE,REVISAR,ALTA,BLOQUEO_CRITICO,VALIDAR_CON_OFERTA_ACADEMICA,OFERTA_ACADEMICA_INSTITUCIONAL,SI,NO,Campo estructural/oficial: no resolver sin fuente institucional.
41,I162S2C3J2V2,,AREA_ADMIN_DERECHO,CONFLICTO_REVISAR_AREA_ADMIN_DERECHO_MATCH_NO_UNICO,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,REQUIERE_DECISION_INSTITUCIONAL,AREA_ACADEMICA_O_DUENO_DEL_PROGRAMA,DEPENDE,DEPENDE,Campo de formulario o carga potencial: validar contra instructivo CNED antes de excluir o completar.
41,I162S2C3J2V2,,AREA_AGRI_SILVI_PESCA_VET,CONFLICTO_REVISAR_AREA_AGRI_SILVI_PESCA_VET_MATCH_NO_UNICO,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,REQUIERE_DECISION_INSTITUCIONAL,AREA_ACADEMICA_O_DUENO_DEL_PROGRAMA,DEPENDE,DEPENDE,Campo de formulario o carga potencial: validar contra instructivo CNED antes de excluir o completar.
41,I162S2C3J2V2,,AREA_ARTES_HUMANIDADES,CONFLICTO_REVISAR_AREA_ARTES_HUMANIDADES_MATCH_NO_UNICO,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,REQUIERE_DECISION_INSTITUCIONAL,AREA_ACADEMICA_O_DUENO_DEL_PROGRAMA,DEPENDE,DEPENDE,Campo de formulario o carga potencial: validar contra instructivo CNED antes de excluir o completar.
41,I162S2C3J2V2,,AREA_CIENCIAS_NAT_MAT_ESTAD,CONFLICTO_REVISAR_AREA_CIENCIAS_NAT_MAT_ESTAD_MATCH_NO_UNICO,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,REQUIERE_DECISION_INSTITUCIONAL,AREA_ACADEMICA_O_DUENO_DEL_PROGRAMA,DEPENDE,DEPENDE,Campo de formulario o carga potencial: validar contra instructivo CNED antes de excluir o completar.
41,I162S2C3J2V2,,AREA_CS_SOCIAL_PERIODISMO_INFO,CONFLICTO_REVISAR_AREA_CS_SOCIAL_PERIODISMO_INFO_MATCH_NO_UNICO,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,REQUIERE_DECISION_INSTITUCIONAL,AREA_ACADEMICA_O_DUENO_DEL_PROGRAMA,DEPENDE,DEPENDE,Campo de formulario o carga potencial: validar contra instructivo CNED antes de excluir o completar.
41,I162S2C3J2V2,,AREA_EDUCACION,CONFLICTO_REVISAR_AREA_EDUCACION_MATCH_NO_UNICO,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,REQUIERE_DECISION_INSTITUCIONAL,AREA_ACADEMICA_O_DUENO_DEL_PROGRAMA,DEPENDE,DEPENDE,Campo de formulario o carga potencial: validar contra instructivo CNED antes de excluir o completar.
41,I162S2C3J2V2,,AREA_INGE_INDUSTRIA_CONSTRUC,CONFLICTO_REVISAR_AREA_INGE_INDUSTRIA_CONSTRUC_MATCH_NO_UNICO,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,REQUIERE_DECISION_INSTITUCIONAL,AREA_ACADEMICA_O_DUENO_DEL_PROGRAMA,DEPENDE,DEPENDE,Campo de formulario o carga potencial: validar contra instructivo CNED antes de excluir o completar.
41,I162S2C3J2V2,,AREA_SALUD_BIENESTAR,CONFLICTO_REVISAR_AREA_SALUD_BIENESTAR_MATCH_NO_UNICO,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,REQUIERE_DECISION_INSTITUCIONAL,AREA_ACADEMICA_O_DUENO_DEL_PROGRAMA,DEPENDE,DEPENDE,Campo de formulario o carga potencial: validar contra instructivo CNED antes de excluir o completar.
41,I162S2C3J2V2,,AREA_SERVICIOS,CONFLICTO_REVISAR_AREA_SERVICIOS_MATCH_NO_UNICO,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,REQUIERE_DECISION_INSTITUCIONAL,AREA_ACADEMICA_O_DUENO_DEL_PROGRAMA,DEPENDE,DEPENDE,Campo de formulario o carga potencial: validar contra instructivo CNED antes de excluir o completar.
41,I162S2C3J2V2,,AREA_TECNO_INFO_COMUNICA,CONFLICTO_REVISAR_AREA_TECNO_INFO_COMUNICA_MATCH_NO_UNICO,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,REQUIERE_DECISION_INSTITUCIONAL,AREA_ACADEMICA_O_DUENO_DEL_PROGRAMA,DEPENDE,DEPENDE,Campo de formulario o carga potencial: validar contra instructivo CNED antes de excluir o completar.
41,I162S2C3J2V2,,VACANTES_PRIMER_SEMESTRE,CONFLICTO_REVISAR_VACANTES_PRIMER_SEMESTRE_MATCH_NO_UNICO,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,REQUIERE_DECISION_INSTITUCIONAL,AREA_ACADEMICA_O_DUENO_DEL_PROGRAMA,DEPENDE,DEPENDE,Campo de formulario o carga potencial: validar contra instructivo CNED antes de excluir o completar.
41,I162S2C3J2V2,,VACANTES_SEGUNDO_SEMESTRE,CONFLICTO_REVISAR_VACANTES_SEGUNDO_SEMESTRE_MATCH_NO_UNICO,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,REQUIERE_DECISION_INSTITUCIONAL,AREA_ACADEMICA_O_DUENO_DEL_PROGRAMA,DEPENDE,DEPENDE,Campo de formulario o carga potencial: validar contra instructivo CNED antes de excluir o completar.
41,I162S2C3J2V2,,FECHA_ADMISION_INICIAL,REVISAR_FECHA_ADMISION_INICIAL_SIN_FUENTE,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,NO_RESOLVER_AUTOMATICAMENTE,INSTRUCTIVO_CNED_Y_DECISION_INSTITUCIONAL,DEPENDE,DEPENDE,Campo de formulario o carga potencial: validar contra instructivo CNED antes de excluir o completar.
41,I162S2C3J2V2,,MALLA_CURRICULAR,REVISAR_MALLA_CURRICULAR_SIN_FUENTE,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,VALIDAR_CON_AREA_ACADEMICA,AREA_ACADEMICA_O_DUENO_DEL_PROGRAMA,DEPENDE,DEPENDE,Campo de formulario o carga potencial: validar contra instructivo CNED antes de excluir o completar.
41,I162S2C3J2V2,,PERFIL_EGRESO,REVISAR_PERFIL_EGRESO_SIN_FUENTE,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,VALIDAR_CON_AREA_ACADEMICA,AREA_ACADEMICA_O_DUENO_DEL_PROGRAMA,DEPENDE,DEPENDE,Campo de formulario o carga potencial: validar contra instructivo CNED antes de excluir o completar.
41,I162S2C3J2V2,,TEXTO_REQUISITO_INGRESO,REVISAR_TEXTO_REQUISITO_INGRESO_SIN_FUENTE,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,VALIDAR_CON_AREA_ACADEMICA,AREA_ACADEMICA_O_DUENO_DEL_PROGRAMA,DEPENDE,DEPENDE,Campo de formulario o carga potencial: validar contra instructivo CNED antes de excluir o completar.
41,I162S2C3J2V2,,LICENCIA_ENS_MEDIA,REVISAR_LICENCIA_ENS_MEDIA_SIN_FUENTE,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,VALIDAR_CON_AREA_ACADEMICA,AREA_ACADEMICA_O_DUENO_DEL_PROGRAMA,DEPENDE,DEPENDE,Campo de formulario o carga potencial: validar contra instructivo CNED antes de excluir o completar.
41,I162S2C3J2V2,,NOTAS_ENS_MEDIA,REVISAR_NOTAS_ENS_MEDIA_SIN_FUENTE,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,VALIDAR_CON_AREA_ACADEMICA,AREA_ACADEMICA_O_DUENO_DEL_PROGRAMA,DEPENDE,DEPENDE,Campo de formulario o carga potencial: validar contra instructivo CNED antes de excluir o completar.
41,I162S2C3J2V2,,PROMEDIO_MIN_ENS_MEDIA,REVISAR_PROMEDIO_MIN_ENS_MEDIA_SIN_FUENTE,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,NO_RESOLVER_AUTOMATICAMENTE,INSTRUCTIVO_CNED_Y_DECISION_INSTITUCIONAL,DEPENDE,DEPENDE,Campo de formulario o carga potencial: validar contra instructivo CNED antes de excluir o completar.
41,I162S2C3J2V2,,RECONOCIMIENTOS_APREN_PREVIOS,REVISAR_RECONOCIMIENTOS_APREN_PREVIOS_SIN_FUENTE,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,NO_RESOLVER_AUTOMATICAMENTE,INSTRUCTIVO_CNED_Y_DECISION_INSTITUCIONAL,DEPENDE,DEPENDE,Campo de formulario o carga potencial: validar contra instructivo CNED antes de excluir o completar.
41,I162S2C3J2V2,,EXPERIENCIA_LABORAL,REVISAR_EXPERIENCIA_LABORAL_SIN_FUENTE,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,VALIDAR_CON_AREA_ACADEMICA,AREA_ACADEMICA_O_DUENO_DEL_PROGRAMA,DEPENDE,DEPENDE,Campo de formulario o carga potencial: validar contra instructivo CNED antes de excluir o completar.
41,I162S2C3J2V2,,OTROS_REQUISITOS,REVISAR_OTROS_REQUISITOS_SIN_FUENTE,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,VALIDAR_CON_AREA_ACADEMICA,AREA_ACADEMICA_O_DUENO_DEL_PROGRAMA,DEPENDE,DEPENDE,Campo de formulario o carga potencial: validar contra instructivo CNED antes de excluir o completar.
41,I162S2C3J2V2,,MAIL_DIFUSION_CARRERA,REVISAR_MAIL_DIFUSION_CARRERA_SIN_FUENTE,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,NO_RESOLVER_AUTOMATICAMENTE,INSTRUCTIVO_CNED_Y_DECISION_INSTITUCIONAL,DEPENDE,DEPENDE,Campo de formulario o carga potencial: validar contra instructivo CNED antes de excluir o completar.
41,I162S2C3J2V2,,FORMATO_VALOR,REVISAR_FORMATO_VALOR_SIN_FUENTE,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,VALIDAR_CON_FINANZAS_ARANCELES,FINANZAS_ARANCELES_INSTITUCIONAL,DEPENDE,DEPENDE,Requiere fuente monetaria explicita; no usar cero ni inferencias.
41,I162S2C3J2V2,,VALOR_MATRICULA_ANUAL,REVISAR_VALOR_MATRICULA_ANUAL_SIN_FUENTE,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,VALIDAR_CON_FINANZAS_ARANCELES,FINANZAS_ARANCELES_INSTITUCIONAL,DEPENDE,DEPENDE,Requiere fuente monetaria explicita; no usar cero ni inferencias.
41,I162S2C3J2V2,,COSTO_TITULACION,REVISAR_COSTO_TITULACION_SIN_FUENTE,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,VALIDAR_CON_FINANZAS_ARANCELES,FINANZAS_ARANCELES_INSTITUCIONAL,DEPENDE,DEPENDE,Requiere fuente monetaria explicita; no usar cero ni inferencias.
41,I162S2C3J2V2,,VALOR_CERTIFICADO_DIPLOMA,REVISAR_VALOR_CERTIFICADO_DIPLOMA_SIN_FUENTE,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,VALIDAR_CON_FINANZAS_ARANCELES,FINANZAS_ARANCELES_INSTITUCIONAL,DEPENDE,DEPENDE,Requiere fuente monetaria explicita; no usar cero ni inferencias.
41,I162S2C3J2V2,,ARANCEL_ANUAL,REVISAR_ARANCEL_ANUAL_SIN_FUENTE,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,VALIDAR_CON_FINANZAS_ARANCELES,FINANZAS_ARANCELES_INSTITUCIONAL,DEPENDE,DEPENDE,Requiere fuente monetaria explicita; no usar cero ni inferencias.
41,I162S2C3J2V2,,VIGENCIA_CARRERA,REVISAR_VIGENCIA_CARRERA_SIN_FUENTE_DIRECTA,OFICIAL_PROBABLE,REVISAR,ALTA,CAMPO_PENDIENTE_REAL,VALIDAR_CON_REGISTRO_CURRICULAR,REGISTRO_CURRICULAR_OFERTA_OFICIAL,SI,NO,Campo estructural/oficial: no resolver sin fuente institucional.
41,I162S2C3J2V2,,MATCH_CODIGO_UNICO_DERIVADO,REVISAR_MATCH_CODIGO_UNICO_DERIVADO_AMBIGUO_I162S2C3J2V2,AUXILIAR_TECNICA,REVISAR,BAJA,MARCA_TECNICA_REMOVIBLE,EXCLUIR_DE_ARCHIVO_CARGA_SI_ES_AUXILIAR,TRAZABILIDAD_INTERNA_CNED,NO,SI,No debe ir en archivo de carga; conservar en trazabilidad.
41,I162S2C3J2V2,,CNED_ESTADO_AUDITORIA,REQUIERE_REVISION,AUXILIAR_TECNICA,REVISION,BAJA,MARCA_TECNICA_REMOVIBLE,EXCLUIR_DE_ARCHIVO_CARGA_SI_ES_AUXILIAR,TRAZABILIDAD_INTERNA_CNED,NO,SI,No debe ir en archivo de carga; conservar en trazabilidad.
41,I162S2C3J2V2,,CNED_ALERTAS,CONTIENE_MARCAS_TECNICAS_DE_REVISION,AUXILIAR_TECNICA,REVISION,BAJA,MARCA_TECNICA_REMOVIBLE,EXCLUIR_DE_ARCHIVO_CARGA_SI_ES_AUXILIAR,TRAZABILIDAD_INTERNA_CNED,NO,SI,No debe ir en archivo de carga; conservar en trazabilidad.
41,I162S2C3J2V2,,CNED_PUEDE_SUBIR_PRELIMINAR,REVISAR,AUXILIAR_TECNICA,REVISAR,BAJA,MARCA_TECNICA_REMOVIBLE,EXCLUIR_DE_ARCHIVO_CARGA_SI_ES_AUXILIAR,TRAZABILIDAD_INTERNA_CNED,NO,SI,No debe ir en archivo de carga; conservar en trazabilidad.
42,I162S2C40J2V1,,Modalidad del Programa,REVISAR_MODALIDAD_2,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,NO_RESOLVER_AUTOMATICAMENTE,INSTRUCTIVO_CNED_Y_DECISION_INSTITUCIONAL,DEPENDE,DEPENDE,Campo de formulario o carga potencial: validar contra instructivo CNED antes de excluir o completar.
42,I162S2C40J2V1,,Área del Conocimiento,REVISAR_AREA_CODIGO_6,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,REQUIERE_DECISION_INSTITUCIONAL,AREA_ACADEMICA_O_DUENO_DEL_PROGRAMA,DEPENDE,DEPENDE,Campo de formulario o carga potencial: validar contra instructivo CNED antes de excluir o completar.
42,I162S2C40J2V1,,Sub Área,REVISAR_SUB_AREA_SIN_FUENTE_DIRECTA,FORMULARIO_CNED_DESCONOCIDO,REVISAR,MEDIA,DUDA_METODOLOGICA,REQUIERE_DECISION_INSTITUCIONAL,AREA_ACADEMICA_O_DUENO_DEL_PROGRAMA,DEPENDE,DEPENDE,Campo de formulario o carga potencial: validar contra instructivo CNED antes de excluir o completar.
