CODIGO_UNICO,NOMBRE,COLUMNA,VALOR_FINAL,FUENTE_USADA,METODO_MATCH,ESTADO,OBSERVACION,ESTADO_FILA
I162S2C105J4V1,DIPLOMADO EN HUMANIZACION EN SALUD,MAIL_DIFUSION_CARRERA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C105J4V1,DIPLOMADO EN HUMANIZACION EN SALUD,FORMATO_VALOR,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C105J4V1,DIPLOMADO EN HUMANIZACION EN SALUD,VALOR_MATRICULA_ANUAL,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C105J4V1,DIPLOMADO EN HUMANIZACION EN SALUD,COSTO_TITULACION,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C105J4V1,DIPLOMADO EN HUMANIZACION EN SALUD,VALOR_CERTIFICADO_DIPLOMA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C105J4V1,DIPLOMADO EN HUMANIZACION EN SALUD,ARANCEL_ANUAL,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C105J4V1,DIPLOMADO EN HUMANIZACION EN SALUD,VIGENCIA_CARRERA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C10J1V1,TECNICO EN PREVENCION DE RIESGOS,Sede,Santiago,MAPEO_COD_SEDE_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C10J1V1,TECNICO EN PREVENCION DE RIESGOS,Tipo de Carrera,Técnico Nivel Superior,MAPEO_COD_NIVEL_CARRERA_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C10J1V1,TECNICO EN PREVENCION DE RIESGOS,Nombre,TECNICO EN PREVENCION DE RIESGOS,DICCIONARIO_CODIGO_UNICO_DERIVADO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C10J1V1,TECNICO EN PREVENCION DE RIESGOS,Mención o Especialidad,No aplica,REGLA_FORMULARIO_SIN_MENCION_EXPLICITA,MATCH_ESTRUCTURAL_R1_EXACTO,OK,No se detecta mención separada en fuente estructural.,
I162S2C10J1V1,TECNICO EN PREVENCION DE RIESGOS,Año de inicio de Actividades,2013,DICCIONARIO_CODIGO_UNICO_DERIVADO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C10J1V1,TECNICO EN PREVENCION DE RIESGOS,Campus,República,MAPEO_COD_SEDE_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C10J1V1,TECNICO EN PREVENCION DE RIESGOS,Horario,Diurno,MAPEO_COD_JORNADA_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C10J1V1,TECNICO EN PREVENCION DE RIESGOS,Estado,Programa o Carrera Nueva(o),REGLA_OPERATIVA_PROGRAMAS_FALTANTES,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C10J1V1,TECNICO EN PREVENCION DE RIESGOS,Tipo Programa,Programa Regular,MAPEO_COD_TIPO_PLAN_CARRERA_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C10J1V1,TECNICO EN PREVENCION DE RIESGOS,Detalle del Tipo de Programa (especiales),No aplica,REGLA_TIPO_PROGRAMA,MATCH_ESTRUCTURAL_R1_EXACTO,OK,No aplica solo si Tipo Programa=Programa Regular.,
I162S2C10J1V1,TECNICO EN PREVENCION DE RIESGOS,Modalidad del Programa,Presencial,MAPEO_MODALIDAD_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C10J1V1,TECNICO EN PREVENCION DE RIESGOS,Área del Conocimiento,Servicios,MAPEO_AREA_ACTUAL_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C10J1V1,TECNICO EN PREVENCION DE RIESGOS,Sub Área,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,No existe subárea directa en diccionario/matriz/referencia exacta.,NO_APTA
I162S2C10J1V1,TECNICO EN PREVENCION DE RIESGOS,Carrera Genérica,,SIN_REFERENCIA_EXACTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Solo se acepta referencia exacta por Codigo SIES.,NO_APTA
I162S2C10J1V1,TECNICO EN PREVENCION DE RIESGOS,Título que otorga el programa,TECNICO EN PREVENCION DE RIESGOS,DICCIONARIO_CODIGO_UNICO_DERIVADO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C10J1V1,TECNICO EN PREVENCION DE RIESGOS,Grado Académico que otorga el programa,,SIN_REFERENCIA_EXACTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Solo se acepta referencia exacta por Codigo SIES.,NO_APTA
I162S2C10J1V1,TECNICO EN PREVENCION DE RIESGOS,Dependencia,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,No existe dependencia directa en fuentes autorizadas.,NO_APTA
I162S2C10J1V1,TECNICO EN PREVENCION DE RIESGOS,Régimen,Semestral,MAPEO_REGIMEN_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C10J1V1,TECNICO EN PREVENCION DE RIESGOS,Duración del programa en Semestres,5,DICCIONARIO_CODIGO_UNICO_DERIVADO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C10J1V1,TECNICO EN PREVENCION DE RIESGOS,Ingreso Directo,Ingreso Directo,MAPEO_REQUISITO_INGRESO_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C10J1V1,TECNICO EN PREVENCION DE RIESGOS,Ingreso desde un plan Común,No aplica,REGLA_AUSENCIA_EVIDENCIA_PLAN_COMUN,MATCH_ESTRUCTURAL_R1_EXACTO,OK,No hay evidencia de plan común en fuentes estructurales.,
I162S2C10J1V1,TECNICO EN PREVENCION DE RIESGOS,Ingreso desde Bachillerato,No aplica,REGLA_AUSENCIA_EVIDENCIA_BACHILLERATO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,No hay evidencia de bachillerato en fuentes estructurales.,
I162S2C10J1V1,TECNICO EN PREVENCION DE RIESGOS,Otro Tipo de Ingreso,No aplica,REGLA_REQUISITO_INGRESO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,No aplica solo si requisito ingreso estructural indica ingreso directo.,
I162S2C10J1V1,TECNICO EN PREVENCION DE RIESGOS,Ingreso otro,No aplica,REGLA_REQUISITO_INGRESO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,No aplica solo si no hay otro tipo de ingreso.,
I162S2C10J1V1,TECNICO EN PREVENCION DE RIESGOS,Observaciones,Registro de prueba generado desde match estructural fuerte; revisar columnas no aptas en auditoría antes de subir.,MENSAJE_OPERATIVO_NO_TECNICO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C10J1V1,TECNICO EN PREVENCION DE RIESGOS,FECHA_ADMISION_INICIAL,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C10J1V1,TECNICO EN PREVENCION DE RIESGOS,MALLA_CURRICULAR,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C10J1V1,TECNICO EN PREVENCION DE RIESGOS,PERFIL_EGRESO,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C10J1V1,TECNICO EN PREVENCION DE RIESGOS,TEXTO_REQUISITO_INGRESO,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C10J1V1,TECNICO EN PREVENCION DE RIESGOS,LICENCIA_ENS_MEDIA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C10J1V1,TECNICO EN PREVENCION DE RIESGOS,NOTAS_ENS_MEDIA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C10J1V1,TECNICO EN PREVENCION DE RIESGOS,PROMEDIO_MIN_ENS_MEDIA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C10J1V1,TECNICO EN PREVENCION DE RIESGOS,RECONOCIMIENTOS_APREN_PREVIOS,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C10J1V1,TECNICO EN PREVENCION DE RIESGOS,EXPERIENCIA_LABORAL,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C10J1V1,TECNICO EN PREVENCION DE RIESGOS,OTROS_REQUISITOS,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C10J1V1,TECNICO EN PREVENCION DE RIESGOS,MAIL_DIFUSION_CARRERA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C10J1V1,TECNICO EN PREVENCION DE RIESGOS,FORMATO_VALOR,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C10J1V1,TECNICO EN PREVENCION DE RIESGOS,VALOR_MATRICULA_ANUAL,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C10J1V1,TECNICO EN PREVENCION DE RIESGOS,COSTO_TITULACION,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C10J1V1,TECNICO EN PREVENCION DE RIESGOS,VALOR_CERTIFICADO_DIPLOMA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C10J1V1,TECNICO EN PREVENCION DE RIESGOS,ARANCEL_ANUAL,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C10J1V1,TECNICO EN PREVENCION DE RIESGOS,VIGENCIA_CARRERA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C111J4V1,INGENIERIA EN FINANZAS,Sede,Santiago,MAPEO_COD_SEDE_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C111J4V1,INGENIERIA EN FINANZAS,Tipo de Carrera,Profesional,MAPEO_COD_NIVEL_CARRERA_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C111J4V1,INGENIERIA EN FINANZAS,Nombre,INGENIERIA EN FINANZAS,DICCIONARIO_CODIGO_UNICO_DERIVADO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C111J4V1,INGENIERIA EN FINANZAS,Mención o Especialidad,No aplica,REGLA_FORMULARIO_SIN_MENCION_EXPLICITA,MATCH_ESTRUCTURAL_R1_EXACTO,OK,No se detecta mención separada en fuente estructural.,
I162S2C111J4V1,INGENIERIA EN FINANZAS,Año de inicio de Actividades,2026,DICCIONARIO_CODIGO_UNICO_DERIVADO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C111J4V1,INGENIERIA EN FINANZAS,Campus,República,MAPEO_COD_SEDE_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C111J4V1,INGENIERIA EN FINANZAS,Horario,Otro,MAPEO_COD_JORNADA_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C111J4V1,INGENIERIA EN FINANZAS,Estado,Programa o Carrera Nueva(o),REGLA_OPERATIVA_PROGRAMAS_FALTANTES,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C111J4V1,INGENIERIA EN FINANZAS,Tipo Programa,Programa Regular,MAPEO_COD_TIPO_PLAN_CARRERA_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C111J4V1,INGENIERIA EN FINANZAS,Detalle del Tipo de Programa (especiales),No aplica,REGLA_TIPO_PROGRAMA,MATCH_ESTRUCTURAL_R1_EXACTO,OK,No aplica solo si Tipo Programa=Programa Regular.,
I162S2C111J4V1,INGENIERIA EN FINANZAS,Modalidad del Programa,No presencial,MAPEO_MODALIDAD_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C111J4V1,INGENIERIA EN FINANZAS,Área del Conocimiento,Administración y Comercio,MAPEO_AREA_ACTUAL_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C111J4V1,INGENIERIA EN FINANZAS,Sub Área,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,No existe subárea directa en diccionario/matriz/referencia exacta.,NO_APTA
I162S2C111J4V1,INGENIERIA EN FINANZAS,Carrera Genérica,,SIN_REFERENCIA_EXACTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Solo se acepta referencia exacta por Codigo SIES.,NO_APTA
I162S2C111J4V1,INGENIERIA EN FINANZAS,Título que otorga el programa,INGENIERO EN FINANZAS,DICCIONARIO_CODIGO_UNICO_DERIVADO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C111J4V1,INGENIERIA EN FINANZAS,Grado Académico que otorga el programa,,SIN_REFERENCIA_EXACTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Solo se acepta referencia exacta por Codigo SIES.,NO_APTA
I162S2C111J4V1,INGENIERIA EN FINANZAS,Dependencia,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,No existe dependencia directa en fuentes autorizadas.,NO_APTA
I162S2C111J4V1,INGENIERIA EN FINANZAS,Régimen,Anual,MAPEO_REGIMEN_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C111J4V1,INGENIERIA EN FINANZAS,Duración del programa en Semestres,8,DICCIONARIO_CODIGO_UNICO_DERIVADO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C111J4V1,INGENIERIA EN FINANZAS,Ingreso Directo,Ingreso Directo,MAPEO_REQUISITO_INGRESO_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C111J4V1,INGENIERIA EN FINANZAS,Ingreso desde un plan Común,No aplica,REGLA_AUSENCIA_EVIDENCIA_PLAN_COMUN,MATCH_ESTRUCTURAL_R1_EXACTO,OK,No hay evidencia de plan común en fuentes estructurales.,
I162S2C111J4V1,INGENIERIA EN FINANZAS,Ingreso desde Bachillerato,No aplica,REGLA_AUSENCIA_EVIDENCIA_BACHILLERATO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,No hay evidencia de bachillerato en fuentes estructurales.,
I162S2C111J4V1,INGENIERIA EN FINANZAS,Otro Tipo de Ingreso,No aplica,REGLA_REQUISITO_INGRESO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,No aplica solo si requisito ingreso estructural indica ingreso directo.,
I162S2C111J4V1,INGENIERIA EN FINANZAS,Ingreso otro,No aplica,REGLA_REQUISITO_INGRESO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,No aplica solo si no hay otro tipo de ingreso.,
I162S2C111J4V1,INGENIERIA EN FINANZAS,Observaciones,Registro de prueba generado desde match estructural fuerte; revisar columnas no aptas en auditoría antes de subir.,MENSAJE_OPERATIVO_NO_TECNICO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C111J4V1,INGENIERIA EN FINANZAS,FECHA_ADMISION_INICIAL,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C111J4V1,INGENIERIA EN FINANZAS,MALLA_CURRICULAR,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C111J4V1,INGENIERIA EN FINANZAS,PERFIL_EGRESO,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C111J4V1,INGENIERIA EN FINANZAS,TEXTO_REQUISITO_INGRESO,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C111J4V1,INGENIERIA EN FINANZAS,LICENCIA_ENS_MEDIA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C111J4V1,INGENIERIA EN FINANZAS,NOTAS_ENS_MEDIA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C111J4V1,INGENIERIA EN FINANZAS,PROMEDIO_MIN_ENS_MEDIA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C111J4V1,INGENIERIA EN FINANZAS,RECONOCIMIENTOS_APREN_PREVIOS,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C111J4V1,INGENIERIA EN FINANZAS,EXPERIENCIA_LABORAL,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C111J4V1,INGENIERIA EN FINANZAS,OTROS_REQUISITOS,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C111J4V1,INGENIERIA EN FINANZAS,MAIL_DIFUSION_CARRERA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C111J4V1,INGENIERIA EN FINANZAS,FORMATO_VALOR,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C111J4V1,INGENIERIA EN FINANZAS,VALOR_MATRICULA_ANUAL,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C111J4V1,INGENIERIA EN FINANZAS,COSTO_TITULACION,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C111J4V1,INGENIERIA EN FINANZAS,VALOR_CERTIFICADO_DIPLOMA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C111J4V1,INGENIERIA EN FINANZAS,ARANCEL_ANUAL,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C111J4V1,INGENIERIA EN FINANZAS,VIGENCIA_CARRERA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C112J4V1,INGENIERIA EN MARKETING DIGITAL,Sede,Santiago,MAPEO_COD_SEDE_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C112J4V1,INGENIERIA EN MARKETING DIGITAL,Tipo de Carrera,Profesional,MAPEO_COD_NIVEL_CARRERA_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C112J4V1,INGENIERIA EN MARKETING DIGITAL,Nombre,INGENIERIA EN MARKETING DIGITAL,DICCIONARIO_CODIGO_UNICO_DERIVADO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C112J4V1,INGENIERIA EN MARKETING DIGITAL,Mención o Especialidad,No aplica,REGLA_FORMULARIO_SIN_MENCION_EXPLICITA,MATCH_ESTRUCTURAL_R1_EXACTO,OK,No se detecta mención separada en fuente estructural.,
I162S2C112J4V1,INGENIERIA EN MARKETING DIGITAL,Año de inicio de Actividades,2026,DICCIONARIO_CODIGO_UNICO_DERIVADO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C112J4V1,INGENIERIA EN MARKETING DIGITAL,Campus,República,MAPEO_COD_SEDE_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C112J4V1,INGENIERIA EN MARKETING DIGITAL,Horario,Otro,MAPEO_COD_JORNADA_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C112J4V1,INGENIERIA EN MARKETING DIGITAL,Estado,Programa o Carrera Nueva(o),REGLA_OPERATIVA_PROGRAMAS_FALTANTES,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C112J4V1,INGENIERIA EN MARKETING DIGITAL,Tipo Programa,Programa Regular,MAPEO_COD_TIPO_PLAN_CARRERA_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C112J4V1,INGENIERIA EN MARKETING DIGITAL,Detalle del Tipo de Programa (especiales),No aplica,REGLA_TIPO_PROGRAMA,MATCH_ESTRUCTURAL_R1_EXACTO,OK,No aplica solo si Tipo Programa=Programa Regular.,
I162S2C112J4V1,INGENIERIA EN MARKETING DIGITAL,Modalidad del Programa,No presencial,MAPEO_MODALIDAD_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C112J4V1,INGENIERIA EN MARKETING DIGITAL,Área del Conocimiento,Administración y Comercio,MAPEO_AREA_ACTUAL_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C112J4V1,INGENIERIA EN MARKETING DIGITAL,Sub Área,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,No existe subárea directa en diccionario/matriz/referencia exacta.,NO_APTA
I162S2C112J4V1,INGENIERIA EN MARKETING DIGITAL,Carrera Genérica,,SIN_REFERENCIA_EXACTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Solo se acepta referencia exacta por Codigo SIES.,NO_APTA
I162S2C112J4V1,INGENIERIA EN MARKETING DIGITAL,Título que otorga el programa,INGENIERO EN MARKETING DIGITAL,DICCIONARIO_CODIGO_UNICO_DERIVADO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C112J4V1,INGENIERIA EN MARKETING DIGITAL,Grado Académico que otorga el programa,,SIN_REFERENCIA_EXACTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Solo se acepta referencia exacta por Codigo SIES.,NO_APTA
I162S2C112J4V1,INGENIERIA EN MARKETING DIGITAL,Dependencia,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,No existe dependencia directa en fuentes autorizadas.,NO_APTA
I162S2C112J4V1,INGENIERIA EN MARKETING DIGITAL,Régimen,Anual,MAPEO_REGIMEN_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C112J4V1,INGENIERIA EN MARKETING DIGITAL,Duración del programa en Semestres,8,DICCIONARIO_CODIGO_UNICO_DERIVADO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C112J4V1,INGENIERIA EN MARKETING DIGITAL,Ingreso Directo,Ingreso Directo,MAPEO_REQUISITO_INGRESO_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C112J4V1,INGENIERIA EN MARKETING DIGITAL,Ingreso desde un plan Común,No aplica,REGLA_AUSENCIA_EVIDENCIA_PLAN_COMUN,MATCH_ESTRUCTURAL_R1_EXACTO,OK,No hay evidencia de plan común en fuentes estructurales.,
I162S2C112J4V1,INGENIERIA EN MARKETING DIGITAL,Ingreso desde Bachillerato,No aplica,REGLA_AUSENCIA_EVIDENCIA_BACHILLERATO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,No hay evidencia de bachillerato en fuentes estructurales.,
I162S2C112J4V1,INGENIERIA EN MARKETING DIGITAL,Otro Tipo de Ingreso,No aplica,REGLA_REQUISITO_INGRESO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,No aplica solo si requisito ingreso estructural indica ingreso directo.,
I162S2C112J4V1,INGENIERIA EN MARKETING DIGITAL,Ingreso otro,No aplica,REGLA_REQUISITO_INGRESO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,No aplica solo si no hay otro tipo de ingreso.,
I162S2C112J4V1,INGENIERIA EN MARKETING DIGITAL,Observaciones,Registro de prueba generado desde match estructural fuerte; revisar columnas no aptas en auditoría antes de subir.,MENSAJE_OPERATIVO_NO_TECNICO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C112J4V1,INGENIERIA EN MARKETING DIGITAL,FECHA_ADMISION_INICIAL,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C112J4V1,INGENIERIA EN MARKETING DIGITAL,MALLA_CURRICULAR,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
