CODIGO_UNICO;CODIGO_IES_NUM;COD_SEDE;COD_CARRERA_DERIVADO;JORNADA;VERSION_DERIVADA;NOMBRE_CARRERA_ORIGINAL;NOMBRE_CARRERA_NORMALIZADO;MODALIDAD_ORIGINAL;TIPO_PLAN_CARRERA_ORIGINAL;CARACT_PLAN_ESPECIAL_ORIGINAL;NIVEL_GLOBAL;NIVEL_CARRERA;VIGENCIA;ESTADO_CRUCE_INDICES;MOTIVO_ESTADO_CRUCE;FUENTE;REVISADO_MANUALMENTE;OBSERVACION_AUDITORIA;Sede;Tipo de Carrera;Nombre;Mención o Especialidad;Año de inicio de Actividades;Campus;Horario;Estado;Tipo Programa;Detalle del Tipo de Programa (especiales);Modalidad del Programa;Área del Conocimiento;Sub Área;Carrera Genérica;Título que otorga el programa;Grado Académico que otorga el programa;Dependencia;Régimen;Duración del Programa en Semestres;Ingreso Directo;Ingreso desde un plan Común;Ingreso desde Bachillerato;Otro Tipo de Ingreso;Ingreso otro;Observaciones
I162S2C76J4V2;162;2;76;4;2;INGENIERIA EN ADMINISTRACION DE EMPRESAS;INGENIERIA EN ADMINISTRACION DE EMPRESAS;3;3;NO APLICA;1;2;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Santiago;Profesional;INGENIERIA EN ADMINISTRACION DE EMPRESAS;REVISAR;REVISAR;República;Otro;Programa o Carrera Nueva(o);Programa Especial;REVISAR;No presencial;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;4;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
I162S2C77J4V2;162;2;77;4;2;INGENIERIA EN LOGISTICA;INGENIERIA EN LOGISTICA;3;3;NO APLICA;1;2;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Santiago;Profesional;INGENIERIA EN LOGISTICA;REVISAR;REVISAR;República;Otro;Programa o Carrera Nueva(o);Programa Especial;REVISAR;No presencial;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;4;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
I162S2C83J4V2;162;2;83;4;2;ADMINISTRACION PUBLICA;ADMINISTRACION PUBLICA;3;3;NO APLICA;1;2;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Santiago;Profesional;ADMINISTRACION PUBLICA;REVISAR;REVISAR;República;Otro;Programa o Carrera Nueva(o);Programa Especial;REVISAR;No presencial;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;4;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
I162S2C86J4V2;162;2;86;4;2;AUDITORIA;AUDITORIA;3;3;NO APLICA;1;2;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Santiago;Profesional;AUDITORIA;REVISAR;REVISAR;República;Otro;Programa o Carrera Nueva(o);Programa Especial;REVISAR;No presencial;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;4;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
I162S2C87J4V2;162;2;87;4;2;INGENIERIA INDUSTRIAL;INGENIERIA INDUSTRIAL;3;1;NO APLICA;1;2;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Santiago;Profesional;INGENIERIA INDUSTRIAL;REVISAR;REVISAR;República;Otro;Programa o Carrera Nueva(o);Programa Regular;No aplica;No presencial;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;8;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
I162S2C88J4V2;162;2;88;4;2;INGENIERIA EN CIENCIA DE DATOS;INGENIERIA EN CIENCIA DE DATOS;3;3;NO APLICA;1;2;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Santiago;Profesional;INGENIERIA EN CIENCIA DE DATOS;REVISAR;REVISAR;República;Otro;Programa o Carrera Nueva(o);Programa Especial;REVISAR;No presencial;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;4;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
I162S2C90J2V1;162;2;90;2;1;NATUROPATIA;NATUROPATIA;1;3;NO APLICA;1;2;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Santiago;Profesional;NATUROPATIA;REVISAR;REVISAR;República;Vespertino;Programa o Carrera Nueva(o);Programa Especial;REVISAR;Presencial;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;4;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
I162S2C90J2V2;162;2;90;2;2;NATUROPATIA;NATUROPATIA;1;1;NO APLICA;1;2;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Santiago;Profesional;NATUROPATIA;REVISAR;REVISAR;República;Vespertino;Programa o Carrera Nueva(o);Programa Regular;No aplica;Presencial;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;8;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
I162S2C95J4V1;162;2;95;4;1;DIPLOMADO EN INTELIGENCIA ARTIFICIAL;DIPLOMADO EN INTELIGENCIA ARTIFICIAL;3;1;NO APLICA;3;5;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Santiago;Diplomado;DIPLOMADO EN INTELIGENCIA ARTIFICIAL;REVISAR;REVISAR;República;Otro;Programa o Carrera Nueva(o);Programa Regular;No aplica;No presencial;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;1;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
I162S2C96J4V1;162;2;96;4;1;DIPLOMADO EN GOBERNANZA DE DATOS;DIPLOMADO EN GOBERNANZA DE DATOS;3;1;NO APLICA;3;5;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Santiago;Diplomado;DIPLOMADO EN GOBERNANZA DE DATOS;REVISAR;REVISAR;República;Otro;Programa o Carrera Nueva(o);Programa Regular;No aplica;No presencial;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;1;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
I162S2C97J4V1;162;2;97;4;1;DIPLOMADO EN SUPPLY CHAIN MANAGEMENT Y MINERIA DE REQUERIMIENTOS;DIPLOMADO EN SUPPLY CHAIN MANAGEMENT Y MINERIA DE REQUERIMIENTOS;3;1;NO APLICA;3;5;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Santiago;Diplomado;DIPLOMADO EN SUPPLY CHAIN MANAGEMENT Y MINERIA DE REQUERIMIENTOS;REVISAR;REVISAR;República;Otro;Programa o Carrera Nueva(o);Programa Regular;No aplica;No presencial;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;1;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
I162S2C98J4V1;162;2;98;4;1;DIPLOMADO EN HABILIDADES DIRECTIVAS PARA PROFESIONALES STEM;DIPLOMADO EN HABILIDADES DIRECTIVAS PARA PROFESIONALES STEM;3;1;NO APLICA;3;5;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Santiago;Diplomado;DIPLOMADO EN HABILIDADES DIRECTIVAS PARA PROFESIONALES STEM;REVISAR;REVISAR;República;Otro;Programa o Carrera Nueva(o);Programa Regular;No aplica;No presencial;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;1;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
I162S2C99J4V1;162;2;99;4;1;DIPLOMADO EN GESTION PUBLICA LOCAL;DIPLOMADO EN GESTION PUBLICA LOCAL;3;1;NO APLICA;3;5;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Santiago;Diplomado;DIPLOMADO EN GESTION PUBLICA LOCAL;REVISAR;REVISAR;República;Otro;Programa o Carrera Nueva(o);Programa Regular;No aplica;No presencial;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;1;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
I162S3C114J2V1;162;3;114;2;1;TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA;TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA;1;1;NO APLICA;1;1;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Concepción;Técnico Nivel Superior;TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA;REVISAR;REVISAR;REVISAR;Vespertino;Programa o Carrera Nueva(o);Programa Regular;No aplica;Presencial;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;5;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
I162S3C115J2V1;162;3;115;2;1;TECNICO EN FARMACIA;TECNICO EN FARMACIA;1;1;NO APLICA;1;1;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Concepción;Técnico Nivel Superior;TECNICO EN FARMACIA;REVISAR;REVISAR;REVISAR;Vespertino;Programa o Carrera Nueva(o);Programa Regular;No aplica;Presencial;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;5;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
I162S3C91J2V1;162;3;91;2;1;TECNICO EN ENFERMERIA;TECNICO EN ENFERMERIA;1;1;NO APLICA;1;1;1;FALTA_CREAR_EN_INDICES;No existe coincidencia exacta por CODIGO_UNICO ni match auxiliar fuerte;PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz;NO;"Crear según PROMEDIOSDEALUMNOS_7804.xlsx hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO.";Concepción;Técnico Nivel Superior;TECNICO EN ENFERMERIA;REVISAR;REVISAR;REVISAR;Vespertino;Programa o Carrera Nueva(o);Programa Regular;No aplica;Presencial;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;5;REVISAR;REVISAR;REVISAR;REVISAR;REVISAR;"Crear según matriz PROMEDIOSDEALUMNOS_7804.xlsx / hoja matriz; no encontrado en listado existente INDICES por CODIGO_UNICO."
