COD_SEDE	NOMBRE_SEDE	COD_CARRERA	NOMBRE_CARRERA	MODALIDAD	COD_JORNADA	VERSION	COD_TIPO_PLAN_CARRERA	CARACTERISTICAS_TIPO_PLAN	DURACION_ESTUDIOS	DURACION_TITULACION	DURACION_TOTAL	REGIMEN	DURACION_REGIMEN	NOMBRE_TITULO	COD_NIVEL_GLOBAL	COD_NIVEL_CARRERA	ANIO_INICIO	ACREDITACION	REQUISITO_INGRESO	SEMESTRES_RECONOCIDOS	AREA_ACTUAL	AREA_ADMIN_DERECHO	AREA_AGRI_SILVI_PESCA_VET	AREA_ARTES_HUMANIDADES	AREA_CIENCIAS_NAT_MAT_ESTAD	AREA_CS_SOCIAL_PERIODISMO_INFO	AREA_EDUCACION	AREA_INGE_INDUSTRIA_CONSTRUC	AREA_SALUD_BIENESTAR	AREA_SERVICIOS	AREA_TECNO_INFO_COMUNICA	VACANTES_PRIMER_SEMESTRE	VACANTES_SEGUNDO_SEMESTRE	FECHA_ADMISION_INICIAL	MALLA_CURRICULAR	PERFIL_EGRESO	TEXTO_REQUISITO_INGRESO	LICENCIA_ENS_MEDIA	NOTAS_ENS_MEDIA	PROMEDIO_MIN_ENS_MEDIA	RECONOCIMIENTOS_APREN_PREVIOS	EXPERIENCIA_LABORAL	OTROS_REQUISITOS	MAIL_DIFUSION_CARRERA	FORMATO_VALOR	VALOR_MATRICULA_ANUAL	COSTO_TITULACION	VALOR_CERTIFICADO_DIPLOMA	ARANCEL_ANUAL	VIGENCIA_CARRERA	CODIGO_UNICO_DERIVADO	KEY_EXACTA_CODIGO_UNICO	KEY_ESTRUCTURAL	NOMBRE_CARRERA_NORMALIZADO	NOMBRE_SEDE_NORMALIZADO	KEY_NOMBRE_SEDE_JORNADA	KEY_NOMBRE_MODALIDAD_JORNADA_TIPO_DURACION	VALIDACION_CODIGO_UNICO_DERIVADO	VALIDACION_DUPLICADO_CODIGO_UNICO_DERIVADO	VALIDACION_COLUMNAS_A_AH_COMPLETAS	VALIDACION_COLUMNAS_AI_AY_VACIAS_O_REVISAR	OBSERVACION_DICCIONARIO
2	CASA CENTRAL (SANTIAGO)	84	TECNICO EN ADMINISTRACION PUBLICA	3	4	1	1	NO APLICA	5	0	5	1	5	TECNICO EN ADMINISTRACION PUBLICA	1	1	2025	2	1	0	1	1	0	0	0	1	0	0	0	1	0	40	0																		I162S2C84J4V1	I162S2C84J4V1	2|84|4|1	TECNICO EN ADMINISTRACION PUBLICA	CASA CENTRAL SANTIAGO	TECNICO EN ADMINISTRACION PUBLICA|CASA CENTRAL SANTIAGO|4	TECNICO EN ADMINISTRACION PUBLICA|3|4|1|5|1|1	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	85	CONTABILIDAD GENERAL	3	4	1	1	NO APLICA	5	0	5	1	5	CONTADOR GENERAL	1	1	2025	2	1	0	1	1	0	0	0	1	0	0	0	1	0	60	0																		I162S2C85J4V1	I162S2C85J4V1	2|85|4|1	CONTABILIDAD GENERAL	CASA CENTRAL SANTIAGO	CONTABILIDAD GENERAL|CASA CENTRAL SANTIAGO|4	CONTABILIDAD GENERAL|3|4|1|5|1|1	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	86	AUDITORIA	3	4	1	1	NO APLICA	8	0	8	1	8	CONTADOR AUDITOR	1	2	2025	2	1	0	1	0	0	0	0	0	0	0	0	0	0	60	45																		I162S2C86J4V1	I162S2C86J4V1	2|86|4|1	AUDITORIA	CASA CENTRAL SANTIAGO	AUDITORIA|CASA CENTRAL SANTIAGO|4	AUDITORIA|3|4|1|8|1|2	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	86	AUDITORIA	3	4	2	3	NO APLICA	4	0	4	1	4	CONTADOR AUDITOR	1	2	2025	2	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0																		I162S2C86J4V2	I162S2C86J4V2	2|86|4|2	AUDITORIA	CASA CENTRAL SANTIAGO	AUDITORIA|CASA CENTRAL SANTIAGO|4	AUDITORIA|3|4|3|4|1|2	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	87	INGENIERIA INDUSTRIAL	3	4	1	3	NO APLICA	4	0	4	1	4	INGENIERO INDUSTRIAL	1	2	2025	2	2	5	7	0	0	0	0	0	0	0	0	0	0	0	0																		I162S2C87J4V1	I162S2C87J4V1	2|87|4|1	INGENIERIA INDUSTRIAL	CASA CENTRAL SANTIAGO	INGENIERIA INDUSTRIAL|CASA CENTRAL SANTIAGO|4	INGENIERIA INDUSTRIAL|3|4|3|4|1|2	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	87	INGENIERIA INDUSTRIAL	3	4	2	1	NO APLICA	8	0	8	2	12	INGENIERO INDUSTRIAL	1	2	2026	2	1	0	7	0	0	0	0	0	0	0	0	0	0	80	0																		I162S2C87J4V2	I162S2C87J4V2	2|87|4|2	INGENIERIA INDUSTRIAL	CASA CENTRAL SANTIAGO	INGENIERIA INDUSTRIAL|CASA CENTRAL SANTIAGO|4	INGENIERIA INDUSTRIAL|3|4|1|8|1|2	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	88	INGENIERIA EN CIENCIA DE DATOS	3	4	1	1	NO APLICA	8	0	8	1	8	INGENIERO EN CIENCIA DE DATOS	1	2	2025	2	1	0	4	0	0	0	0	0	0	0	0	0	0	60	0																		I162S2C88J4V1	I162S2C88J4V1	2|88|4|1	INGENIERIA EN CIENCIA DE DATOS	CASA CENTRAL SANTIAGO	INGENIERIA EN CIENCIA DE DATOS|CASA CENTRAL SANTIAGO|4	INGENIERIA EN CIENCIA DE DATOS|3|4|1|8|1|2	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	88	INGENIERIA EN CIENCIA DE DATOS	3	4	2	3	NO APLICA	4	0	4	1	4	INGENIERO EN CIENCIA DE DATOS	1	2	2025	2	2	4	4	0	0	0	0	0	0	0	0	0	0	0	0																		I162S2C88J4V2	I162S2C88J4V2	2|88|4|2	INGENIERIA EN CIENCIA DE DATOS	CASA CENTRAL SANTIAGO	INGENIERIA EN CIENCIA DE DATOS|CASA CENTRAL SANTIAGO|4	INGENIERIA EN CIENCIA DE DATOS|3|4|3|4|1|2	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	89	TECNICO EN CIENCIA DE DATOS	3	4	1	1	NO APLICA	5	0	5	1	5	TECNICO EN CIENCIA DE DATOS	1	1	2025	2	1	0	4	0	0	0	1	0	0	1	0	1	1	30	0																		I162S2C89J4V1	I162S2C89J4V1	2|89|4|1	TECNICO EN CIENCIA DE DATOS	CASA CENTRAL SANTIAGO	TECNICO EN CIENCIA DE DATOS|CASA CENTRAL SANTIAGO|4	TECNICO EN CIENCIA DE DATOS|3|4|1|5|1|1	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	90	NATUROPATIA	1	2	1	3	NO APLICA	4	0	4	1	4	NATUROPATA	1	2	2025	2	2	5	8	0	0	0	0	0	0	0	0	0	0	0	0																		I162S2C90J2V1	I162S2C90J2V1	2|90|2|1	NATUROPATIA	CASA CENTRAL SANTIAGO	NATUROPATIA|CASA CENTRAL SANTIAGO|2	NATUROPATIA|1|2|3|4|1|2	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	90	NATUROPATIA	1	2	2	1	NO APLICA	8	0	8	2	12	NATUROPATA	1	2	2026	2	1	0	8	0	0	0	0	0	0	0	0	0	0	30	0																		I162S2C90J2V2	I162S2C90J2V2	2|90|2|2	NATUROPATIA	CASA CENTRAL SANTIAGO	NATUROPATIA|CASA CENTRAL SANTIAGO|2	NATUROPATIA|1|2|1|8|1|2	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	91	TECNICO EN ENFERMERIA	1	1	1	1	NO APLICA	5	0	5	1	5	TECNICO EN ENFERMERIA	1	1	2025	2	1	0	8	0	0	0	0	0	0	0	1	1	0	80	0																		I162S2C91J1V1	I162S2C91J1V1	2|91|1|1	TECNICO EN ENFERMERIA	CASA CENTRAL SANTIAGO	TECNICO EN ENFERMERIA|CASA CENTRAL SANTIAGO|1	TECNICO EN ENFERMERIA|1|1|1|5|1|1	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	91	TECNICO EN ENFERMERIA	1	2	1	1	NO APLICA	5	0	5	1	5	TECNICO EN ENFERMERIA	1	1	2025	2	1	0	8	0	0	0	0	0	0	0	1	1	0	80	60																		I162S2C91J2V1	I162S2C91J2V1	2|91|2|1	TECNICO EN ENFERMERIA	CASA CENTRAL SANTIAGO	TECNICO EN ENFERMERIA|CASA CENTRAL SANTIAGO|2	TECNICO EN ENFERMERIA|1|2|1|5|1|1	OK	OK	OK	OK	
3	SEDE CONCEPCION	91	TECNICO EN ENFERMERIA	1	2	1	1	NO APLICA	5	0	5	2	7	TECNICO EN ENFERMERIA	1	1	2026	2	1	0	8	0	0	0	0	0	0	0	1	1	0	36	0																		I162S3C91J2V1	I162S3C91J2V1	3|91|2|1	TECNICO EN ENFERMERIA	SEDE CONCEPCION	TECNICO EN ENFERMERIA|SEDE CONCEPCION|2	TECNICO EN ENFERMERIA|1|2|1|5|1|1	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	95	DIPLOMADO EN INTELIGENCIA ARTIFICIAL	3	4	1	1	NO APLICA	1	0	1	1	1	DIPLOMADO EN INTELIGENCIA ARTIFICIAL	3	5	2025	2	2	0	10	0	0	0	0	0	0	0	0	0	0	25	25																		I162S2C95J4V1	I162S2C95J4V1	2|95|4|1	DIPLOMADO EN INTELIGENCIA ARTIFICIAL	CASA CENTRAL SANTIAGO	DIPLOMADO EN INTELIGENCIA ARTIFICIAL|CASA CENTRAL SANTIAGO|4	DIPLOMADO EN INTELIGENCIA ARTIFICIAL|3|4|1|1|3|5	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	96	DIPLOMADO EN GOBERNANZA DE DATOS	3	4	1	1	NO APLICA	1	0	1	1	1	DIPLOMADO EN GOBERNANZA DE DATOS	3	5	2025	2	2	0	4	0	0	0	0	0	0	0	0	0	0	25	25																		I162S2C96J4V1	I162S2C96J4V1	2|96|4|1	DIPLOMADO EN GOBERNANZA DE DATOS	CASA CENTRAL SANTIAGO	DIPLOMADO EN GOBERNANZA DE DATOS|CASA CENTRAL SANTIAGO|4	DIPLOMADO EN GOBERNANZA DE DATOS|3|4|1|1|3|5	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	97	DIPLOMADO EN SUPPLY CHAIN MANAGEMENT Y MINERIA DE REQUERIMIENTOS	3	4	1	1	NO APLICA	1	0	1	1	1	DIPLOMADO EN SUPPLY CHAIN MANAGEMENT Y MINERIA DE REQUERIMIENTOS	3	5	2025	2	2	0	1	0	0	0	0	0	0	0	0	0	0	25	25																		I162S2C97J4V1	I162S2C97J4V1	2|97|4|1	DIPLOMADO EN SUPPLY CHAIN MANAGEMENT Y MINERIA DE REQUERIMIENTOS	CASA CENTRAL SANTIAGO	DIPLOMADO EN SUPPLY CHAIN MANAGEMENT Y MINERIA DE REQUERIMIENTOS|CASA CENTRAL SANTIAGO|4	DIPLOMADO EN SUPPLY CHAIN MANAGEMENT Y MINERIA DE REQUERIMIENTOS|3|4|1|1|3|5	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	98	DIPLOMADO EN HABILIDADES DIRECTIVAS PARA PROFESIONALES STEM	3	4	1	1	NO APLICA	1	0	1	1	1	DIPLOMADO EN HABILIDADES DIRECTIVAS PARA PROFESIONALES STEM	3	5	2025	2	2	0	1	0	0	0	0	0	0	0	0	0	0	25	25																		I162S2C98J4V1	I162S2C98J4V1	2|98|4|1	DIPLOMADO EN HABILIDADES DIRECTIVAS PARA PROFESIONALES STEM	CASA CENTRAL SANTIAGO	DIPLOMADO EN HABILIDADES DIRECTIVAS PARA PROFESIONALES STEM|CASA CENTRAL SANTIAGO|4	DIPLOMADO EN HABILIDADES DIRECTIVAS PARA PROFESIONALES STEM|3|4|1|1|3|5	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	99	DIPLOMADO EN GESTION PUBLICA LOCAL	3	4	1	1	NO APLICA	1	0	1	1	1	DIPLOMADO EN GESTION PUBLICA LOCAL	3	5	2025	2	2	0	1	0	0	0	0	0	0	0	0	0	0	25	25																		I162S2C99J4V1	I162S2C99J4V1	2|99|4|1	DIPLOMADO EN GESTION PUBLICA LOCAL	CASA CENTRAL SANTIAGO	DIPLOMADO EN GESTION PUBLICA LOCAL|CASA CENTRAL SANTIAGO|4	DIPLOMADO EN GESTION PUBLICA LOCAL|3|4|1|1|3|5	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	101	DIPLOMADO EN SALUD FAMILIAR CON ENFOQUE COMUNITARIO	3	4	1	1	NO APLICA	1	0	1	1	1	DIPLOMADO EN SALUD FAMILIAR CON ENFOQUE COMUNITARIO	3	5	2025	2	2	0	8	0	0	0	0	0	0	0	0	0	0	25	25																		I162S2C101J4V1	I162S2C101J4V1	2|101|4|1	DIPLOMADO EN SALUD FAMILIAR CON ENFOQUE COMUNITARIO	CASA CENTRAL SANTIAGO	DIPLOMADO EN SALUD FAMILIAR CON ENFOQUE COMUNITARIO|CASA CENTRAL SANTIAGO|4	DIPLOMADO EN SALUD FAMILIAR CON ENFOQUE COMUNITARIO|3|4|1|1|3|5	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	102	DIPLOMADO SALUD CON FOCO EN MIGRACION	3	4	1	1	NO APLICA	1	0	1	1	1	DIPLOMADO SALUD CON FOCO EN MIGRACION	3	5	2025	2	2	0	8	0	0	0	0	0	0	0	0	0	0	25	25																		I162S2C102J4V1	I162S2C102J4V1	2|102|4|1	DIPLOMADO SALUD CON FOCO EN MIGRACION	CASA CENTRAL SANTIAGO	DIPLOMADO SALUD CON FOCO EN MIGRACION|CASA CENTRAL SANTIAGO|4	DIPLOMADO SALUD CON FOCO EN MIGRACION|3|4|1|1|3|5	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	103	DIPLOMADO ABORDAJE INTEGRAL DE LA VIOLENCIA DE GENERO EN ATENCION PRIMARIA DE SALUD	3	4	1	1	NO APLICA	1	0	1	1	1	DIPLOMADO ABORDAJE INTEGRAL DE LA VIOLENCIA DE GENERO EN APS	3	5	2025	2	2	0	8	0	0	0	0	0	0	0	0	0	0	25	25																		I162S2C103J4V1	I162S2C103J4V1	2|103|4|1	DIPLOMADO ABORDAJE INTEGRAL DE LA VIOLENCIA DE GENERO EN ATENCION PRIMARIA DE SALUD	CASA CENTRAL SANTIAGO	DIPLOMADO ABORDAJE INTEGRAL DE LA VIOLENCIA DE GENERO EN ATENCION PRIMARIA DE SALUD|CASA CENTRAL SANTIAGO|4	DIPLOMADO ABORDAJE INTEGRAL DE LA VIOLENCIA DE GENERO EN ATENCION PRIMARIA DE SALUD|3|4|1|1|3|5	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	104	DIPLOMADO EN INNOVACION PARA LA DOCENCIA	3	4	1	1	NO APLICA	1	0	1	1	1	DIPLOMADO EN INNOVACION PARA LA DOCENCIA	3	5	2025	2	2	0	6	0	0	0	0	0	0	0	0	0	0	25	25																		I162S2C104J4V1	I162S2C104J4V1	2|104|4|1	DIPLOMADO EN INNOVACION PARA LA DOCENCIA	CASA CENTRAL SANTIAGO	DIPLOMADO EN INNOVACION PARA LA DOCENCIA|CASA CENTRAL SANTIAGO|4	DIPLOMADO EN INNOVACION PARA LA DOCENCIA|3|4|1|1|3|5	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	105	DIPLOMADO EN HUMANIZACION EN SALUD	3	4	1	1	NO APLICA	1	0	1	1	1	DIPLOMADO EN HUMANIZACION EN SALUD	3	5	2025	2	2	0	8	0	0	0	0	0	0	0	0	0	0	25	25																		I162S2C105J4V1	I162S2C105J4V1	2|105|4|1	DIPLOMADO EN HUMANIZACION EN SALUD	CASA CENTRAL SANTIAGO	DIPLOMADO EN HUMANIZACION EN SALUD|CASA CENTRAL SANTIAGO|4	DIPLOMADO EN HUMANIZACION EN SALUD|3|4|1|1|3|5	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	111	INGENIERIA EN FINANZAS	3	4	1	1	NO APLICA	8	0	8	2	12	INGENIERO EN FINANZAS	1	2	2026	2	1	0	1	0	0	0	0	0	0	0	0	0	0	25	0																		I162S2C111J4V1	I162S2C111J4V1	2|111|4|1	INGENIERIA EN FINANZAS	CASA CENTRAL SANTIAGO	INGENIERIA EN FINANZAS|CASA CENTRAL SANTIAGO|4	INGENIERIA EN FINANZAS|3|4|1|8|1|2	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	111	INGENIERIA EN FINANZAS	3	4	2	3	NO APLICA	4	0	4	2	6	INGENIERO EN FINANZAS	1	2	2026	2	2	5	1	0	0	0	0	0	0	0	0	0	0	5	0																		I162S2C111J4V2	I162S2C111J4V2	2|111|4|2	INGENIERIA EN FINANZAS	CASA CENTRAL SANTIAGO	INGENIERIA EN FINANZAS|CASA CENTRAL SANTIAGO|4	INGENIERIA EN FINANZAS|3|4|3|4|1|2	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	112	INGENIERIA EN MARKETING DIGITAL	3	4	1	1	NO APLICA	8	0	8	2	12	INGENIERO EN MARKETING DIGITAL	1	2	2026	2	1	0	1	0	0	0	0	0	0	0	0	0	0	55	0																		I162S2C112J4V1	I162S2C112J4V1	2|112|4|1	INGENIERIA EN MARKETING DIGITAL	CASA CENTRAL SANTIAGO	INGENIERIA EN MARKETING DIGITAL|CASA CENTRAL SANTIAGO|4	INGENIERIA EN MARKETING DIGITAL|3|4|1|8|1|2	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	112	INGENIERIA EN MARKETING DIGITAL	3	4	2	3	NO APLICA	4	0	4	2	6	INGENIERO EN MARKETING DIGITAL	1	2	2026	2	2	5	1	0	0	0	0	0	0	0	0	0	0	5	0																		I162S2C112J4V2	I162S2C112J4V2	2|112|4|2	INGENIERIA EN MARKETING DIGITAL	CASA CENTRAL SANTIAGO	INGENIERIA EN MARKETING DIGITAL|CASA CENTRAL SANTIAGO|4	INGENIERIA EN MARKETING DIGITAL|3|4|3|4|1|2	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	113	INGENIERIA EN RECURSOS HUMANOS	3	4	1	1	NO APLICA	8	0	8	2	12	INGENIERO EN RECURSOS HUMANOS	1	2	2026	2	1	0	1	0	0	0	0	0	0	0	0	0	0	90	0																		I162S2C113J4V1	I162S2C113J4V1	2|113|4|1	INGENIERIA EN RECURSOS HUMANOS	CASA CENTRAL SANTIAGO	INGENIERIA EN RECURSOS HUMANOS|CASA CENTRAL SANTIAGO|4	INGENIERIA EN RECURSOS HUMANOS|3|4|1|8|1|2	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	113	INGENIERIA EN RECURSOS HUMANOS	3	4	2	3	NO APLICA	4	0	4	2	6	INGENIERO EN RECURSOS HUMANOS	1	2	2026	2	2	5	1	0	0	0	0	0	0	0	0	0	0	5	0																		I162S2C113J4V2	I162S2C113J4V2	2|113|4|2	INGENIERIA EN RECURSOS HUMANOS	CASA CENTRAL SANTIAGO	INGENIERIA EN RECURSOS HUMANOS|CASA CENTRAL SANTIAGO|4	INGENIERIA EN RECURSOS HUMANOS|3|4|3|4|1|2	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	114	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	1	2	1	1	NO APLICA	5	0	5	2	7	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	1	1	2026	2	1	0	8	0	0	0	0	0	0	0	1	1	0	30	0																		I162S2C114J2V1	I162S2C114J2V1	2|114|2|1	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	CASA CENTRAL SANTIAGO	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA|CASA CENTRAL SANTIAGO|2	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA|1|2|1|5|1|1	OK	OK	OK	OK	
3	SEDE CONCEPCION	114	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	1	2	1	1	NO APLICA	5	0	5	2	7	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	1	1	2026	2	1	0	8	0	0	0	0	0	0	0	1	1	0	36	0																		I162S3C114J2V1	I162S3C114J2V1	3|114|2|1	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA	SEDE CONCEPCION	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA|SEDE CONCEPCION|2	TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA|1|2|1|5|1|1	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	115	TECNICO EN FARMACIA	1	2	1	1	NO APLICA	5	0	5	2	7	TECNICO EN FARMACIA	1	1	2026	2	1	0	8	0	0	0	0	0	0	0	1	1	0	30	0																		I162S2C115J2V1	I162S2C115J2V1	2|115|2|1	TECNICO EN FARMACIA	CASA CENTRAL SANTIAGO	TECNICO EN FARMACIA|CASA CENTRAL SANTIAGO|2	TECNICO EN FARMACIA|1|2|1|5|1|1	OK	OK	OK	OK	
3	SEDE CONCEPCION	115	TECNICO EN FARMACIA	1	2	1	1	NO APLICA	5	0	5	2	7	TECNICO EN FARMACIA	1	1	2026	2	1	0	8	0	0	0	0	0	0	0	1	1	0	30	0																		I162S3C115J2V1	I162S3C115J2V1	3|115|2|1	TECNICO EN FARMACIA	SEDE CONCEPCION	TECNICO EN FARMACIA|SEDE CONCEPCION|2	TECNICO EN FARMACIA|1|2|1|5|1|1	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	116	TECNICO EN FINANZAS	3	4	1	1	NO APLICA	5	0	5	2	7	TECNICO EN FINANZAS	1	1	2026	2	1	0	1	1	0	0	0	0	0	0	0	1	0	30	0																		I162S2C116J4V1	I162S2C116J4V1	2|116|4|1	TECNICO EN FINANZAS	CASA CENTRAL SANTIAGO	TECNICO EN FINANZAS|CASA CENTRAL SANTIAGO|4	TECNICO EN FINANZAS|3|4|1|5|1|1	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	117	TECNICO EN INFRAESTRUCTURA CLOUD	3	4	1	1	NO APLICA	5	0	5	2	7	TECNICO EN INFRAESTRUCTIRA CLOUD	1	1	2026	2	1	0	10	0	0	0	0	0	0	0	0	1	1	30	0																		I162S2C117J4V1	I162S2C117J4V1	2|117|4|1	TECNICO EN INFRAESTRUCTURA CLOUD	CASA CENTRAL SANTIAGO	TECNICO EN INFRAESTRUCTURA CLOUD|CASA CENTRAL SANTIAGO|4	TECNICO EN INFRAESTRUCTURA CLOUD|3|4|1|5|1|1	OK	OK	OK	OK	POSIBLE_ERROR_ORTOGRAFICO_CONSERVADO_SIN_CORREGIR
2	CASA CENTRAL (SANTIAGO)	118	TECNICO EN MARKETING DIGITAL	3	4	1	1	NO APLICA	5	0	5	2	7	TECNICO EN MARKETING DIGITAL	1	1	2026	2	1	0	1	1	0	0	0	0	0	0	0	1	0	60	0																		I162S2C118J4V1	I162S2C118J4V1	2|118|4|1	TECNICO EN MARKETING DIGITAL	CASA CENTRAL SANTIAGO	TECNICO EN MARKETING DIGITAL|CASA CENTRAL SANTIAGO|4	TECNICO EN MARKETING DIGITAL|3|4|1|5|1|1	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	119	TECNICO EN RECURSOS HUMANOS	3	4	1	1	NO APLICA	5	0	5	2	7	TECNICO EN RECURSOS HUMANOS	1	1	2026	2	1	0	1	1	0	0	0	0	0	0	0	1	0	95	0																		I162S2C119J4V1	I162S2C119J4V1	2|119|4|1	TECNICO EN RECURSOS HUMANOS	CASA CENTRAL SANTIAGO	TECNICO EN RECURSOS HUMANOS|CASA CENTRAL SANTIAGO|4	TECNICO EN RECURSOS HUMANOS|3|4|1|5|1|1	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	124	INGENIERIA EN PREVENCION DE RIESGOS	3	4	1	1	NO APLICA	8	0	8	2	12	INGENIERO EN PREVENCION DE RIESGOS	1	2	2026	2	1	0	9	0	0	0	0	0	0	0	0	0	0	45	0																		I162S2C124J4V1	I162S2C124J4V1	2|124|4|1	INGENIERIA EN PREVENCION DE RIESGOS	CASA CENTRAL SANTIAGO	INGENIERIA EN PREVENCION DE RIESGOS|CASA CENTRAL SANTIAGO|4	INGENIERIA EN PREVENCION DE RIESGOS|3|4|1|8|1|2	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	124	INGENIERIA EN PREVENCION DE RIESGOS	3	4	2	3	NO APLICA	4	0	4	2	6	INGENIERO EN PREVENCION DE RIESGOS	1	2	2026	2	2	5	9	0	0	0	0	0	0	0	0	0	0	10	0																		I162S2C124J4V2	I162S2C124J4V2	2|124|4|2	INGENIERIA EN PREVENCION DE RIESGOS	CASA CENTRAL SANTIAGO	INGENIERIA EN PREVENCION DE RIESGOS|CASA CENTRAL SANTIAGO|4	INGENIERIA EN PREVENCION DE RIESGOS|3|4|3|4|1|2	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	125	INGENIERIA EN SEGURIDAD PRIVADA	3	4	1	1	NO APLICA	8	0	8	2	12	INGENIERO EN SEGURIDAD PRIVADA	1	2	2026	2	1	0	9	0	0	0	0	0	0	0	0	0	0	60	0																		I162S2C125J4V1	I162S2C125J4V1	2|125|4|1	INGENIERIA EN SEGURIDAD PRIVADA	CASA CENTRAL SANTIAGO	INGENIERIA EN SEGURIDAD PRIVADA|CASA CENTRAL SANTIAGO|4	INGENIERIA EN SEGURIDAD PRIVADA|3|4|1|8|1|2	OK	OK	OK	OK	
2	CASA CENTRAL (SANTIAGO)	125	INGENIERIA EN SEGURIDAD PRIVADA	3	4	2	3	NO APLICA	4	0	4	2	6	INGENIERO EN SEGURIDAD PRIVADA	1	2	2026	2	2	5	9	0	0	0	0	0	0	0	0	0	0	10	0																		I162S2C125J4V2	I162S2C125J4V2	2|125|4|2	INGENIERIA EN SEGURIDAD PRIVADA	CASA CENTRAL SANTIAGO	INGENIERIA EN SEGURIDAD PRIVADA|CASA CENTRAL SANTIAGO|4	INGENIERIA EN SEGURIDAD PRIVADA|3|4|3|4|1|2	OK	OK	OK	OK	
